"plh0220","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","63","0.108996167870272","0.0850019836677399","0.132990352072803","1"
"1 Strongly disagree","2005","inadequately","68","0.257477516208047","0.201334648720907","0.313620383695187","1"
"1 Strongly disagree","2005","general elemantary","358","0.161792485670966","0.146991279283859","0.176593692058074","1"
"1 Strongly disagree","2005","middle vocational","1145","0.124278426476449","0.117877486372258","0.13067936658064","1"
"1 Strongly disagree","2005","vocational + Abi","87","0.0712951807625611","0.0562788966031144","0.0863114649220078","1"
"1 Strongly disagree","2005","higher vocational","130","0.0853422572104032","0.071433330710599","0.0992511837102074","1"
"1 Strongly disagree","2005","higher education","208","0.0566665053176277","0.0496406812858521","0.0636923293494034","1"
"2 on scale 1-7 ","2005","higher education","373","0.0994681471737058","0.0903733508136802","0.108562943533731","2"
"2 on scale 1-7 ","2005","middle vocational","1316","0.132555073579377","0.125975738590065","0.139134408568689","2"
"2 on scale 1-7 ","2005","vocational + Abi","141","0.137046168710643","0.11697739799387","0.157114939427416","2"
"2 on scale 1-7 ","2005","higher vocational","206","0.148320514985056","0.130626721770708","0.166014308199404","2"
"2 on scale 1-7 ","2005","general elemantary","319","0.128178367043447","0.114742572511986","0.141614161574908","2"
"2 on scale 1-7 ","2005","inadequately","44","0.181113860631224","0.131664835430898","0.23056288583155","2"
"2 on scale 1-7 ","2005","in school","66","0.120283078770096","0.0952373121873596","0.145328845352832","2"
"3 on scale 1-7 ","2005","higher education","477","0.110393602383651","0.100870634334335","0.119916570432967","3"
"3 on scale 1-7 ","2005","higher vocational","215","0.132138843356964","0.115280200211195","0.148997486502734","3"
"3 on scale 1-7 ","2005","vocational + Abi","152","0.133281422179213","0.113447098187193","0.153115746171232","3"
"3 on scale 1-7 ","2005","middle vocational","1513","0.142204870683826","0.13542827008406","0.148981471283591","3"
"3 on scale 1-7 ","2005","in school","93","0.127322319198656","0.101657406407926","0.152987231989386","3"
"3 on scale 1-7 ","2005","inadequately","30","0.152976217037561","0.106756222333293","0.199196211741828","3"
"3 on scale 1-7 ","2005","general elemantary","368","0.150366749288047","0.136000816786842","0.164732681789253","3"
"4 on scale 1-7","2005","middle vocational","2173","0.212146033127608","0.204213659047261","0.220078407207955","4"
"4 on scale 1-7","2005","general elemantary","533","0.221971399132687","0.205268630828486","0.238674167436887","4"
"4 on scale 1-7","2005","vocational + Abi","225","0.193712524862697","0.17064944255835","0.216775607167045","4"
"4 on scale 1-7","2005","higher education","736","0.185003405014477","0.173203753432817","0.196803056596137","4"
"4 on scale 1-7","2005","inadequately","49","0.204386665403479","0.152608407274554","0.256164923532404","4"
"4 on scale 1-7","2005","in school","106","0.154044080025001","0.126249701901983","0.18183845814802","4"
"4 on scale 1-7","2005","higher vocational","320","0.187917374922633","0.168469783590107","0.20736496625516","4"
"5 on scale 1-7","2005","higher education","830","0.181064230931385","0.16936270018527","0.192765761677499","5"
"5 on scale 1-7","2005","middle vocational","1720","0.162639216415849","0.155478906641774","0.169799526189924","5"
"5 on scale 1-7","2005","in school","125","0.20029082853235","0.169476184299136","0.231105472765565","5"
"5 on scale 1-7","2005","inadequately","20","","","","5"
"5 on scale 1-7","2005","general elemantary","348","0.143732708143799","0.129632528444017","0.15783288784358","5"
"5 on scale 1-7","2005","vocational + Abi","206","0.174151839214014","0.152020500914357","0.196283177513671","5"
"5 on scale 1-7","2005","higher vocational","269","0.1741211787493","0.155242734321744","0.192999623176856","5"
"6 on scale 1-7","2005","higher education","835","0.193312341733776","0.18131226776931","0.205312415698242","6"
"6 on scale 1-7","2005","middle vocational","1403","0.131602202580726","0.12504295835472","0.138161446806733","6"
"6 on scale 1-7","2005","vocational + Abi","164","0.145201751423986","0.124642311456088","0.165761191391883","6"
"6 on scale 1-7","2005","higher vocational","248","0.162521365216545","0.144154952422902","0.180887778010187","6"
"6 on scale 1-7","2005","inadequately","6","","","","6"
"6 on scale 1-7","2005","in school","95","0.136272726885377","0.109857558840383","0.16268789493037","6"
"6 on scale 1-7","2005","general elemantary","263","0.110506801217261","0.0979057149243273","0.123107887510195","6"
"7 Strongly agree","2005","higher education","701","0.174091767445378","0.162569009458069","0.185614525432687","7"
"7 Strongly agree","2005","vocational + Abi","153","0.145311112846886","0.124745247679344","0.165876978014428","7"
"7 Strongly agree","2005","middle vocational","934","0.0945741771361658","0.0888964359741385","0.100251918298193","7"
"7 Strongly agree","2005","higher vocational","162","0.109638465559099","0.0940842930642432","0.125192638053954","7"
"7 Strongly agree","2005","in school","100","0.152790798718248","0.12508921997979","0.180492377456707","7"
"7 Strongly agree","2005","inadequately","16","","","","7"
"7 Strongly agree","2005","general elemantary","189","0.0834514895037937","0.0723357863541883","0.094567192653399","7"
"1 Strongly disagree","2006","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","higher vocational","","","","","1"
"1 Strongly disagree","2006","higher education","","","","","1"
"1 Strongly disagree","2006","in school","","","","","1"
"1 Strongly disagree","2006","inadequately","","","","","1"
"1 Strongly disagree","2006","general elemantary","","","","","1"
"1 Strongly disagree","2006","middle vocational","","","","","1"
"2 on scale 1-7 ","2006","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","higher education","","","","","2"
"2 on scale 1-7 ","2006","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","in school","","","","","2"
"2 on scale 1-7 ","2006","inadequately","","","","","2"
"3 on scale 1-7 ","2006","higher education","","","","","3"
"3 on scale 1-7 ","2006","in school","","","","","3"
"3 on scale 1-7 ","2006","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","inadequately","","","","","3"
"3 on scale 1-7 ","2006","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","general elemantary","","","","","3"
"4 on scale 1-7","2006","higher education","","","","","4"
"4 on scale 1-7","2006","middle vocational","","","","","4"
"4 on scale 1-7","2006","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","in school","","","","","4"
"4 on scale 1-7","2006","inadequately","","","","","4"
"4 on scale 1-7","2006","general elemantary","","","","","4"
"4 on scale 1-7","2006","higher vocational","","","","","4"
"5 on scale 1-7","2006","higher education","","","","","5"
"5 on scale 1-7","2006","in school","","","","","5"
"5 on scale 1-7","2006","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","higher vocational","","","","","5"
"5 on scale 1-7","2006","middle vocational","","","","","5"
"5 on scale 1-7","2006","inadequately","","","","","5"
"5 on scale 1-7","2006","general elemantary","","","","","5"
"6 on scale 1-7","2006","middle vocational","","","","","6"
"6 on scale 1-7","2006","higher education","","","","","6"
"6 on scale 1-7","2006","in school","","","","","6"
"6 on scale 1-7","2006","inadequately","","","","","6"
"6 on scale 1-7","2006","general elemantary","","","","","6"
"6 on scale 1-7","2006","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","higher vocational","","","","","6"
"7 Strongly agree","2006","vocational + Abi","","","","","7"
"7 Strongly agree","2006","higher education","","","","","7"
"7 Strongly agree","2006","middle vocational","","","","","7"
"7 Strongly agree","2006","higher vocational","","","","","7"
"7 Strongly agree","2006","in school","","","","","7"
"7 Strongly agree","2006","inadequately","","","","","7"
"7 Strongly agree","2006","general elemantary","","","","","7"
"1 Strongly disagree","2007","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","higher vocational","","","","","1"
"1 Strongly disagree","2007","higher education","","","","","1"
"1 Strongly disagree","2007","in school","","","","","1"
"1 Strongly disagree","2007","inadequately","","","","","1"
"1 Strongly disagree","2007","general elemantary","","","","","1"
"1 Strongly disagree","2007","middle vocational","","","","","1"
"2 on scale 1-7 ","2007","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","higher education","","","","","2"
"2 on scale 1-7 ","2007","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","inadequately","","","","","2"
"2 on scale 1-7 ","2007","in school","","","","","2"
"3 on scale 1-7 ","2007","higher education","","","","","3"
"3 on scale 1-7 ","2007","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","in school","","","","","3"
"3 on scale 1-7 ","2007","inadequately","","","","","3"
"3 on scale 1-7 ","2007","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","general elemantary","","","","","3"
"4 on scale 1-7","2007","middle vocational","","","","","4"
"4 on scale 1-7","2007","higher education","","","","","4"
"4 on scale 1-7","2007","vocational + Abi","","","","","4"
"4 on scale 1-7","2007","in school","","","","","4"
"4 on scale 1-7","2007","inadequately","","","","","4"
"4 on scale 1-7","2007","general elemantary","","","","","4"
"4 on scale 1-7","2007","higher vocational","","","","","4"
"5 on scale 1-7","2007","higher education","","","","","5"
"5 on scale 1-7","2007","in school","","","","","5"
"5 on scale 1-7","2007","vocational + Abi","","","","","5"
"5 on scale 1-7","2007","higher vocational","","","","","5"
"5 on scale 1-7","2007","inadequately","","","","","5"
"5 on scale 1-7","2007","middle vocational","","","","","5"
"5 on scale 1-7","2007","general elemantary","","","","","5"
"6 on scale 1-7","2007","middle vocational","","","","","6"
"6 on scale 1-7","2007","vocational + Abi","","","","","6"
"6 on scale 1-7","2007","higher education","","","","","6"
"6 on scale 1-7","2007","inadequately","","","","","6"
"6 on scale 1-7","2007","general elemantary","","","","","6"
"6 on scale 1-7","2007","higher vocational","","","","","6"
"6 on scale 1-7","2007","in school","","","","","6"
"7 Strongly agree","2007","higher education","","","","","7"
"7 Strongly agree","2007","vocational + Abi","","","","","7"
"7 Strongly agree","2007","higher vocational","","","","","7"
"7 Strongly agree","2007","middle vocational","","","","","7"
"7 Strongly agree","2007","in school","","","","","7"
"7 Strongly agree","2007","inadequately","","","","","7"
"7 Strongly agree","2007","general elemantary","","","","","7"
"1 Strongly disagree","2008","in school","","","","","1"
"1 Strongly disagree","2008","inadequately","","","","","1"
"1 Strongly disagree","2008","general elemantary","","","","","1"
"1 Strongly disagree","2008","middle vocational","","","","","1"
"1 Strongly disagree","2008","vocational + Abi","","","","","1"
"1 Strongly disagree","2008","higher vocational","","","","","1"
"1 Strongly disagree","2008","higher education","","","","","1"
"2 on scale 1-7 ","2008","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2008","higher education","","","","","2"
"2 on scale 1-7 ","2008","middle vocational","","","","","2"
"2 on scale 1-7 ","2008","higher vocational","","","","","2"
"2 on scale 1-7 ","2008","general elemantary","","","","","2"
"2 on scale 1-7 ","2008","inadequately","","","","","2"
"2 on scale 1-7 ","2008","in school","","","","","2"
"3 on scale 1-7 ","2008","higher education","","","","","3"
"3 on scale 1-7 ","2008","middle vocational","","","","","3"
"3 on scale 1-7 ","2008","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2008","higher vocational","","","","","3"
"3 on scale 1-7 ","2008","in school","","","","","3"
"3 on scale 1-7 ","2008","inadequately","","","","","3"
"3 on scale 1-7 ","2008","general elemantary","","","","","3"
"4 on scale 1-7","2008","in school","","","","","4"
"4 on scale 1-7","2008","inadequately","","","","","4"
"4 on scale 1-7","2008","middle vocational","","","","","4"
"4 on scale 1-7","2008","vocational + Abi","","","","","4"
"4 on scale 1-7","2008","higher education","","","","","4"
"4 on scale 1-7","2008","higher vocational","","","","","4"
"4 on scale 1-7","2008","general elemantary","","","","","4"
"5 on scale 1-7","2008","higher education","","","","","5"
"5 on scale 1-7","2008","middle vocational","","","","","5"
"5 on scale 1-7","2008","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","higher vocational","","","","","5"
"5 on scale 1-7","2008","in school","","","","","5"
"5 on scale 1-7","2008","inadequately","","","","","5"
"5 on scale 1-7","2008","general elemantary","","","","","5"
"6 on scale 1-7","2008","middle vocational","","","","","6"
"6 on scale 1-7","2008","general elemantary","","","","","6"
"6 on scale 1-7","2008","higher education","","","","","6"
"6 on scale 1-7","2008","in school","","","","","6"
"6 on scale 1-7","2008","inadequately","","","","","6"
"6 on scale 1-7","2008","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","higher vocational","","","","","6"
"7 Strongly agree","2008","vocational + Abi","","","","","7"
"7 Strongly agree","2008","higher education","","","","","7"
"7 Strongly agree","2008","middle vocational","","","","","7"
"7 Strongly agree","2008","higher vocational","","","","","7"
"7 Strongly agree","2008","in school","","","","","7"
"7 Strongly agree","2008","inadequately","","","","","7"
"7 Strongly agree","2008","general elemantary","","","","","7"
"1 Strongly disagree","2009","vocational + Abi","98","0.0836360303701282","0.0664689652255843","0.100803095514672","1"
"1 Strongly disagree","2009","higher vocational","124","0.0917380117111941","0.0762013911286242","0.107274632293764","1"
"1 Strongly disagree","2009","higher education","164","0.0480422958363531","0.0414388569875943","0.0546457346851119","1"
"1 Strongly disagree","2009","in school","24","","","","1"
"1 Strongly disagree","2009","inadequately","51","0.334444991866872","0.261793437543526","0.407096546190217","1"
"1 Strongly disagree","2009","general elemantary","291","0.186928693006538","0.168782061282454","0.205075324730622","1"
"1 Strongly disagree","2009","middle vocational","1178","0.141759347272329","0.134553132032045","0.148965562512613","1"
"2 on scale 1-7 ","2009","middle vocational","1379","0.158869641732836","0.151317346684962","0.166421936780709","2"
"2 on scale 1-7 ","2009","vocational + Abi","121","0.119629956090416","0.0995057875065677","0.139754124674265","2"
"2 on scale 1-7 ","2009","higher education","425","0.111945217126705","0.102209406726334","0.121681027527076","2"
"2 on scale 1-7 ","2009","general elemantary","301","0.172256392377316","0.154680017182908","0.189832767571724","2"
"2 on scale 1-7 ","2009","higher vocational","172","0.116875345157592","0.0995832034080209","0.134167486907164","2"
"2 on scale 1-7 ","2009","inadequately","35","0.245578599626339","0.179297021114226","0.311860178138453","2"
"2 on scale 1-7 ","2009","in school","39","0.168238568640268","0.126461794297101","0.210015342983434","2"
"3 on scale 1-7 ","2009","higher education","479","0.133653387870903","0.123146229363188","0.144160546378619","3"
"3 on scale 1-7 ","2009","middle vocational","1495","0.164160391472301","0.156507553831908","0.171813229112694","3"
"3 on scale 1-7 ","2009","vocational + Abi","158","0.154100468442322","0.1317118797121","0.176489057172544","3"
"3 on scale 1-7 ","2009","higher vocational","233","0.178601172915082","0.157985594636802","0.199216751193362","3"
"3 on scale 1-7 ","2009","inadequately","23","","","","3"
"3 on scale 1-7 ","2009","general elemantary","321","0.172938871394552","0.155334973606569","0.190542769182535","3"
"3 on scale 1-7 ","2009","in school","47","0.15306060456101","0.112850924989964","0.193270284132055","3"
"4 on scale 1-7","2009","in school","49","0.143066813071002","0.103963309981815","0.182170316160188","4"
"4 on scale 1-7","2009","inadequately","31","0.169938128526444","0.112103063003193","0.227773194049695","4"
"4 on scale 1-7","2009","middle vocational","1824","0.193044699144645","0.184890514976722","0.201198883312568","4"
"4 on scale 1-7","2009","vocational + Abi","173","0.177654593108613","0.153952827303656","0.201356358913569","4"
"4 on scale 1-7","2009","higher education","689","0.167561627347691","0.156029410825058","0.179093843870323","4"
"4 on scale 1-7","2009","higher vocational","242","0.190461049226575","0.169326242044637","0.211595856408513","4"
"4 on scale 1-7","2009","general elemantary","381","0.227509751674649","0.207996024250409","0.247023479098889","4"
"5 on scale 1-7","2009","higher education","747","0.170068742479838","0.158468080610185","0.181669404349491","5"
"5 on scale 1-7","2009","middle vocational","1424","0.154543722399271","0.147075829219678","0.162011615578864","5"
"5 on scale 1-7","2009","vocational + Abi","183","0.178605215059833","0.154853860365609","0.202356569754058","5"
"5 on scale 1-7","2009","higher vocational","236","0.169902131839545","0.14968868426924","0.19011557940985","5"
"5 on scale 1-7","2009","general elemantary","229","0.106180316367933","0.0918405958186527","0.120520036917213","5"
"5 on scale 1-7","2009","in school","55","0.190063805062727","0.146246279745804","0.23388133037965","5"
"5 on scale 1-7","2009","inadequately","15","","","","5"
"6 on scale 1-7","2009","middle vocational","995","0.109068581883864","0.102628390008321","0.115508773759406","6"
"6 on scale 1-7","2009","higher education","860","0.208797274523819","0.196246926838526","0.221347622209112","6"
"6 on scale 1-7","2009","in school","52","0.130693760210297","0.0930505582377979","0.168336962182796","6"
"6 on scale 1-7","2009","inadequately","6","","","","6"
"6 on scale 1-7","2009","general elemantary","128","0.0666385885158209","0.0550299432897583","0.0782472337418834","6"
"6 on scale 1-7","2009","vocational + Abi","143","0.148288322574085","0.126250680558576","0.170325964589593","6"
"6 on scale 1-7","2009","higher vocational","185","0.135748598096599","0.117312710484105","0.154184485709093","6"
"7 Strongly agree","2009","middle vocational","705","0.0785536160947552","0.0729952779694934","0.084111954220017","7"
"7 Strongly agree","2009","vocational + Abi","123","0.138085414354603","0.116692430387955","0.159478398321251","7"
"7 Strongly agree","2009","higher education","665","0.159931454814691","0.148613348657023","0.171249560972359","7"
"7 Strongly agree","2009","higher vocational","134","0.116673691053412","0.0993945010399841","0.133952881066841","7"
"7 Strongly agree","2009","in school","42","0.113731653063383","0.078275139605012","0.149188166521754","7"
"7 Strongly agree","2009","inadequately","1","","","","7"
"7 Strongly agree","2009","general elemantary","122","0.0675473866631912","0.0558655431541478","0.0792292301722346","7"
"1 Strongly disagree","2010","vocational + Abi","","","","","1"
"1 Strongly disagree","2010","higher vocational","","","","","1"
"1 Strongly disagree","2010","higher education","","","","","1"
"1 Strongly disagree","2010","in school","","","","","1"
"1 Strongly disagree","2010","inadequately","","","","","1"
"1 Strongly disagree","2010","general elemantary","","","","","1"
"1 Strongly disagree","2010","middle vocational","","","","","1"
"2 on scale 1-7 ","2010","higher education","","","","","2"
"2 on scale 1-7 ","2010","higher vocational","","","","","2"
"2 on scale 1-7 ","2010","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2010","middle vocational","","","","","2"
"2 on scale 1-7 ","2010","general elemantary","","","","","2"
"2 on scale 1-7 ","2010","inadequately","","","","","2"
"2 on scale 1-7 ","2010","in school","","","","","2"
"3 on scale 1-7 ","2010","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2010","middle vocational","","","","","3"
"3 on scale 1-7 ","2010","higher vocational","","","","","3"
"3 on scale 1-7 ","2010","higher education","","","","","3"
"3 on scale 1-7 ","2010","in school","","","","","3"
"3 on scale 1-7 ","2010","inadequately","","","","","3"
"3 on scale 1-7 ","2010","general elemantary","","","","","3"
"4 on scale 1-7","2010","vocational + Abi","","","","","4"
"4 on scale 1-7","2010","higher education","","","","","4"
"4 on scale 1-7","2010","in school","","","","","4"
"4 on scale 1-7","2010","inadequately","","","","","4"
"4 on scale 1-7","2010","middle vocational","","","","","4"
"4 on scale 1-7","2010","higher vocational","","","","","4"
"4 on scale 1-7","2010","general elemantary","","","","","4"
"5 on scale 1-7","2010","higher education","","","","","5"
"5 on scale 1-7","2010","vocational + Abi","","","","","5"
"5 on scale 1-7","2010","higher vocational","","","","","5"
"5 on scale 1-7","2010","in school","","","","","5"
"5 on scale 1-7","2010","inadequately","","","","","5"
"5 on scale 1-7","2010","middle vocational","","","","","5"
"5 on scale 1-7","2010","general elemantary","","","","","5"
"6 on scale 1-7","2010","vocational + Abi","","","","","6"
"6 on scale 1-7","2010","higher vocational","","","","","6"
"6 on scale 1-7","2010","middle vocational","","","","","6"
"6 on scale 1-7","2010","higher education","","","","","6"
"6 on scale 1-7","2010","inadequately","","","","","6"
"6 on scale 1-7","2010","general elemantary","","","","","6"
"6 on scale 1-7","2010","in school","","","","","6"
"7 Strongly agree","2010","middle vocational","","","","","7"
"7 Strongly agree","2010","vocational + Abi","","","","","7"
"7 Strongly agree","2010","higher vocational","","","","","7"
"7 Strongly agree","2010","higher education","","","","","7"
"7 Strongly agree","2010","in school","","","","","7"
"7 Strongly agree","2010","inadequately","","","","","7"
"7 Strongly agree","2010","general elemantary","","","","","7"
"1 Strongly disagree","2011","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","higher vocational","","","","","1"
"1 Strongly disagree","2011","higher education","","","","","1"
"1 Strongly disagree","2011","in school","","","","","1"
"1 Strongly disagree","2011","inadequately","","","","","1"
"1 Strongly disagree","2011","general elemantary","","","","","1"
"1 Strongly disagree","2011","middle vocational","","","","","1"
"2 on scale 1-7 ","2011","higher education","","","","","2"
"2 on scale 1-7 ","2011","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2011","in school","","","","","2"
"2 on scale 1-7 ","2011","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","inadequately","","","","","2"
"2 on scale 1-7 ","2011","general elemantary","","","","","2"
"3 on scale 1-7 ","2011","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","higher education","","","","","3"
"3 on scale 1-7 ","2011","in school","","","","","3"
"3 on scale 1-7 ","2011","inadequately","","","","","3"
"3 on scale 1-7 ","2011","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","general elemantary","","","","","3"
"4 on scale 1-7","2011","vocational + Abi","","","","","4"
"4 on scale 1-7","2011","higher education","","","","","4"
"4 on scale 1-7","2011","in school","","","","","4"
"4 on scale 1-7","2011","inadequately","","","","","4"
"4 on scale 1-7","2011","middle vocational","","","","","4"
"4 on scale 1-7","2011","higher vocational","","","","","4"
"4 on scale 1-7","2011","general elemantary","","","","","4"
"5 on scale 1-7","2011","higher education","","","","","5"
"5 on scale 1-7","2011","in school","","","","","5"
"5 on scale 1-7","2011","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","higher vocational","","","","","5"
"5 on scale 1-7","2011","inadequately","","","","","5"
"5 on scale 1-7","2011","middle vocational","","","","","5"
"5 on scale 1-7","2011","general elemantary","","","","","5"
"6 on scale 1-7","2011","higher vocational","","","","","6"
"6 on scale 1-7","2011","vocational + Abi","","","","","6"
"6 on scale 1-7","2011","middle vocational","","","","","6"
"6 on scale 1-7","2011","higher education","","","","","6"
"6 on scale 1-7","2011","general elemantary","","","","","6"
"6 on scale 1-7","2011","in school","","","","","6"
"6 on scale 1-7","2011","inadequately","","","","","6"
"7 Strongly agree","2011","higher education","","","","","7"
"7 Strongly agree","2011","middle vocational","","","","","7"
"7 Strongly agree","2011","vocational + Abi","","","","","7"
"7 Strongly agree","2011","higher vocational","","","","","7"
"7 Strongly agree","2011","in school","","","","","7"
"7 Strongly agree","2011","inadequately","","","","","7"
"7 Strongly agree","2011","general elemantary","","","","","7"
"1 Strongly disagree","2012","vocational + Abi","54","0.0831581029555205","0.0633967365102949","0.102919469400746","1"
"1 Strongly disagree","2012","in school","12","","","","1"
"1 Strongly disagree","2012","inadequately","35","0.225372714832754","0.158948969425741","0.291796460239767","1"
"1 Strongly disagree","2012","general elemantary","144","0.205027556751265","0.176530299853686","0.233524813648845","1"
"1 Strongly disagree","2012","middle vocational","451","0.142953034857276","0.130859477416627","0.155046592297925","1"
"1 Strongly disagree","2012","higher vocational","34","0.102160238656164","0.07100470854714","0.133315768765188","1"
"1 Strongly disagree","2012","higher education","63","0.048267592704748","0.0373811500141246","0.0591540353953714","1"
"2 on scale 1-7 ","2012","higher vocational","37","0.109900146182929","0.0777255371432403","0.142074755222618","2"
"2 on scale 1-7 ","2012","vocational + Abi","97","0.125102948699585","0.101425783252892","0.148780114146277","2"
"2 on scale 1-7 ","2012","middle vocational","432","0.138922942878162","0.126973075996474","0.15087280975985","2"
"2 on scale 1-7 ","2012","higher education","155","0.109642624168993","0.0937727810631345","0.125512467274852","2"
"2 on scale 1-7 ","2012","general elemantary","113","0.15998511107195","0.134108691910357","0.185861530233543","2"
"2 on scale 1-7 ","2012","in school","31","0.174291281785362","0.120207325149927","0.228375238420796","2"
"2 on scale 1-7 ","2012","inadequately","32","0.269979596753857","0.199403234695394","0.34055595881232","2"
