"plh0220","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","Male","932","0.140216392742855","0.132326251330537","0.148106534155172","1"
"1 Strongly disagree","2005","West Germany","Female","684","0.0912448442117236","0.08498547702093","0.0975042114025172","1"
"1 Strongly disagree","2005","East Germany","Male","291","0.13742886090852","0.123697108686343","0.151160613130696","1"
"1 Strongly disagree","2005","East Germany","Female","189","0.0803433907536764","0.0699309822954936","0.0907557992118591","1"
"2 on scale 1-7 ","2005","West Germany","Female","814","0.107814070827866","0.101072389419398","0.114555752236333","2"
"2 on scale 1-7 ","2005","East Germany","Male","383","0.172345759700957","0.157282661859183","0.18740885754273","2"
"2 on scale 1-7 ","2005","East Germany","Female","240","0.0952162860981116","0.0839730514077534","0.10645952078847","2"
"2 on scale 1-7 ","2005","West Germany","Male","1069","0.148477435444943","0.140397291067083","0.156557579822803","2"
"3 on scale 1-7 ","2005","West Germany","Female","992","0.122963538677617","0.11582515611527","0.130101921239963","3"
"3 on scale 1-7 ","2005","East Germany","Male","401","0.166449090303725","0.151593281499517","0.181304899107932","3"
"3 on scale 1-7 ","2005","East Germany","Female","341","0.120504530348464","0.108034090826744","0.132974969870184","3"
"3 on scale 1-7 ","2005","West Germany","Male","1162","0.149759736789179","0.141650888422483","0.157868585155874","3"
"4 on scale 1-7","2005","East Germany","Female","543","0.203752308561783","0.188323278256906","0.219181338866661","4"
"4 on scale 1-7","2005","West Germany","Female","1633","0.204149287000575","0.195387502712414","0.212911071288736","4"
"4 on scale 1-7","2005","East Germany","Male","484","0.196236612896697","0.180397033222679","0.212076192570715","4"
"4 on scale 1-7","2005","West Germany","Male","1538","0.205727207258697","0.196541311343709","0.214913103173686","4"
"5 on scale 1-7","2005","East Germany","Male","402","0.151050776198824","0.136768683027737","0.165332869369911","5"
"5 on scale 1-7","2005","West Germany","Female","1500","0.17905987531762","0.170725794672959","0.187393955962281","5"
"5 on scale 1-7","2005","West Germany","Male","1141","0.144152867522889","0.136171072795774","0.152134662250004","5"
"5 on scale 1-7","2005","East Germany","Female","522","0.206472109380254","0.19096699175844","0.221977227002068","5"
"6 on scale 1-7","2005","East Germany","Male","285","0.105806438952175","0.0935387899512049","0.118074087953144","6"
"6 on scale 1-7","2005","East Germany","Female","459","0.165865544622179","0.151617364725271","0.180113724519087","6"
"6 on scale 1-7","2005","West Germany","Female","1377","0.15744553543718","0.149528419852204","0.165362651022157","6"
"6 on scale 1-7","2005","West Germany","Male","925","0.123857295480789","0.116371481472366","0.131343109489212","6"
"7 Strongly agree","2005","East Germany","Female","324","0.127845830235531","0.115054868946513","0.14063679152455","7"
"7 Strongly agree","2005","West Germany","Female","1130","0.137322848527419","0.129841181640327","0.144804515414511","7"
"7 Strongly agree","2005","East Germany","Male","169","0.0706824610391033","0.060460660044744","0.0809042620334627","7"
"7 Strongly agree","2005","West Germany","Male","672","0.0878090647606487","0.081377696714414","0.0942404328068834","7"
"1 Strongly disagree","2006","West Germany","Male","","","","","1"
"1 Strongly disagree","2006","West Germany","Female","","","","","1"
"1 Strongly disagree","2006","East Germany","Male","","","","","1"
"1 Strongly disagree","2006","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2006","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2006","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Male","","","","","3"
"4 on scale 1-7","2006","West Germany","Female","","","","","4"
"4 on scale 1-7","2006","East Germany","Male","","","","","4"
"4 on scale 1-7","2006","East Germany","Female","","","","","4"
"4 on scale 1-7","2006","West Germany","Male","","","","","4"
"5 on scale 1-7","2006","East Germany","Male","","","","","5"
"5 on scale 1-7","2006","West Germany","Female","","","","","5"
"5 on scale 1-7","2006","East Germany","Female","","","","","5"
"5 on scale 1-7","2006","West Germany","Male","","","","","5"
"6 on scale 1-7","2006","East Germany","Male","","","","","6"
"6 on scale 1-7","2006","West Germany","Female","","","","","6"
"6 on scale 1-7","2006","East Germany","Female","","","","","6"
"6 on scale 1-7","2006","West Germany","Male","","","","","6"
"7 Strongly agree","2006","West Germany","Female","","","","","7"
"7 Strongly agree","2006","East Germany","Male","","","","","7"
"7 Strongly agree","2006","East Germany","Female","","","","","7"
"7 Strongly agree","2006","West Germany","Male","","","","","7"
"1 Strongly disagree","2007","West Germany","Male","","","","","1"
"1 Strongly disagree","2007","West Germany","Female","","","","","1"
"1 Strongly disagree","2007","East Germany","Male","","","","","1"
"1 Strongly disagree","2007","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2007","West Germany","Female","","","","","2"
