"plh0220","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","in school","53","0.127772996146352","0.0986277903524974","0.156918201940207","1"
"1 Strongly disagree","2005","no migration background","inadequately","23","","","","1"
"1 Strongly disagree","2005","no migration background","general elemantary","241","0.163863317888604","0.145943312963008","0.181783322814201","1"
"1 Strongly disagree","2005","no migration background","middle vocational","998","0.122600916084421","0.115826814915557","0.129375017253284","1"
"1 Strongly disagree","2005","no migration background","vocational + Abi","65","0.0674925520756997","0.0507934691246778","0.0841916350267217","1"
"1 Strongly disagree","2005","no migration background","higher vocational","122","0.0929555597586361","0.0776354980061734","0.108275621511099","1"
"1 Strongly disagree","2005","no migration background","higher education","182","0.0563517782088451","0.0489760994054525","0.0637274570122376","1"
"1 Strongly disagree","2005","direct migration background","in school","6","","","","1"
"1 Strongly disagree","2005","direct migration background","inadequately","43","0.226877119725945","0.158233577654121","0.295520661797768","1"
"1 Strongly disagree","2005","direct migration background","general elemantary","92","0.173446909571335","0.14203099902764","0.20486282011503","1"
"1 Strongly disagree","2005","direct migration background","middle vocational","127","0.158625599014147","0.134251757779845","0.18299944024845","1"
"1 Strongly disagree","2005","direct migration background","vocational + Abi","17","","","","1"
"1 Strongly disagree","2005","direct migration background","higher vocational","5","","","","1"
"1 Strongly disagree","2005","direct migration background","higher education","23","","","","1"
"1 Strongly disagree","2005","indirect migration background","in school","4","","","","1"
"1 Strongly disagree","2005","indirect migration background","inadequately","2","","","","1"
"1 Strongly disagree","2005","indirect migration background","general elemantary","25","","","","1"
"1 Strongly disagree","2005","indirect migration background","middle vocational","20","","","","1"
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","5","","","","1"
"1 Strongly disagree","2005","indirect migration background","higher vocational","3","","","","1"
"1 Strongly disagree","2005","indirect migration background","higher education","3","","","","1"
"2 on scale 1-7 ","2005","indirect migration background","inadequately","3","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","in school","11","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","44","0.126503062864342","0.090959605833381","0.162046519895302","2"
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","24","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","higher education","6","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","5","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","2","","","","2"
"2 on scale 1-7 ","2005","direct migration background","in school","4","","","","2"
"2 on scale 1-7 ","2005","direct migration background","inadequately","28","","","","2"
"2 on scale 1-7 ","2005","direct migration background","general elemantary","92","0.154603529091577","0.124607006688493","0.18460005149466","2"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","108","0.12661399082667","0.104427600086281","0.148800381567058","2"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","25","","","","2"
"2 on scale 1-7 ","2005","no migration background","in school","51","0.126459112139076","0.0974423128377412","0.15547591144041","2"
"2 on scale 1-7 ","2005","no migration background","inadequately","13","","","","2"
"2 on scale 1-7 ","2005","no migration background","general elemantary","203","0.118395081074685","0.102754155618843","0.134036006530527","2"
"2 on scale 1-7 ","2005","direct migration background","higher vocational","15","","","","2"
"2 on scale 1-7 ","2005","direct migration background","higher education","22","","","","2"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","111","0.141411317177171","0.118217447858298","0.164605186496043","2"
"2 on scale 1-7 ","2005","no migration background","higher vocational","189","0.151102797245834","0.132206689737988","0.169998904753681","2"
"2 on scale 1-7 ","2005","no migration background","higher education","345","0.105292464236251","0.0954753846243827","0.11510954384812","2"
"2 on scale 1-7 ","2005","no migration background","middle vocational","1164","0.133381195025902","0.126359085664126","0.140403304387678","2"
"3 on scale 1-7 ","2005","indirect migration background","in school","14","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","24","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","55","0.166043903713588","0.126255042107948","0.205832765319228","3"
"3 on scale 1-7 ","2005","direct migration background","in school","7","","","","3"
"3 on scale 1-7 ","2005","direct migration background","inadequately","23","","","","3"
"3 on scale 1-7 ","2005","direct migration background","general elemantary","78","0.135692076881926","0.107277415590576","0.164106738173276","3"
"3 on scale 1-7 ","2005","direct migration background","higher education","36","0.133037399383364","0.0967241169701784","0.169350681796549","3"
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","9","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","6","","","","3"
"3 on scale 1-7 ","2005","indirect migration background","higher education","3","","","","3"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","130","0.136709697241395","0.113789371515432","0.159630022967357","3"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","33","0.152561089687834","0.104610129630174","0.200512049745494","3"
"3 on scale 1-7 ","2005","direct migration background","higher vocational","21","","","","3"
"3 on scale 1-7 ","2005","no migration background","in school","72","0.120832237294414","0.0923771377841218","0.149287336804706","3"
"3 on scale 1-7 ","2005","no migration background","inadequately","7","","","","3"
"3 on scale 1-7 ","2005","no migration background","general elemantary","266","0.151937748719868","0.134559527394083","0.169315970045652","3"
"3 on scale 1-7 ","2005","no migration background","middle vocational","1328","0.141955309369978","0.134746940426669","0.149163678313287","3"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","110","0.127066611269871","0.104897676843698","0.149235545696044","3"
"3 on scale 1-7 ","2005","no migration background","higher vocational","188","0.130767457957413","0.11297948842219","0.148555427492635","3"
"3 on scale 1-7 ","2005","no migration background","higher education","438","0.10819871515716","0.0982632496714705","0.11813418064285","3"
"4 on scale 1-7","2005","no migration background","inadequately","16","","","","4"
"4 on scale 1-7","2005","indirect migration background","in school","19","","","","4"
"4 on scale 1-7","2005","no migration background","in school","80","0.138551638106579","0.108390114231221","0.168713161981937","4"
"4 on scale 1-7","2005","direct migration background","higher education","53","0.14442043945143","0.106834709952553","0.182006168950307","4"
"4 on scale 1-7","2005","no migration background","general elemantary","351","0.220399741100567","0.20033192365819","0.240467558542945","4"
"4 on scale 1-7","2005","direct migration background","in school","7","","","","4"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","43","0.173278662604812","0.122804010705649","0.223753314503976","4"
"4 on scale 1-7","2005","direct migration background","higher vocational","28","","","","4"
"4 on scale 1-7","2005","indirect migration background","inadequately","3","","","","4"
"4 on scale 1-7","2005","indirect migration background","general elemantary","39","0.184107676674474","0.127645037275075","0.240570316073872","4"
"4 on scale 1-7","2005","indirect migration background","middle vocational","80","0.264396027099345","0.217241005523522","0.311551048675167","4"
"4 on scale 1-7","2005","indirect migration background","vocational + Abi","10","","","","4"
"4 on scale 1-7","2005","indirect migration background","higher vocational","11","","","","4"
"4 on scale 1-7","2005","indirect migration background","higher education","14","","","","4"
"4 on scale 1-7","2005","direct migration background","inadequately","30","0.196250374452137","0.131155662266222","0.261345086638052","4"
"4 on scale 1-7","2005","direct migration background","general elemantary","143","0.238708021744578","0.203337609204828","0.274078434284328","4"
"4 on scale 1-7","2005","direct migration background","middle vocational","195","0.216444507344303","0.188968675012384","0.243920339676221","4"
"4 on scale 1-7","2005","no migration background","middle vocational","1898","0.209899838351694","0.201488727438748","0.218310949264639","4"
"4 on scale 1-7","2005","no migration background","vocational + Abi","172","0.199589612212314","0.172984575189168","0.22619464923546","4"
"4 on scale 1-7","2005","no migration background","higher vocational","281","0.185918147724636","0.165392187806674","0.206444107642598","4"
"4 on scale 1-7","2005","no migration background","higher education","669","0.191109770815223","0.178534152112575","0.203685389517871","4"
"5 on scale 1-7","2005","indirect migration background","general elemantary","29","","","","5"
"5 on scale 1-7","2005","indirect migration background","inadequately","1","","","","5"
"5 on scale 1-7","2005","indirect migration background","in school","15","","","","5"
"5 on scale 1-7","2005","indirect migration background","middle vocational","47","0.102492808325208","0.0700630197381097","0.134922596912307","5"
"5 on scale 1-7","2005","indirect migration background","vocational + Abi","7","","","","5"
"5 on scale 1-7","2005","indirect migration background","higher vocational","4","","","","5"
"5 on scale 1-7","2005","indirect migration background","higher education","15","","","","5"
"5 on scale 1-7","2005","no migration background","in school","98","0.210881769508933","0.175267554219009","0.246495984798858","5"
"5 on scale 1-7","2005","no migration background","inadequately","9","","","","5"
"5 on scale 1-7","2005","no migration background","general elemantary","241","0.141697807687347","0.12481439288396","0.158581222490733","5"
"5 on scale 1-7","2005","no migration background","middle vocational","1531","0.162599298980905","0.154977943356872","0.170220654604938","5"
"5 on scale 1-7","2005","no migration background","vocational + Abi","153","0.162010422944099","0.137484275848171","0.186536570040027","5"
"5 on scale 1-7","2005","no migration background","higher vocational","244","0.173319879829412","0.153348802908581","0.193290956750242","5"
"5 on scale 1-7","2005","no migration background","higher education","751","0.178993819851659","0.166732552796411","0.191255086906908","5"
"5 on scale 1-7","2005","direct migration background","in school","12","","","","5"
"5 on scale 1-7","2005","direct migration background","inadequately","10","","","","5"
"5 on scale 1-7","2005","direct migration background","general elemantary","78","0.15315213575407","0.12327112948645","0.183033142021691","5"
"5 on scale 1-7","2005","direct migration background","middle vocational","142","0.18294342864895","0.157148925682498","0.208737931615402","5"
"5 on scale 1-7","2005","direct migration background","vocational + Abi","46","0.206472483394029","0.152492431009531","0.260452535778526","5"
"5 on scale 1-7","2005","direct migration background","higher vocational","21","","","","5"
"5 on scale 1-7","2005","direct migration background","higher education","64","0.185192947531753","0.14365757940309","0.226728315660415","5"
"6 on scale 1-7","2005","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2005","indirect migration background","in school","11","","","","6"
"6 on scale 1-7","2005","indirect migration background","general elemantary","21","","","","6"
"6 on scale 1-7","2005","indirect migration background","middle vocational","58","0.165356719159557","0.125633921642188","0.205079516676925","6"
"6 on scale 1-7","2005","indirect migration background","higher vocational","11","","","","6"
"6 on scale 1-7","2005","indirect migration background","higher education","18","","","","6"
"6 on scale 1-7","2005","indirect migration background","vocational + Abi","5","","","","6"
"6 on scale 1-7","2005","direct migration background","in school","10","","","","6"
"6 on scale 1-7","2005","direct migration background","inadequately","4","","","","6"
"6 on scale 1-7","2005","direct migration background","general elemantary","44","0.0819103052540569","0.0591570876616372","0.104663522846477","6"
"6 on scale 1-7","2005","direct migration background","middle vocational","84","0.0858344308242059","0.067145438353843","0.104523423294569","6"
"6 on scale 1-7","2005","direct migration background","vocational + Abi","25","","","","6"
"6 on scale 1-7","2005","direct migration background","higher vocational","17","","","","6"
"6 on scale 1-7","2005","no migration background","in school","74","0.130391266086252","0.100993182497245","0.15978934967526","6"
"6 on scale 1-7","2005","no migration background","inadequately","2","","","","6"
"6 on scale 1-7","2005","no migration background","general elemantary","198","0.117530889217777","0.101939515498674","0.133122262936881","6"
"6 on scale 1-7","2005","no migration background","middle vocational","1261","0.135198483209944","0.12813611488885","0.142260851531038","6"
"6 on scale 1-7","2005","direct migration background","higher education","71","0.198649760563327","0.155988502271005","0.241311018855648","6"
"6 on scale 1-7","2005","no migration background","higher education","746","0.191528745201015","0.178942609971542","0.204114880430488","6"
"6 on scale 1-7","2005","no migration background","vocational + Abi","134","0.147208674187271","0.123624176544477","0.170793171830065","6"
"6 on scale 1-7","2005","no migration background","higher vocational","220","0.161257911975923","0.141854268686706","0.180661555265141","6"
"7 Strongly agree","2005","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2005","indirect migration background","in school","16","","","","7"
"7 Strongly agree","2005","indirect migration background","general elemantary","19","","","","7"
"7 Strongly agree","2005","indirect migration background","higher vocational","3","","","","7"
"7 Strongly agree","2005","indirect migration background","higher education","10","","","","7"
"7 Strongly agree","2005","indirect migration background","middle vocational","32","0.105921070738795","0.0730163989313738","0.138825742546216","7"
"7 Strongly agree","2005","direct migration background","in school","8","","","","7"
"7 Strongly agree","2005","direct migration background","inadequately","5","","","","7"
"7 Strongly agree","2005","indirect migration background","vocational + Abi","4","","","","7"
"7 Strongly agree","2005","direct migration background","general elemantary","31","0.0624870217024567","0.0424046709264261","0.0825693724784873","7"
"7 Strongly agree","2005","direct migration background","middle vocational","77","0.0928283461003297","0.0734673483134631","0.112189343887196","7"
"7 Strongly agree","2005","direct migration background","vocational + Abi","27","","","","7"
"7 Strongly agree","2005","direct migration background","higher vocational","23","","","","7"
"7 Strongly agree","2005","direct migration background","higher education","67","0.216824109389697","0.1727623440997","0.260885874679694","7"
"7 Strongly agree","2005","no migration background","in school","76","0.145110980718394","0.114361496829265","0.175860464607524","7"
"7 Strongly agree","2005","no migration background","inadequately","11","","","","7"
"7 Strongly agree","2005","no migration background","general elemantary","139","0.0861754143111512","0.0725897235981305","0.099761105024172","7"
"7 Strongly agree","2005","no migration background","middle vocational","825","0.0943649589771561","0.088327026955981","0.100402890998331","7"
"7 Strongly agree","2005","no migration background","vocational + Abi","122","0.155220810133574","0.131117032138163","0.179324588128984","7"
"7 Strongly agree","2005","no migration background","higher vocational","136","0.104678245508146","0.0885262444712198","0.120830246545073","7"
"7 Strongly agree","2005","no migration background","higher education","624","0.168524706529846","0.156551800204252","0.180497612855439","7"
"1 Strongly disagree","2006","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2006","direct migration background","middle vocational","","","","","1"
"1 Strongly disagree","2006","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2006","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2006","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2006","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2006","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2006","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2006","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2006","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2006","no migration background","in school","","","","","1"
"1 Strongly disagree","2006","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2006","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2006","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2006","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2006","no migration background","higher education","","","","","1"
"1 Strongly disagree","2006","direct migration background","in school","","","","","1"
"1 Strongly disagree","2006","direct migration background","inadequately","","","","","1"
"2 on scale 1-7 ","2006","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2006","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","higher education","","","","","2"
"2 on scale 1-7 ","2006","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2006","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","no migration background","higher education","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","higher education","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2006","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2006","no migration background","in school","","","","","3"
"4 on scale 1-7","2006","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2006","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2006","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2006","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2006","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2006","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2006","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2006","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2006","direct migration background","in school","","","","","4"
"4 on scale 1-7","2006","direct migration background","inadequately","","","","","4"
"4 on scale 1-7","2006","direct migration background","general elemantary","","","","","4"
"4 on scale 1-7","2006","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2006","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","no migration background","in school","","","","","4"
"4 on scale 1-7","2006","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2006","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2006","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2006","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2006","no migration background","higher education","","","","","4"
"5 on scale 1-7","2006","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2006","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2006","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2006","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2006","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2006","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2006","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2006","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2006","direct migration background","higher education","","","","","5"
"5 on scale 1-7","2006","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2006","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2006","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2006","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2006","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2006","no migration background","higher education","","","","","5"
"5 on scale 1-7","2006","direct migration background","in school","","","","","5"
"5 on scale 1-7","2006","no migration background","in school","","","","","5"
"5 on scale 1-7","2006","no migration background","inadequately","","","","","5"
"6 on scale 1-7","2006","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2006","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2006","direct migration background","inadequately","","","","","6"
"6 on scale 1-7","2006","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2006","direct migration background","higher education","","","","","6"
"6 on scale 1-7","2006","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2006","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2006","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2006","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2006","direct migration background","general elemantary","","","","","6"
"6 on scale 1-7","2006","direct migration background","middle vocational","","","","","6"
"6 on scale 1-7","2006","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2006","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2006","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2006","direct migration background","in school","","","","","6"
"6 on scale 1-7","2006","no migration background","in school","","","","","6"
"6 on scale 1-7","2006","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2006","no migration background","higher education","","","","","6"
"7 Strongly agree","2006","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2006","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2006","indirect migration background","in school","","","","","7"
"7 Strongly agree","2006","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2006","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2006","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2006","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2006","direct migration background","in school","","","","","7"
"7 Strongly agree","2006","direct migration background","inadequately","","","","","7"
"7 Strongly agree","2006","direct migration background","general elemantary","","","","","7"
"7 Strongly agree","2006","direct migration background","middle vocational","","","","","7"
"7 Strongly agree","2006","direct migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2006","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2006","direct migration background","higher education","","","","","7"
"7 Strongly agree","2006","no migration background","in school","","","","","7"
"7 Strongly agree","2006","no migration background","inadequately","","","","","7"
"7 Strongly agree","2006","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2006","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2006","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2006","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2006","no migration background","higher education","","","","","7"
"1 Strongly disagree","2007","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2007","direct migration background","middle vocational","","","","","1"
"1 Strongly disagree","2007","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2007","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2007","indirect migration background","in school","","","","","1"
