"plh0220","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","West Germany","614","0.111880071022422","0.103701897346736","0.120058244698108","1"
"1 Strongly disagree","2005","Not Employed","East Germany","215","0.114106508274412","0.100485494241276","0.127727522307547","1"
"1 Strongly disagree","2005","Employed","West Germany","1002","0.116885296391783","0.110544349862088","0.123226242921478","1"
"1 Strongly disagree","2005","Employed","East Germany","265","0.103636026899674","0.0926188074583016","0.114653246341046","1"
"2 on scale 1-7 ","2005","Not Employed","East Germany","228","0.119438492207247","0.105544870125745","0.133332114288749","2"
"2 on scale 1-7 ","2005","Employed","West Germany","1275","0.135834186596771","0.129072287653897","0.142596085539644","2"
"2 on scale 1-7 ","2005","Employed","East Germany","395","0.144639766650025","0.131925456250434","0.157354077049616","2"
"2 on scale 1-7 ","2005","Not Employed","West Germany","608","0.114346644790892","0.106090301279525","0.122602988302259","2"
"3 on scale 1-7 ","2005","Not Employed","East Germany","289","0.12691634415232","0.112655337487882","0.141177350816757","3"
"3 on scale 1-7 ","2005","Employed","West Germany","1394","0.138180155133615","0.131369377910038","0.144990932357191","3"
"3 on scale 1-7 ","2005","Employed","East Germany","453","0.156671745019695","0.143532570178985","0.169810919860405","3"
"3 on scale 1-7 ","2005","Not Employed","West Germany","760","0.13238518183323","0.123592379233","0.14117798443346","3"
"4 on scale 1-7","2005","Employed","East Germany","595","0.20011423486198","0.185652266696176","0.214576203027784","4"
"4 on scale 1-7","2005","Not Employed","East Germany","432","0.19998821314009","0.182852038887786","0.217124387392395","4"
"4 on scale 1-7","2005","Employed","West Germany","2002","0.204544113095268","0.196583122068087","0.21250510412245","4"
"4 on scale 1-7","2005","Not Employed","West Germany","1169","0.205493704988743","0.195010548056057","0.215976861921428","4"
"5 on scale 1-7","2005","Employed","West Germany","1683","0.162949113331656","0.15566012049984","0.170238106163471","5"
"5 on scale 1-7","2005","Not Employed","East Germany","416","0.203666664865599","0.186413415445697","0.220919914285501","5"
"5 on scale 1-7","2005","Not Employed","West Germany","958","0.160939073062508","0.151405149815166","0.17047299630985","5"
"5 on scale 1-7","2005","Employed","East Germany","508","0.158709244035677","0.145500893205838","0.171917594865516","5"
"6 on scale 1-7","2005","Employed","West Germany","1434","0.134272139787123","0.127543159688488","0.141001119885758","6"
"6 on scale 1-7","2005","Employed","East Germany","435","0.134782829154378","0.122438875719503","0.147126782589254","6"
"6 on scale 1-7","2005","Not Employed","East Germany","309","0.138181981502776","0.123397810751427","0.152966152254126","6"
"6 on scale 1-7","2005","Not Employed","West Germany","868","0.152094594246445","0.142777623195236","0.161411565297653","6"
"7 Strongly agree","2005","Employed","East Germany","289","0.101446153378571","0.0905326478761592","0.112359658880983","7"
"7 Strongly agree","2005","Not Employed","East Germany","204","0.0977017958575561","0.0849817172075064","0.110421874507606","7"
"7 Strongly agree","2005","Employed","West Germany","1072","0.107334995663785","0.101225849469879","0.11344414185769","7"
"7 Strongly agree","2005","Not Employed","West Germany","730","0.122860730055761","0.114343762790128","0.131377697321394","7"
"1 Strongly disagree","2006","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2006","Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Employed","West Germany","","","","","3"
"4 on scale 1-7","2006","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2006","Employed","West Germany","","","","","4"
"4 on scale 1-7","2006","Employed","East Germany","","","","","4"
"4 on scale 1-7","2006","Not Employed","West Germany","","","","","4"
"5 on scale 1-7","2006","Employed","West Germany","","","","","5"
"5 on scale 1-7","2006","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2006","Employed","East Germany","","","","","5"
"5 on scale 1-7","2006","Not Employed","West Germany","","","","","5"
"6 on scale 1-7","2006","Employed","West Germany","","","","","6"
"6 on scale 1-7","2006","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2006","Employed","East Germany","","","","","6"
"6 on scale 1-7","2006","Not Employed","West Germany","","","","","6"
"7 Strongly agree","2006","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2006","Employed","West Germany","","","","","7"
"7 Strongly agree","2006","Employed","East Germany","","","","","7"
"7 Strongly agree","2006","Not Employed","West Germany","","","","","7"
"1 Strongly disagree","2007","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2007","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2007","Employed","West Germany","","","","","1"
"1 Strongly disagree","2007","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Employed","East Germany","","","","","3"
"4 on scale 1-7","2007","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2007","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2007","Employed","West Germany","","","","","4"
"4 on scale 1-7","2007","Employed","East Germany","","","","","4"
"5 on scale 1-7","2007","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2007","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2007","Employed","West Germany","","","","","5"
"5 on scale 1-7","2007","Employed","East Germany","","","","","5"
"6 on scale 1-7","2007","Employed","West Germany","","","","","6"
"6 on scale 1-7","2007","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2007","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2007","Employed","East Germany","","","","","6"
"7 Strongly agree","2007","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2007","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2007","Employed","West Germany","","","","","7"
"7 Strongly agree","2007","Employed","East Germany","","","","","7"
"1 Strongly disagree","2008","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2008","Employed","West Germany","","","","","1"
"1 Strongly disagree","2008","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2008","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Employed","East Germany","","","","","3"
"4 on scale 1-7","2008","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2008","Employed","West Germany","","","","","4"
"4 on scale 1-7","2008","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2008","Employed","East Germany","","","","","4"
"5 on scale 1-7","2008","Employed","West Germany","","","","","5"
"5 on scale 1-7","2008","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2008","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2008","Employed","East Germany","","","","","5"
"6 on scale 1-7","2008","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2008","Employed","East Germany","","","","","6"
"6 on scale 1-7","2008","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2008","Employed","West Germany","","","","","6"
"7 Strongly agree","2008","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2008","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2008","Employed","West Germany","","","","","7"
"7 Strongly agree","2008","Employed","East Germany","","","","","7"
"1 Strongly disagree","2009","Not Employed","East Germany","194","0.107589546144173","0.0934544227214509","0.121724669566895","1"
"1 Strongly disagree","2009","Employed","West Germany","999","0.128586240154378","0.121472551435899","0.135699928872857","1"
"1 Strongly disagree","2009","Employed","East Germany","258","0.0969608280972976","0.0857620624353743","0.108159593759221","1"
"1 Strongly disagree","2009","Not Employed","West Germany","519","0.128945204891795","0.119550926876118","0.138339482907472","1"
"2 on scale 1-7 ","2009","Not Employed","East Germany","209","0.104793211051431","0.090821149175156","0.118765272927706","2"
"2 on scale 1-7 ","2009","Employed","West Germany","1299","0.155451442426027","0.147751364998888","0.163151519853167","2"
"2 on scale 1-7 ","2009","Employed","East Germany","391","0.15889979324332","0.145063994369987","0.172735592116652","2"
"2 on scale 1-7 ","2009","Not Employed","West Germany","622","0.139762542020294","0.130043070699324","0.149482013341263","2"
"3 on scale 1-7 ","2009","Not Employed","West Germany","751","0.146490831627099","0.136579148942509","0.156402514311689","3"
"3 on scale 1-7 ","2009","Not Employed","East Germany","280","0.15832209089664","0.14166972421361","0.17497445757967","3"
"3 on scale 1-7 ","2009","Employed","West Germany","1365","0.167256261801554","0.159325182676112","0.175187340926996","3"
"3 on scale 1-7 ","2009","Employed","East Germany","415","0.15367460634677","0.140025995699372","0.167323216994169","3"
"4 on scale 1-7","2009","Not Employed","East Germany","385","0.206045641286808","0.187594988879569","0.224496293694046","4"
"4 on scale 1-7","2009","Employed","West Germany","1583","0.184083432839254","0.175847446266709","0.192319419411799","4"
"4 on scale 1-7","2009","Not Employed","West Germany","930","0.195039724282396","0.183932978440519","0.206146470124273","4"
"4 on scale 1-7","2009","Employed","East Germany","560","0.201163945190662","0.185992651853831","0.216335238527494","4"
"5 on scale 1-7","2009","Not Employed","West Germany","862","0.166250015173212","0.155813948651928","0.176686081694496","5"
"5 on scale 1-7","2009","Employed","West Germany","1256","0.139931077481339","0.132558673608407","0.147303481354271","5"
"5 on scale 1-7","2009","Not Employed","East Germany","351","0.192162945788647","0.174189599106194","0.210136292471099","5"
"5 on scale 1-7","2009","Employed","East Germany","464","0.15207730381856","0.138487004044985","0.165667603592134","5"
"6 on scale 1-7","2009","Not Employed","East Germany","251","0.140430777827959","0.124581706435322","0.156279849220596","6"
"6 on scale 1-7","2009","Not Employed","West Germany","639","0.123300142041407","0.114084081289628","0.132516202793187","6"
"6 on scale 1-7","2009","Employed","West Germany","1154","0.127206270752976","0.120125256461938","0.134287285044015","6"
"6 on scale 1-7","2009","Employed","East Germany","364","0.134327330119361","0.121421743531226","0.147232916707496","6"
"7 Strongly agree","2009","Not Employed","West Germany","566","0.100211539963797","0.0917943495890869","0.108628730338507","7"
"7 Strongly agree","2009","Not Employed","East Germany","176","0.0906557870043429","0.0775581134296976","0.103753460578988","7"
"7 Strongly agree","2009","Employed","West Germany","850","0.0974852745444713","0.0911817701536455","0.103788778935297","7"
"7 Strongly agree","2009","Employed","East Germany","230","0.102896193184029","0.0913977324136108","0.114394653954448","7"
"1 Strongly disagree","2010","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2010","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2010","Employed","West Germany","","","","","1"
"1 Strongly disagree","2010","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2010","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2010","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2010","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2010","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2010","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2010","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2010","Employed","West Germany","","","","","3"
"4 on scale 1-7","2010","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2010","Employed","West Germany","","","","","4"
"4 on scale 1-7","2010","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2010","Employed","East Germany","","","","","4"
"5 on scale 1-7","2010","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2010","Employed","West Germany","","","","","5"
"5 on scale 1-7","2010","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2010","Employed","East Germany","","","","","5"
"6 on scale 1-7","2010","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2010","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2010","Employed","West Germany","","","","","6"
"6 on scale 1-7","2010","Employed","East Germany","","","","","6"
"7 Strongly agree","2010","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2010","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2010","Employed","West Germany","","","","","7"
"7 Strongly agree","2010","Employed","East Germany","","","","","7"
"1 Strongly disagree","2011","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2011","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2011","Employed","West Germany","","","","","1"
"1 Strongly disagree","2011","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Employed","East Germany","","","","","3"
"4 on scale 1-7","2011","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2011","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2011","Employed","West Germany","","","","","4"
"4 on scale 1-7","2011","Employed","East Germany","","","","","4"
"5 on scale 1-7","2011","Employed","West Germany","","","","","5"
"5 on scale 1-7","2011","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2011","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2011","Employed","East Germany","","","","","5"
"6 on scale 1-7","2011","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2011","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2011","Employed","West Germany","","","","","6"
"6 on scale 1-7","2011","Employed","East Germany","","","","","6"
"7 Strongly agree","2011","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2011","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2011","Employed","West Germany","","","","","7"
"7 Strongly agree","2011","Employed","East Germany","","","","","7"
"1 Strongly disagree","2012","Not Employed","West Germany","154","0.116419991516622","0.0995349085820057","0.133305074451238","1"
