"plh0220","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Male","346","0.151943495810178","0.137983519398985","0.16590347222137"
"1 Strongly disagree","2005","16-34 y.","Female","220","0.0802985455024329","0.070176602459699","0.0904204885451668"
"1 Strongly disagree","2005","35-65 y.","Male","656","0.133752043369691","0.124836164046469","0.142667922692914"
"1 Strongly disagree","2005","35-65 y.","Female","457","0.0901721327256372","0.082901572213809","0.0974426932374654"
"1 Strongly disagree","2005","66 and older","Male","221","0.139571410773107","0.12317035977366","0.155972461772555"
"1 Strongly disagree","2005","66 and older","Female","196","0.09623499480777","0.0833646727061739","0.109105316909366"
"2 on scale 1-7 ","2005","16-34 y.","Male","425","0.174874630036946","0.160102109333505","0.189647150740387"
"2 on scale 1-7 ","2005","16-34 y.","Female","279","0.104611988221413","0.0932125623454","0.116011414097426"
"2 on scale 1-7 ","2005","35-65 y.","Male","833","0.152088328040334","0.142682086929373","0.161494569151295"
"2 on scale 1-7 ","2005","35-65 y.","Female","597","0.108400726439318","0.100509344665211","0.116292108213425"
"2 on scale 1-7 ","2005","66 and older","Male","194","0.124566186085417","0.108937309155682","0.140195063015151"
"2 on scale 1-7 ","2005","66 and older","Female","178","0.100267421211243","0.0871595614051428","0.113375281017344"
"3 on scale 1-7 ","2005","16-34 y.","Male","418","0.163146055868015","0.148776466561299","0.177515645174731"
"3 on scale 1-7 ","2005","16-34 y.","Female","413","0.147035745334893","0.133845177473446","0.160226313196341"
"3 on scale 1-7 ","2005","35-65 y.","Male","896","0.150239464530439","0.140880384743904","0.159598544316974"
"3 on scale 1-7 ","2005","35-65 y.","Female","682","0.113864092794393","0.105801111211317","0.121927074377469"
"3 on scale 1-7 ","2005","66 and older","Male","249","0.146140605170441","0.129422207159548","0.162859003181334"
"3 on scale 1-7 ","2005","66 and older","Female","238","0.116208528075599","0.102222672301537","0.130194383849662"
"4 on scale 1-7","2005","16-34 y.","Male","513","0.204514463105988","0.188828564988093","0.220200361223883"
"4 on scale 1-7","2005","16-34 y.","Female","550","0.194893210803746","0.180139145109632","0.209647276497861"
