"plh0220","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","1013","0.101706427735051","0.09608719908839","0.107325656381712","1"
"1 Strongly disagree","2005","no migration background","Rural Area","696","0.132657177598597","0.124297049512266","0.141017305684929","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","268","0.138702399857421","0.12330220511917","0.154102594595671","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","48","0.109574289314038","0.0790399700975565","0.14010860853052","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","60","0.0789313437816488","0.0592228063773443","0.0986398811859534","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","11","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","247","0.124175980160926","0.109482156265078","0.138869804056774","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","1283","0.126569383283433","0.12038819610368","0.132750570463186","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","14","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","822","0.134379244071862","0.125973385321647","0.142785102822076","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","50","0.125564767286324","0.0931731385178284","0.157956396054819","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","90","0.129956884659889","0.105378480624996","0.154535288694781","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","106","0.161776727181043","0.134860045054073","0.188693409308014","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","1490","0.130515989077832","0.124253369706584","0.13677860844908","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","55","0.118588774663439","0.086984476970603","0.150193072356275","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","284","0.151066021444012","0.135109876953752","0.167022165934272","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","948","0.143999897667783","0.135346828795153","0.152652966540414","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","13","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","33","0.321366779231951","0.232880843044446","0.409852715419457","4"
"4 on scale 1-7","2005","no migration background","Rural Area","1259","0.201872978091303","0.191979995092145","0.21176596109046","4"
