"plh0220","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","51","0.100057004307145","0.0749558804076604","0.12515812820663"
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","43","0.213656546319576","0.148708421690552","0.2786046709486"
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","192","0.166616227474462","0.145051322419195","0.18818113252973"
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","339","0.133039263888882","0.12040336248615","0.145675165291614"
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","14","","",""
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","99","0.080921376118505","0.0650487229658897","0.0967940292711203"
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","12","","",""
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","22","","",""
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","22","","",""
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","23","","",""
"1 Strongly disagree","2005","Employed","(0) in school","12","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","23","","",""
"1 Strongly disagree","2005","Employed","(1b) general elementary school","113","0.198688596328297","0.168916413442125","0.228460779214468"
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","377","0.145334093428425","0.132484744800302","0.158183442056548"
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","49","0.134323510265808","0.0995307619268704","0.169116258604745"
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","368","0.105888564763902","0.0959160206425912","0.115861108885212"
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","39","0.106272691431016","0.0786736697107895","0.133871713151242"
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","88","0.0755559840885975","0.0601738602043879","0.0909381079728071"
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","64","0.0630357996008637","0.0491987324756315","0.0768728667260959"
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","99","0.0546618585208374","0.0446440959436869","0.0646796210979879"
"2 on scale 1-7 ","2005","Not Employed","(0) in school","56","0.118368637038579","0.0913462470219807","0.145391027055178"
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","26","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","146","0.122763692999732","0.103772176144976","0.141755209854489"
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","328","0.119668913185484","0.107592713384479","0.131745112986488"
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","23","","",""
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","118","0.124761731146925","0.105528803000765","0.143994659293084"
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","31","0.122790894870569","0.0867189815537633","0.158862808187375"
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","34","0.107031635744923","0.0756997591133882","0.138363512376457"
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","31","0.0659480937514387","0.0433165732989916","0.0885796142038857"
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","25","","",""
"2 on scale 1-7 ","2005","Employed","(0) in school","10","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","20","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","108","0.141156590246229","0.1151770704744","0.167136110018058"
"2 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","409","0.141639573553207","0.128927209595261","0.154351937511153"
"2 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","48","0.116725053505709","0.0839634684937696","0.149486638517649"
"2 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","524","0.154438428451708","0.142726297587039","0.166150559316377"
"2 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","49","0.0760558651126241","0.0523164756124985","0.0997952546127497"
"2 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","153","0.143853480795956","0.123427834888099","0.164279126703813"
"2 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","134","0.11873703559418","0.100319361811624","0.137154709376736"
"2 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","183","0.113406075785006","0.0994322448636031","0.127379906706408"
"3 on scale 1-7 ","2005","Not Employed","(0) in school","77","0.131088903472671","0.102857494341837","0.159320312603505"
"3 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","23","","",""
"3 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","174","0.153655752724571","0.132786143478214","0.174525361970927"
"3 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","433","0.15102100276091","0.137698563610188","0.164343441911631"
"3 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","22","","",""
"3 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","123","0.0908576289475268","0.0741298526228713","0.107585405272182"
"3 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","43","0.146727511794471","0.107837848866211","0.185617174722731"
"3 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","36","0.0835185886985116","0.0554793838320781","0.111557793564945"
"3 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","48","0.0930020613617342","0.066518490585161","0.119485632138307"
"3 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","52","0.0926590177731916","0.0680892919740377","0.117228743572346"
"3 on scale 1-7 ","2005","Employed","(0) in school","17","","",""
"3 on scale 1-7 ","2005","Employed","(1a) inadequately completed","16","","",""
"3 on scale 1-7 ","2005","Employed","(1b) general elementary school","111","0.130507497933755","0.105372769455295","0.155642226412214"
"3 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","469","0.149506492425802","0.136505853477764","0.162507131373841"
"3 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","62","0.182552814695633","0.143138042022686","0.221967587368581"
"3 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","525","0.145629514759647","0.134197219547672","0.157061809971623"
"3 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","70","0.141262754207169","0.110072111848506","0.172453396565833"
"3 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","158","0.13625015082125","0.116283553843709","0.156216747798791"
"3 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","134","0.12315845414501","0.104448118002917","0.141868790287104"
"3 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","243","0.113064332041636","0.0991088829042492","0.127019781179023"
"4 on scale 1-7","2005","Not Employed","(0) in school","95","0.155361383877392","0.125059549098592","0.185663218656193"
"4 on scale 1-7","2005","Not Employed","(1a) inadequately completed","35","0.185875620696449","0.12423613995162","0.247515101441279"
"4 on scale 1-7","2005","Not Employed","(1b) general elementary school","268","0.221317109779942","0.197292618889807","0.245341600670077"
"4 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","611","0.215728216351111","0.200424272317008","0.231032160385215"
