"plh0220","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","1003","0.13762088735531","0.130233920415738","0.145007854294882"
"1 Strongly disagree","2005","no migration background","Female","706","0.0882558122748257","0.0824224669310606","0.0940891576185907"
"1 Strongly disagree","2005","direct migration background","Male","177","0.165169210938822","0.143205248271947","0.187133173605698"
"1 Strongly disagree","2005","direct migration background","Female","139","0.10573565855141","0.0886135939241517","0.122857723178669"
"1 Strongly disagree","2005","indirect migration background","Male","43","0.102133513327811","0.0724943512718146","0.131772675383807"
"1 Strongly disagree","2005","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2005","no migration background","Male","1235","0.156023956975004","0.148242954250323","0.163804959699684"
"2 on scale 1-7 ","2005","no migration background","Female","870","0.10380574837384","0.0975335280250569","0.110077968722623"
"2 on scale 1-7 ","2005","direct migration background","Male","158","0.135672171546924","0.115417203745446","0.155927139348402"
"2 on scale 1-7 ","2005","direct migration background","Female","139","0.114425542851106","0.0967005336477513","0.13215055205446"
"2 on scale 1-7 ","2005","indirect migration background","Male","59","0.143492770412279","0.109179948869393","0.177805591955164"
"2 on scale 1-7 ","2005","indirect migration background","Female","45","0.111202871438904","0.081313763857805","0.141091979020004"
"3 on scale 1-7 ","2005","no migration background","Male","1317","0.149263393348405","0.141622413056393","0.156904373640417"
"3 on scale 1-7 ","2005","no migration background","Female","1121","0.12171061901031","0.114987162813288","0.128434075207332"
"3 on scale 1-7 ","2005","direct migration background","Male","177","0.160234874916615","0.138537641497743","0.181932108335487"
"3 on scale 1-7 ","2005","direct migration background","Female","162","0.132360610331602","0.113491064450375","0.15123015621283"
"3 on scale 1-7 ","2005","indirect migration background","Male","69","0.206947138142173","0.167295906166131","0.246598370118215"
"3 on scale 1-7 ","2005","indirect migration background","Female","50","0.105070367861919","0.0759170359891396","0.134223699734698"
"4 on scale 1-7","2005","no migration background","Male","1687","0.203522390009555","0.194889270622763","0.212155509396347"
"4 on scale 1-7","2005","no migration background","Female","1818","0.203995581332029","0.195708957059777","0.212282205604282"
"4 on scale 1-7","2005","direct migration background","Male","240","0.198087802316345","0.174513481058069","0.221662123574621"
"4 on scale 1-7","2005","direct migration background","Female","265","0.201882122364531","0.179531228914108","0.224233015814954"
"4 on scale 1-7","2005","indirect migration background","Male","95","0.231557623559736","0.190270835315796","0.272844411803676"
"4 on scale 1-7","2005","indirect migration background","Female","93","0.213722967648967","0.174749682153897","0.252696253144037"
"5 on scale 1-7","2005","no migration background","Male","1330","0.145918305349615","0.13834859155513","0.1534880191441"
"5 on scale 1-7","2005","no migration background","Female","1728","0.181768857060264","0.17383823471939","0.189699479401137"
"5 on scale 1-7","2005","direct migration background","Male","158","0.150476169699491","0.129328205434146","0.171624133964836"
"5 on scale 1-7","2005","direct migration background","Female","223","0.20189782303956","0.179546280329225","0.224249365749895"
"5 on scale 1-7","2005","indirect migration background","Male","55","0.119439115572758","0.0876975101276853","0.151180721017831"
"5 on scale 1-7","2005","indirect migration background","Female","71","0.172073493642686","0.13618902600762","0.207957961277752"
"6 on scale 1-7","2005","no migration background","Male","1057","0.123951825983292","0.116885961192193","0.13101769077439"
"6 on scale 1-7","2005","no migration background","Female","1603","0.163584052026863","0.155977441825749","0.171190662227976"
"6 on scale 1-7","2005","direct migration background","Male","106","0.100506673838926","0.0827221048680828","0.11829124280977"
"6 on scale 1-7","2005","direct migration background","Female","152","0.118841604025747","0.100822894585985","0.136860313465509"
"6 on scale 1-7","2005","indirect migration background","Male","47","0.109942455578263","0.079325100985948","0.140559810170579"
"6 on scale 1-7","2005","indirect migration background","Female","81","0.200648181707367","0.16257315437001","0.238723209044723"
"7 Strongly agree","2005","no migration background","Male","726","0.08369924097882","0.0777610433547604","0.0896374386028796"
"7 Strongly agree","2005","no migration background","Female","1238","0.136879329921869","0.129811042158905","0.143947617684833"
"7 Strongly agree","2005","direct migration background","Male","82","0.0898530967428765","0.0729382061309101","0.106767987354843"
"7 Strongly agree","2005","direct migration background","Female","159","0.124856638836044","0.10645070490157","0.143262572770517"
"7 Strongly agree","2005","indirect migration background","Male","33","0.0864873834069801","0.058976181850931","0.113998584963029"
"7 Strongly agree","2005","indirect migration background","Female","57","0.14513978458042","0.11165138322753","0.17862818593331"
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
"6 on scale 1-7","2006","direct migration background","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","Female","","","",""
"7 Strongly agree","2006","no migration background","Male","","","",""
"7 Strongly agree","2006","no migration background","Female","","","",""
"7 Strongly agree","2006","direct migration background","Male","","","",""
"7 Strongly agree","2006","direct migration background","Female","","","",""
