"plh0220","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Not Employed","135","0.0871985469551828","0.0734261872294395","0.100970906680926"
"1 Strongly disagree","2005","16-34 y.","Employed","431","0.127542130165992","0.116789308799774","0.138294951532209"
"1 Strongly disagree","2005","35-65 y.","Not Employed","297","0.121504065557256","0.109139354070988","0.133868777043524"
"1 Strongly disagree","2005","35-65 y.","Employed","816","0.108943768659792","0.102463100022049","0.115424437297535"
"1 Strongly disagree","2005","66 and older","Not Employed","397","0.115056855924401","0.104494614970114","0.125619096878688"
"1 Strongly disagree","2005","66 and older","Employed","20","","",""
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","185","0.128267774288396","0.111944175861537","0.144591372715255"
"2 on scale 1-7 ","2005","16-34 y.","Employed","519","0.144714412833179","0.13337384407828","0.156054981588078"
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","301","0.120691726224343","0.108362721086878","0.133020731361807"
"2 on scale 1-7 ","2005","35-65 y.","Employed","1129","0.133331361848475","0.126260721273386","0.140402002423565"
"2 on scale 1-7 ","2005","66 and older","Not Employed","350","0.107804532203011","0.0975387829722204","0.118070281433802"
"2 on scale 1-7 ","2005","66 and older","Employed","22","","",""
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","222","0.134642381821078","0.117979340326566","0.15130542331559"
"3 on scale 1-7 ","2005","16-34 y.","Employed","609","0.162802813998039","0.150902232048284","0.174703395947794"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","370","0.133532009466605","0.120658775624918","0.146405243308291"
"3 on scale 1-7 ","2005","35-65 y.","Employed","1208","0.131605628689405","0.124573905029771","0.138637352349039"
"3 on scale 1-7 ","2005","66 and older","Not Employed","457","0.128634670884041","0.117552590580141","0.139716751187941"
"3 on scale 1-7 ","2005","66 and older","Employed","30","0.132198268352792","0.0880394939984811","0.176357042707104"
"4 on scale 1-7","2005","16-34 y.","Not Employed","317","0.186658427270447","0.16763775516011","0.205679099380784"
"4 on scale 1-7","2005","16-34 y.","Employed","746","0.204616858505813","0.19161269974606","0.217621017265567"
"4 on scale 1-7","2005","35-65 y.","Not Employed","538","0.196577715630583","0.181537371162339","0.211618060098826"
"4 on scale 1-7","2005","35-65 y.","Employed","1816","0.20408319785766","0.19570011951341","0.21246627620191"
"4 on scale 1-7","2005","66 and older","Not Employed","746","0.215127989464534","0.20152638894861","0.228729589980458"
"4 on scale 1-7","2005","66 and older","Employed","35","0.182097407880331","0.131782515789626","0.232412299971035"
"5 on scale 1-7","2005","16-34 y.","Not Employed","303","0.206086606183735","0.186340702222726","0.225832510144744"
"5 on scale 1-7","2005","16-34 y.","Employed","564","0.145375578631804","0.134013527396186","0.156737629867421"
"5 on scale 1-7","2005","35-65 y.","Not Employed","489","0.177908057324027","0.163434452566594","0.192381662081461"
"5 on scale 1-7","2005","35-65 y.","Employed","1587","0.170625153423149","0.162800537656368","0.17844976918993"
"5 on scale 1-7","2005","66 and older","Not Employed","582","0.152880468926749","0.140968309815822","0.164792628037676"
"5 on scale 1-7","2005","66 and older","Employed","40","0.143711009509141","0.0979759686275956","0.189446050390687"
"6 on scale 1-7","2005","16-34 y.","Not Employed","230","0.135423424630405","0.118719666195686","0.152127183065125"
"6 on scale 1-7","2005","16-34 y.","Employed","477","0.121834422184836","0.111290636384071","0.132378207985602"
"6 on scale 1-7","2005","35-65 y.","Not Employed","409","0.147529553855998","0.134108151856692","0.160950955855305"
