"plh0220","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","6","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","63","0.17258830686581","0.134238764454102","0.210937849277518"
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","112","0.128006529406834","0.105818859738454","0.150194199075214"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","57","0.106293567632467","0.0825261079507269","0.130061027314207"
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","18","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","7","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","19","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","16","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","104","0.18121194098146","0.15031324994667","0.212110632016251"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","294","0.140163675307102","0.126486824105517","0.153840526508688"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","138","0.0856051969652191","0.071078810342474","0.100131583587964"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","34","0.0706464390792448","0.0475304376063134","0.0937624405521763"
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","33","0.0544080064312805","0.0375327004737061","0.0712833123888549"
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","48","0.0548119159078615","0.0403986650051047","0.0692251668106184"
"1 Strongly disagree","2005","Single parent ","(0) in school","16","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","5","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","18","","",""
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","25","","",""
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","7","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","23","","",""
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","13","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","27","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","100","0.114397292326108","0.0923273071306895","0.136467277521527"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","8","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","133","0.118836595291027","0.100693314807401","0.136979875774652"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","35","0.0706891977374228","0.04671341193507","0.0946649835397756"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","25","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","26","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","25","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","10","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","41","0.181778270209226","0.13586164789685","0.227694892521601"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","117","0.16405006629218","0.138718919512723","0.189381213071637"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","21","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","84","0.0960313134371695","0.0757660056468781","0.116296621227461"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","26","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","13","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","18","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","22","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","32","0.27563230761206","0.201615786331083","0.349648828893037"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","54","0.246154235777063","0.198046198485488","0.294262273068637"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","23","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","7","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","8","","",""
