"plh0220","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","1341","0.106393561142585","0.101243318284397","0.111543804000773"
"1 Strongly disagree","2005","Rural Area","755","0.129857339188877","0.121887109057906","0.137827569319848"
"2 on scale 1-7 ","2005","Urban Area","1620","0.126357813861566","0.12080817476232","0.131907452960812"
"2 on scale 1-7 ","2005","Rural Area","886","0.133345114254775","0.125284761859093","0.141405466650457"
"3 on scale 1-7 ","2005","Urban Area","1880","0.135222275475732","0.129510471977504","0.14093407897396"
"3 on scale 1-7 ","2005","Rural Area","1016","0.141750629007163","0.133480512555205","0.150020745459121"
"4 on scale 1-7","2005","Urban Area","2830","0.204441786656","0.197705544253674","0.211178029058326"
"4 on scale 1-7","2005","Rural Area","1368","0.203059271645778","0.193521063315909","0.212597479975646"
"5 on scale 1-7","2005","Urban Area","2361","0.167718465492389","0.161477921331574","0.173959009653203"
"5 on scale 1-7","2005","Rural Area","1204","0.160109318550014","0.151414469100938","0.16880416799909"
"6 on scale 1-7","2005","Urban Area","2080","0.142469818130389","0.136631563488826","0.148308072771952"
"6 on scale 1-7","2005","Rural Area","966","0.135491933442235","0.127377024972047","0.143606841912424"
"7 Strongly agree","2005","Urban Area","1657","0.117396279241339","0.112019689063424","0.122772869419255"
"7 Strongly agree","2005","Rural Area","638","0.0963863939111585","0.089388914526242","0.103383873296075"
"1 Strongly disagree","2006","Urban Area","","","",""
"1 Strongly disagree","2006","Rural Area","","","",""
"2 on scale 1-7 ","2006","Urban Area","","","",""
"2 on scale 1-7 ","2006","Rural Area","","","",""
"3 on scale 1-7 ","2006","Urban Area","","","",""
"3 on scale 1-7 ","2006","Rural Area","","","",""
"4 on scale 1-7","2006","Urban Area","","","",""
"4 on scale 1-7","2006","Rural Area","","","",""
"5 on scale 1-7","2006","Urban Area","","","",""
"5 on scale 1-7","2006","Rural Area","","","",""
"6 on scale 1-7","2006","Urban Area","","","",""
"6 on scale 1-7","2006","Rural Area","","","",""
"7 Strongly agree","2006","Urban Area","","","",""
"7 Strongly agree","2006","Rural Area","","","",""
"1 Strongly disagree","2007","Urban Area","","","",""
"1 Strongly disagree","2007","Rural Area","","","",""
"2 on scale 1-7 ","2007","Urban Area","","","",""
"2 on scale 1-7 ","2007","Rural Area","","","",""
"3 on scale 1-7 ","2007","Urban Area","","","",""
"3 on scale 1-7 ","2007","Rural Area","","","",""
"4 on scale 1-7","2007","Urban Area","","","",""
"4 on scale 1-7","2007","Rural Area","","","",""
"5 on scale 1-7","2007","Urban Area","","","",""
"5 on scale 1-7","2007","Rural Area","","","",""
"6 on scale 1-7","2007","Urban Area","","","",""
"6 on scale 1-7","2007","Rural Area","","","",""
"7 Strongly agree","2007","Urban Area","","","",""
"7 Strongly agree","2007","Rural Area","","","",""
"1 Strongly disagree","2008","Urban Area","","","",""
"1 Strongly disagree","2008","Rural Area","","","",""
"2 on scale 1-7 ","2008","Urban Area","","","",""
"2 on scale 1-7 ","2008","Rural Area","","","",""
"3 on scale 1-7 ","2008","Urban Area","","","",""
"3 on scale 1-7 ","2008","Rural Area","","","",""
"4 on scale 1-7","2008","Urban Area","","","",""
"4 on scale 1-7","2008","Rural Area","","","",""
"5 on scale 1-7","2008","Urban Area","","","",""
"5 on scale 1-7","2008","Rural Area","","","",""
"6 on scale 1-7","2008","Urban Area","","","",""
"6 on scale 1-7","2008","Rural Area","","","",""
"7 Strongly agree","2008","Urban Area","","","",""
"7 Strongly agree","2008","Rural Area","","","",""
"1 Strongly disagree","2009","Urban Area","1225","0.120292573475527","0.114405660414172","0.126179486536882"
"1 Strongly disagree","2009","Rural Area","745","0.130729354705326","0.122333563748003","0.139125145662649"
"2 on scale 1-7 ","2009","Urban Area","1582","0.142932020384895","0.136598116245057","0.149265924524733"
"2 on scale 1-7 ","2009","Rural Area","939","0.156319341052296","0.147274666274005","0.165364015830586"
"3 on scale 1-7 ","2009","Urban Area","1802","0.156114439793534","0.149545997326344","0.162682882260723"
"3 on scale 1-7 ","2009","Rural Area","1009","0.164785161819888","0.155545507932974","0.174024815706802"
"4 on scale 1-7","2009","Urban Area","2210","0.189648322921304","0.182554009753029","0.196742636089579"
"4 on scale 1-7","2009","Rural Area","1248","0.193684720869973","0.1838423964331","0.203527045306846"
"5 on scale 1-7","2009","Urban Area","1928","0.151014219690966","0.144534470224824","0.157493969157109"
"5 on scale 1-7","2009","Rural Area","1005","0.15786848934039","0.148787456701899","0.16694952197888"
"6 on scale 1-7","2009","Urban Area","1670","0.132850812815769","0.126708554123617","0.13899307150792"
"6 on scale 1-7","2009","Rural Area","738","0.117107900018357","0.109099523877903","0.12511627615881"
"7 Strongly agree","2009","Urban Area","1313","0.107147610918005","0.101550290568171","0.112744931267839"
"7 Strongly agree","2009","Rural Area","509","0.0795050321937716","0.0727674268392839","0.0862426375482594"
"1 Strongly disagree","2010","Urban Area","","","",""
"1 Strongly disagree","2010","Rural Area","","","",""
"2 on scale 1-7 ","2010","Urban Area","","","",""
"2 on scale 1-7 ","2010","Rural Area","","","",""
"3 on scale 1-7 ","2010","Urban Area","","","",""
"3 on scale 1-7 ","2010","Rural Area","","","",""
"4 on scale 1-7","2010","Urban Area","","","",""
"4 on scale 1-7","2010","Rural Area","","","",""
"5 on scale 1-7","2010","Urban Area","","","",""
"5 on scale 1-7","2010","Rural Area","","","",""
"6 on scale 1-7","2010","Urban Area","","","",""
"6 on scale 1-7","2010","Rural Area","","","",""
"7 Strongly agree","2010","Urban Area","","","",""
"7 Strongly agree","2010","Rural Area","","","",""
"1 Strongly disagree","2011","Urban Area","","","",""
"1 Strongly disagree","2011","Rural Area","","","",""
"2 on scale 1-7 ","2011","Urban Area","","","",""
"2 on scale 1-7 ","2011","Rural Area","","","",""
"3 on scale 1-7 ","2011","Urban Area","","","",""
"3 on scale 1-7 ","2011","Rural Area","","","",""
"4 on scale 1-7","2011","Urban Area","","","",""
"4 on scale 1-7","2011","Rural Area","","","",""
"5 on scale 1-7","2011","Urban Area","","","",""
"5 on scale 1-7","2011","Rural Area","","","",""
"6 on scale 1-7","2011","Urban Area","","","",""
"6 on scale 1-7","2011","Rural Area","","","",""
"7 Strongly agree","2011","Urban Area","","","",""
"7 Strongly agree","2011","Rural Area","","","",""
"1 Strongly disagree","2012","Urban Area","487","0.12380400484803","0.114089927943894","0.133518081752166"
"1 Strongly disagree","2012","Rural Area","336","0.133927629735716","0.120948444336272","0.146906815135159"
"2 on scale 1-7 ","2012","Urban Area","555","0.139646979339884","0.129423760073255","0.149870198606514"
"2 on scale 1-7 ","2012","Rural Area","360","0.134689176532765","0.121678865785155","0.147699487280375"
"3 on scale 1-7 ","2012","Urban Area","538","0.126694631109324","0.116884027484455","0.136505234734193"
"3 on scale 1-7 ","2012","Rural Area","379","0.144459724805021","0.131062067219845","0.157857382390197"
"4 on scale 1-7","2012","Urban Area","691","0.159480066713293","0.148681632875959","0.170278500550627"
"4 on scale 1-7","2012","Rural Area","483","0.186881393658942","0.172025621350879","0.201737165967006"
"5 on scale 1-7","2012","Urban Area","853","0.173910721360522","0.162731534131657","0.185089908589387"
"5 on scale 1-7","2012","Rural Area","436","0.162398932449308","0.148343459976377","0.176454404922238"
"6 on scale 1-7","2012","Urban Area","738","0.160193640614671","0.149375670586697","0.171011610642645"
"6 on scale 1-7","2012","Rural Area","371","0.136410204536243","0.123330063287514","0.149490345784973"
"7 Strongly agree","2012","Urban Area","554","0.116269956014276","0.106815705133715","0.125724206894836"
"7 Strongly agree","2012","Rural Area","280","0.101232938282004","0.0897376531528489","0.11272822341116"
"1 Strongly disagree","2013","Urban Area","1101","0.103359934768761","0.0979488499007632","0.108771019636758"
"1 Strongly disagree","2013","Rural Area","636","0.100569140000868","0.0933165176052626","0.107821762396474"
"2 on scale 1-7 ","2013","Urban Area","1389","0.116657792993726","0.110951940624304","0.122363645363148"
"2 on scale 1-7 ","2013","Rural Area","806","0.127486081799565","0.11944348355263","0.135528680046501"
"3 on scale 1-7 ","2013","Urban Area","1626","0.133444635553507","0.127400309561929","0.139488961545086"
"3 on scale 1-7 ","2013","Rural Area","957","0.146577939870956","0.138049000141234","0.155106879600678"
"4 on scale 1-7","2013","Urban Area","2102","0.174418801962632","0.16767389896543","0.181163704959834"
"4 on scale 1-7","2013","Rural Area","1233","0.186570495704097","0.177176286023697","0.195964705384496"
"5 on scale 1-7","2013","Urban Area","2142","0.167888840125702","0.161245281841074","0.174532398410331"
"5 on scale 1-7","2013","Rural Area","1239","0.182903789771416","0.17358141074159","0.192226168801241"
"6 on scale 1-7","2013","Urban Area","2130","0.171252588721876","0.164556382396496","0.177948795047256"
"6 on scale 1-7","2013","Rural Area","1065","0.152445691971183","0.143777667032224","0.161113716910143"
"7 Strongly agree","2013","Urban Area","1669","0.132977405873796","0.12694204424278","0.139012767504812"
"7 Strongly agree","2013","Rural Area","670","0.103446860881915","0.0961029823955328","0.110790739368298"
"1 Strongly disagree","2014","Urban Area","","","",""
"1 Strongly disagree","2014","Rural Area","","","",""
"2 on scale 1-7 ","2014","Urban Area","","","",""
"2 on scale 1-7 ","2014","Rural Area","","","",""
"3 on scale 1-7 ","2014","Urban Area","","","",""
"3 on scale 1-7 ","2014","Rural Area","","","",""
"4 on scale 1-7","2014","Urban Area","","","",""
"4 on scale 1-7","2014","Rural Area","","","",""
"5 on scale 1-7","2014","Urban Area","","","",""
"5 on scale 1-7","2014","Rural Area","","","",""
"6 on scale 1-7","2014","Urban Area","","","",""
"6 on scale 1-7","2014","Rural Area","","","",""
"7 Strongly agree","2014","Urban Area","","","",""
"7 Strongly agree","2014","Rural Area","","","",""
"1 Strongly disagree","2015","Urban Area","","","",""
"1 Strongly disagree","2015","Rural Area","","","",""
"2 on scale 1-7 ","2015","Urban Area","","","",""
"2 on scale 1-7 ","2015","Rural Area","","","",""
"3 on scale 1-7 ","2015","Urban Area","","","",""
"3 on scale 1-7 ","2015","Rural Area","","","",""
"4 on scale 1-7","2015","Urban Area","","","",""
"4 on scale 1-7","2015","Rural Area","","","",""
"5 on scale 1-7","2015","Urban Area","","","",""
"5 on scale 1-7","2015","Rural Area","","","",""
"6 on scale 1-7","2015","Urban Area","","","",""
"6 on scale 1-7","2015","Rural Area","","","",""
"7 Strongly agree","2015","Urban Area","","","",""
"7 Strongly agree","2015","Rural Area","","","",""
"1 Strongly disagree","2016","Urban Area","","","",""
"1 Strongly disagree","2016","Rural Area","","","",""
"2 on scale 1-7 ","2016","Urban Area","","","",""
"2 on scale 1-7 ","2016","Rural Area","","","",""
"3 on scale 1-7 ","2016","Urban Area","","","",""
"3 on scale 1-7 ","2016","Rural Area","","","",""
"4 on scale 1-7","2016","Urban Area","","","",""
"4 on scale 1-7","2016","Rural Area","","","",""
"5 on scale 1-7","2016","Urban Area","","","",""
"5 on scale 1-7","2016","Rural Area","","","",""
"6 on scale 1-7","2016","Urban Area","","","",""
"6 on scale 1-7","2016","Rural Area","","","",""
"7 Strongly agree","2016","Urban Area","","","",""
"7 Strongly agree","2016","Rural Area","","","",""
"1 Strongly disagree","2017","Urban Area","1541","0.0898465364834863","0.0857750643475966","0.0939180086193761"
"1 Strongly disagree","2017","Rural Area","765","0.0848203368221272","0.0793699456551201","0.0902707279891344"
"2 on scale 1-7 ","2017","Urban Area","2070","0.117811532571591","0.113221475613678","0.122401589529504"
"2 on scale 1-7 ","2017","Rural Area","1216","0.136257939657078","0.129546782045276","0.142969097268881"
