"plh0220","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","280","0.160658249813638","0.144560594542979","0.176755905084296"
"1 Strongly disagree","2005","Full Time","secondary school degree","302","0.11580795659278","0.104117130591802","0.127498782593759"
"1 Strongly disagree","2005","Full Time","college entrance qualification","174","0.0798290981271331","0.0693425000197049","0.0903156962345612"
"1 Strongly disagree","2005","Full Time","Other degree","49","0.132050289641848","0.0979666906984719","0.166133888585225"
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","10","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","158","0.138536727733427","0.119793530250683","0.15727992521617"
"1 Strongly disagree","2005","Part Time","secondary school degree","129","0.0822781106137326","0.0688556278972844","0.0957005933301809"
"1 Strongly disagree","2005","Part Time","college entrance qualification","68","0.0433002287639702","0.0325617817568573","0.0540386757710831"
"1 Strongly disagree","2005","Part Time","Other degree","36","0.164108696250538","0.118380031356899","0.209837361144178"
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","25","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","467","0.135234629876681","0.124251241058717","0.146218018694645"
"1 Strongly disagree","2005","Not Working","secondary school degree","124","0.0782199426088359","0.0647343343485053","0.0917055508691665"
"1 Strongly disagree","2005","Not Working","college entrance qualification","51","0.0405171250883746","0.0295251235468146","0.0515091266299346"
"1 Strongly disagree","2005","Not Working","Other degree","81","0.171939945363887","0.13775424559796","0.206125645129814"
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","94","0.135319075916946","0.110033207175056","0.160604944658837"
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","300","0.143705490572886","0.128327841195514","0.159083139950258"
"2 on scale 1-7 ","2005","Full Time","secondary school degree","421","0.157384634062076","0.144080134368492","0.17068913375566"
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","310","0.13149818898048","0.118422486958232","0.144573891002728"
"2 on scale 1-7 ","2005","Full Time","Other degree","50","0.143790049060784","0.108464978545865","0.179115119575704"
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","13","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","171","0.139557522670844","0.120756547236972","0.158358498104715"
"2 on scale 1-7 ","2005","Part Time","secondary school degree","198","0.128087643894241","0.111763696457863","0.14441159133062"
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","121","0.095564943743049","0.0800537027363228","0.111076184749775"
"2 on scale 1-7 ","2005","Part Time","Other degree","34","0.123086215023646","0.0825231300066322","0.163649300040659"
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","17","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","424","0.114241909707119","0.104025141371519","0.124458678042719"
"2 on scale 1-7 ","2005","Not Working","secondary school degree","153","0.118473426410412","0.102243134976109","0.134703717844714"
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","86","0.0821150448995617","0.0668096567218106","0.0974204330773127"
"2 on scale 1-7 ","2005","Not Working","Other degree","73","0.155699329106765","0.122850711140666","0.188547947072864"
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","82","0.133466215176893","0.108327165804117","0.158605264549669"
