"plh0220","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","905","0.143130515112809","0.134942932969094","0.151318097256525"
"1 Strongly disagree","2005","secondary school degree","555","0.0971646913370551","0.0896772534541126","0.104652129219998"
"1 Strongly disagree","2005","college entrance qualification","293","0.0595707896811416","0.0531264396670378","0.0660151396952453"
"1 Strongly disagree","2005","Other degree","166","0.156038706486075","0.134583797324853","0.177493615647297"
"1 Strongly disagree","2005","no degree/no degree yet","129","0.154810829144962","0.131125920361484","0.178495737928439"
"2 on scale 1-7 ","2005","lower secondary degree","895","0.127320488549087","0.119527415400034","0.135113561698139"
"2 on scale 1-7 ","2005","secondary school degree","772","0.139434546093611","0.130677616163307","0.148191476023915"
"2 on scale 1-7 ","2005","college entrance qualification","517","0.108781514325947","0.100303990288702","0.117259038363192"
"2 on scale 1-7 ","2005","Other degree","157","0.143666326633272","0.122929215764925","0.164403437501619"
"2 on scale 1-7 ","2005","no degree/no degree yet","112","0.145553686017763","0.122462402134539","0.168644969900986"
"3 on scale 1-7 ","2005","lower secondary degree","1105","0.148380701225196","0.140069885143931","0.156691517306461"
"3 on scale 1-7 ","2005","secondary school degree","794","0.131504245246947","0.122960890037467","0.140047600456427"
"3 on scale 1-7 ","2005","college entrance qualification","648","0.118398424315405","0.10960195226943","0.127194896361379"
"3 on scale 1-7 ","2005","Other degree","155","0.141880482566713","0.121251183915648","0.162509781217778"
"3 on scale 1-7 ","2005","no degree/no degree yet","133","0.138989855540985","0.116338730780498","0.161640980301472"
"4 on scale 1-7","2005","lower secondary degree","1532","0.217793330729283","0.208143598545852","0.227443062912714"
"4 on scale 1-7","2005","secondary school degree","1295","0.210333368124991","0.200030676316957","0.220636059933025"
"4 on scale 1-7","2005","college entrance qualification","907","0.18216083887303","0.171651852070181","0.19266982567588"
"4 on scale 1-7","2005","Other degree","237","0.202027601559176","0.178289360618608","0.225765842499745"
"4 on scale 1-7","2005","no degree/no degree yet","155","0.166025991763092","0.141661442270368","0.190390541255816"
"5 on scale 1-7","2005","lower secondary degree","1135","0.154927996051008","0.146468509125924","0.163387482976092"
"5 on scale 1-7","2005","secondary school degree","1061","0.165733459854149","0.156333364950068","0.175133554758231"
"5 on scale 1-7","2005","college entrance qualification","990","0.181983601888797","0.171478590688046","0.192488613089549"
"5 on scale 1-7","2005","Other degree","173","0.16259077140167","0.140775226660784","0.184406316142556"
"5 on scale 1-7","2005","no degree/no degree yet","146","0.165839997860749","0.14148638439454","0.190193611326958"
"6 on scale 1-7","2005","lower secondary degree","875","0.121060437619176","0.113434155959381","0.128686719278972"
"6 on scale 1-7","2005","secondary school degree","918","0.147406792653154","0.138444803591066","0.156368781715242"
"6 on scale 1-7","2005","college entrance qualification","995","0.185030801084922","0.174457952835932","0.195603649333912"
"6 on scale 1-7","2005","Other degree","112","0.110363790913548","0.0918383405335713","0.128889241293525"
"6 on scale 1-7","2005","no degree/no degree yet","104","0.107610545182389","0.087319766362767","0.127901324002012"
"7 Strongly agree","2005","lower secondary degree","581","0.0873865307134417","0.0807841904802017","0.0939888709466816"
