"plh0220","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","Male","151","0.136998870973116","0.117922095232381","0.15607564671385"
"1 Strongly disagree","2005","1-pers.-HH","Female","146","0.0894829914047123","0.0758902934493505","0.103075689360074"
"1 Strongly disagree","2005","(Married) couple without C. ","Male","420","0.139919047034176","0.128358433203139","0.151479660865213"
"1 Strongly disagree","2005","(Married) couple without C. ","Female","270","0.0885522519388737","0.0791670752672233","0.0979374286105241"
"1 Strongly disagree","2005","Single parent ","Male","59","0.181710522234206","0.140479702063807","0.222941342404605"
"1 Strongly disagree","2005","Single parent ","Female","52","0.0748735545485897","0.0561251237196242","0.0936219853775551"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Male","223","0.12691016756297","0.111562347855968","0.142257987269971"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Female","151","0.0832776907986447","0.0708111667768703","0.0957442148204192"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Male","225","0.130184364740444","0.115097091123878","0.145271638357011"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Female","160","0.105992516114128","0.0914869989411913","0.120498033287065"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Male","122","0.179383591387463","0.153666225169823","0.205100957605103"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Female","59","0.0904770641836161","0.071112381654857","0.109841746712375"
"2 on scale 1-7 ","2005","1-pers.-HH","Male","179","0.146432152215527","0.126817615943267","0.166046688487787"
"2 on scale 1-7 ","2005","1-pers.-HH","Female","162","0.0964741006994278","0.0824146918493012","0.110533509549554"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Male","410","0.13110773777721","0.119859876879647","0.142355598674774"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Female","325","0.0980771412513342","0.0882518517525561","0.107902430750112"
"2 on scale 1-7 ","2005","Single parent ","Male","58","0.175910167484377","0.135199220815073","0.21662111415368"
"2 on scale 1-7 ","2005","Single parent ","Female","78","0.104641300692094","0.0828365942205555","0.126446007163632"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","335","0.180537735616253","0.16280329518086","0.198272176051646"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Female","199","0.127688282863526","0.112630067043849","0.142746498683203"
