"plh0220","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","1-pers.-HH","58","0.112463732177811","0.0889752480858214","0.135952216269802","1"
"1 Strongly disagree","2005","16-34 y.","(Married) couple without C. ","108","0.127997625654348","0.106708279994932","0.149286971313764","1"
"1 Strongly disagree","2005","16-34 y.","Single parent ","46","0.107093612906543","0.0789264993038752","0.135260726509211","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE 16 ","134","0.116882042066886","0.0977651857807152","0.135998898353057","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. GT 16 ","137","0.106015227676855","0.0895441877881525","0.122486267565557","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE and GT 16","73","0.144798256833639","0.117384901748959","0.172211611918318","1"
"1 Strongly disagree","2005","35-65 y.","1-pers.-HH","124","0.107257289491127","0.0896611889051059","0.124853390077148","1"
"1 Strongly disagree","2005","35-65 y.","(Married) couple without C. ","331","0.111036958390123","0.100927293328709","0.121146623451536","1"
"1 Strongly disagree","2005","35-65 y.","Single parent ","57","0.106731273658976","0.081383047462424","0.132079499855528","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE 16 ","240","0.100581866834439","0.0890317894817813","0.112131944187097","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. GT 16 ","227","0.12792133450896","0.113753663185349","0.14208900583257","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE and GT 16","108","0.132156982656168","0.111788837722303","0.152525127590034","1"
"1 Strongly disagree","2005","66 and older","1-pers.-HH","115","0.112573836926783","0.0935374308892989","0.131610242964267","1"
"1 Strongly disagree","2005","66 and older","(Married) couple without C. ","251","0.1150508652164","0.102075261150285","0.128026469282515","1"
"1 Strongly disagree","2005","66 and older","Single parent ","8","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. GT 16 ","21","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2005","66 and older","Single parent ","8","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","91","0.11543716211122","0.0916800933616211","0.139194230860818","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","92","0.167120706301765","0.138056906066772","0.196184506536758","2"
"2 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","130","0.147865514912717","0.12524564810331","0.170485381722124","2"
"2 on scale 1-7 ","2005","16-34 y.","Single parent ","56","0.129154532148945","0.0986065190059625","0.159702545291928","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","142","0.149489602270653","0.128272868404245","0.170706336137061","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","170","0.136268960408922","0.117913741518309","0.154624179299535","2"
"2 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","142","0.133222630968221","0.113899270496126","0.152545991440316","2"
"2 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","387","0.113528683543519","0.103320551454422","0.123736815632617","2"
"2 on scale 1-7 ","2005","35-65 y.","Single parent ","72","0.128701182193838","0.101210501489983","0.156191862897694","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE 16 ","392","0.157418673402595","0.143433164749148","0.171404182056042","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","24","","","","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. GT 16 ","260","0.112795061352322","0.0993764934229339","0.12621362928171","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE and GT 16","135","0.144384862355693","0.123245791521704","0.165523933189681","2"
"2 on scale 1-7 ","2005","66 and older","1-pers.-HH","108","0.104405129578407","0.0859882169377733","0.12282204221904","2"
"2 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","218","0.104903875881337","0.0924428415773544","0.11736491018532","2"
"3 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","95","0.145790053128809","0.11955379180659","0.172026314451027","3"
"3 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","163","0.173389959653492","0.14926509788206","0.197514821424925","3"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","83","0.135686527211271","0.109008713168196","0.162364341254346","3"
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","21","","","","3"
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Single parent ","71","0.149095155513752","0.116651494144601","0.181538816882904","3"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","186","0.166478338600606","0.144313195789875","0.188643481411337","3"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","207","0.152583540141239","0.133344910943447","0.17182216933903","3"
"3 on scale 1-7 ","2005","66 and older","Single parent ","9","","","","3"
"3 on scale 1-7 ","2005","35-65 y.","Single parent ","57","0.0853961957783279","0.0624533953677105","0.108338996188945","3"
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. LE 16 ","351","0.126869245559764","0.114088327553577","0.139650163565951","3"
"3 on scale 1-7 ","2005","66 and older","1-pers.-HH","128","0.125142283692912","0.105213955706568","0.145070611679255","3"
"3 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","308","0.128762164830579","0.115141886433976","0.142382443227182","3"
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. LE and GT 16","137","0.127999360161792","0.107906205190814","0.148092515132771","3"
"3 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","143","0.109375159266565","0.0916272736149499","0.12712304491818","3"
"3 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","540","0.143304846970711","0.132030153822801","0.154579540118622","3"
"3 on scale 1-7 ","2005","35-65 y.","Couple + C. GT 16 ","316","0.166598972225859","0.150793323484473","0.182404620967245","3"
"4 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","44","0.255862214963207","0.189080752857971","0.322643677068443","4"
"4 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","464","0.201640149804247","0.184621033699933","0.218659265908561","4"
"4 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","207","0.193243812622119","0.169496756218892","0.216990869025345","4"
"4 on scale 1-7","2005","66 and older","Single parent ","14","","","","4"
"4 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2005","16-34 y.","1-pers.-HH","125","0.184285617621872","0.155460541038538","0.213110694205205","4"
"4 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","198","0.221338610635204","0.194883752756778","0.24779346851363","4"
"4 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","256","0.191649133550872","0.170590740994327","0.212707526107416","4"
"4 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","114","0.168557178163579","0.1393939190751","0.197720437252058","4"
"4 on scale 1-7","2005","35-65 y.","Single parent ","102","0.178149414090182","0.146737145884243","0.209561682296121","4"
"4 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","540","0.217489861104068","0.201647908054769","0.233331814153367","4"
"4 on scale 1-7","2005","66 and older","1-pers.-HH","213","0.203582886710208","0.179331250953308","0.227834522467108","4"
"4 on scale 1-7","2005","66 and older","(Married) couple without C. ","481","0.21613692707043","0.199398753183712","0.232875100957148","4"
"4 on scale 1-7","2005","16-34 y.","Single parent ","96","0.19372120926448","0.157722345020673","0.229720073508288","4"
"4 on scale 1-7","2005","35-65 y.","1-pers.-HH","223","0.197460590631673","0.174823882537487","0.220097298725859","4"
"4 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","752","0.202335091947233","0.189407817025586","0.21526236686888","4"
"4 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","244","0.22119934146659","0.196502677543682","0.245896005389498","4"
"5 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","375","0.175887330968984","0.159737806978398","0.192036854959571","5"
"5 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","185","0.167450022099487","0.144993960339334","0.18990608385964","5"
