"plh0220","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Male","633","0.138072333223309","0.128814479215092","0.147330187231527","1"
"1 Strongly disagree","2005","Full Time","Female","202","0.0894575116017378","0.0786299087242987","0.100285114479177","1"
"1 Strongly disagree","2005","Part Time","Male","169","0.136937545714338","0.118799481723877","0.155075609704799","1"
"1 Strongly disagree","2005","Part Time","Female","263","0.084934419860027","0.0755896951276037","0.0942791445924504","1"
"1 Strongly disagree","2005","Not Working","Male","421","0.143529873834837","0.131266484165861","0.155793263503813","1"
"1 Strongly disagree","2005","Not Working","Female","408","0.0918555650298203","0.083563067856538","0.100148062203103","1"
"2 on scale 1-7 ","2005","Part Time","Male","202","0.150708703962577","0.131832874195152","0.169584533730003","2"
"2 on scale 1-7 ","2005","Full Time","Male","843","0.160549672703157","0.1506976864086","0.170401658997714","2"
"2 on scale 1-7 ","2005","Not Working","Female","429","0.0980120058726342","0.0894752050288437","0.106548806716425","2"
"2 on scale 1-7 ","2005","Full Time","Female","275","0.117059727001881","0.104863002311851","0.129256451691912","2"
"2 on scale 1-7 ","2005","Part Time","Female","350","0.108276664352948","0.0978611423516826","0.118692186354213","2"
"2 on scale 1-7 ","2005","Not Working","Male","407","0.141912340196594","0.129706738991693","0.154117941401495","2"
"3 on scale 1-7 ","2005","Not Working","Male","484","0.151811158463641","0.139260069973536","0.164362246953747","3"
"3 on scale 1-7 ","2005","Full Time","Male","890","0.156498216647188","0.146747887326506","0.16624854596787","3"
"3 on scale 1-7 ","2005","Part Time","Female","421","0.119992815128361","0.109100523243137","0.130885107013586","3"
"3 on scale 1-7 ","2005","Part Time","Male","189","0.14270517090536","0.124251043911075","0.161159297899646","3"
"3 on scale 1-7 ","2005","Full Time","Female","347","0.13542294798825","0.122441540341861","0.148404355634639","3"
"3 on scale 1-7 ","2005","Not Working","Female","565","0.117696881480202","0.108444649404768","0.126949113555636","3"
"4 on scale 1-7","2005","Not Working","Female","966","0.209299974337002","0.197619900273131","0.220980048400872","4"
"4 on scale 1-7","2005","Full Time","Female","533","0.189722500861925","0.174847735835138","0.204597265888712","4"
"4 on scale 1-7","2005","Part Time","Male","239","0.189343980886837","0.16867340361008","0.210014558163593","4"
"4 on scale 1-7","2005","Not Working","Male","635","0.196765740902726","0.182860480658652","0.2106710011468","4"
"4 on scale 1-7","2005","Full Time","Male","1148","0.212594208680302","0.201614353739785","0.223574063620819","4"
"4 on scale 1-7","2005","Part Time","Female","677","0.207081880737129","0.193499254125724","0.220664507348534","4"
"5 on scale 1-7","2005","Not Working","Female","891","0.186692015480291","0.175504194131672","0.197879836828911","5"
"5 on scale 1-7","2005","Part Time","Female","635","0.187341888809817","0.174263027782147","0.200420749837486","5"
"5 on scale 1-7","2005","Not Working","Male","483","0.144562878585252","0.132262861720405","0.156862895450098","5"
"5 on scale 1-7","2005","Full Time","Male","834","0.146415373479437","0.136928169953159","0.155902577005715","5"
"5 on scale 1-7","2005","Full Time","Female","496","0.174728862227065","0.160322495796798","0.189135228657333","5"
"5 on scale 1-7","2005","Part Time","Male","226","0.144030866844369","0.125505560985315","0.162556172703423","5"
"6 on scale 1-7","2005","Not Working","Female","769","0.163951993724811","0.153322095863507","0.174581891586114","6"
"6 on scale 1-7","2005","Part Time","Male","193","0.125410658527262","0.107937240692258","0.142884076362266","6"
"6 on scale 1-7","2005","Not Working","Male","408","0.126632949002271","0.115000931978378","0.138264966026165","6"
"6 on scale 1-7","2005","Full Time","Male","609","0.115174278945357","0.106607290015993","0.123741267874721","6"
"6 on scale 1-7","2005","Part Time","Female","607","0.154719178078938","0.14259726618047","0.166841089977406","6"
"6 on scale 1-7","2005","Full Time","Female","460","0.154432766130966","0.140723392835647","0.168142139426285","6"
"7 Strongly agree","2005","Not Working","Female","632","0.13249156407524","0.122757681573834","0.142225446576645","7"
"7 Strongly agree","2005","Not Working","Male","302","0.0947850590146784","0.0845396555368377","0.105030462492519","7"
"7 Strongly agree","2005","Part Time","Male","162","0.110863073159256","0.0942982681462997","0.127427878172213","7"
"7 Strongly agree","2005","Part Time","Female","466","0.13765315303278","0.126104465996839","0.149201840068721","7"
"7 Strongly agree","2005","Full Time","Male","377","0.0706959163212494","0.0638173540685315","0.0775744785739673","7"
"7 Strongly agree","2005","Full Time","Female","356","0.139175684188174","0.126044232214421","0.152307136161927","7"
"1 Strongly disagree","2006","Full Time","Female","","","","","1"
"1 Strongly disagree","2006","Part Time","Male","","","","","1"
"1 Strongly disagree","2006","Part Time","Female","","","","","1"
"1 Strongly disagree","2006","Not Working","Male","","","","","1"
"1 Strongly disagree","2006","Not Working","Female","","","","","1"
"1 Strongly disagree","2006","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2006","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2006","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Working","Female","","","","","3"
