"plh0220","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","199","0.105753932616042","0.0924870151580167","0.119020850074068"
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","98","0.12279810040031","0.10108876946104","0.14450743133958"
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","443","0.104607940726692","0.0958833666270108","0.113332514826373"
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","247","0.136366383046593","0.122192712684016","0.150540053409169"
"1 Strongly disagree","2005","Single parent ","Urban Area","67","0.102630384444609","0.0802288797481701","0.125031889141047"
"1 Strongly disagree","2005","Single parent ","Rural Area","44","0.124350637477109","0.0915168219259417","0.157184453028277"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","237","0.0953034581358567","0.0838661970474955","0.106740719224218"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","137","0.129296261337814","0.110004440711472","0.148588081964155"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","234","0.121967019066413","0.108546272953291","0.135387765179535"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","151","0.113738094475876","0.0968456623606885","0.130630526591064"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","123","0.128450443759279","0.108749271952115","0.148151615566443"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","58","0.152794127322554","0.123762599272675","0.181825655372434"
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","242","0.121870250973621","0.107757182701447","0.135983319245795"
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","99","0.109373712412242","0.0887291793461502","0.130018245478335"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","494","0.116845043164037","0.107687501738223","0.126002584589852"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","241","0.110721437291828","0.0977616263250966","0.123681248258559"
"2 on scale 1-7 ","2005","Single parent ","Urban Area","95","0.140624595719197","0.114963474046684","0.166285717391709"
"2 on scale 1-7 ","2005","Single parent ","Rural Area","41","0.0976899674485861","0.0681482932791798","0.127231641617992"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","336","0.142991187541959","0.129355924492601","0.156626450591317"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","198","0.181734780624507","0.159562462640176","0.203907098608837"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","264","0.113853240458602","0.100826805780272","0.126879675136932"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","190","0.151418502250179","0.132346582117741","0.170490422382616"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","136","0.138617871545803","0.118271557088673","0.158964186002933"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","91","0.180216184991893","0.14920140883938","0.211230961144406"
"3 on scale 1-7 ","2005","1-pers.-HH","Urban Area","247","0.117477775680231","0.10358676236814","0.131368788992322"
"3 on scale 1-7 ","2005","1-pers.-HH","Rural Area","119","0.138670976856914","0.11581087499649","0.161531078717338"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","680","0.140481135858417","0.130575280067182","0.150386991649652"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","331","0.145173987077602","0.13062451735915","0.159723456796054"
"3 on scale 1-7 ","2005","Single parent ","Urban Area","80","0.111794623221518","0.0885340351800568","0.135055211262978"
"3 on scale 1-7 ","2005","Single parent ","Rural Area","57","0.124579862572208","0.0917201002195951","0.157439624924821"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","343","0.132967623989942","0.119742283802055","0.14619296417783"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","194","0.153595488499083","0.132864345775934","0.174326631222232"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","340","0.160945085120567","0.145874361914104","0.17601580832703"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","204","0.160304438238523","0.140783896357232","0.179824980119813"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","147","0.152893596579516","0.131703065480374","0.174084127678659"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","73","0.0890150710888147","0.0660372177677768","0.111992924409852"
"4 on scale 1-7","2005","1-pers.-HH","Urban Area","382","0.190263038404331","0.173329705741561","0.207196371067101"
"4 on scale 1-7","2005","1-pers.-HH","Rural Area","179","0.214649625099101","0.187491634859046","0.241807615339157"
"4 on scale 1-7","2005","(Married) couple without C. ","Urban Area","960","0.207306796245198","0.195750607479656","0.21886298501074"
"4 on scale 1-7","2005","(Married) couple without C. ","Rural Area","471","0.215208067079112","0.198234604922495","0.232181529235728"
"4 on scale 1-7","2005","Single parent ","Urban Area","139","0.191243584064193","0.162212995612956","0.220274172515431"
"4 on scale 1-7","2005","Single parent ","Rural Area","73","0.184959516994578","0.146326363476164","0.223592670512991"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","545","0.220844207182215","0.20468681009862","0.237001604265811"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","239","0.212830973365451","0.189296935860403","0.236365010870499"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","507","0.209789030590669","0.193091088277396","0.226486972903943"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","257","0.183849362111577","0.163239532892046","0.204459191331107"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","218","0.200683537412932","0.177100840821843","0.224266234004021"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","103","0.15055530850109","0.121699205795637","0.179411411206544"
"5 on scale 1-7","2005","1-pers.-HH","Urban Area","334","0.150161843095201","0.134750476440838","0.165573209749565"
"5 on scale 1-7","2005","1-pers.-HH","Rural Area","156","0.160928395547891","0.13662221688753","0.185234574208252"
"5 on scale 1-7","2005","(Married) couple without C. ","Urban Area","785","0.158898324799823","0.148476609662743","0.169320039936904"
"5 on scale 1-7","2005","(Married) couple without C. ","Rural Area","399","0.154488333571584","0.139561367543589","0.169415299599578"
"5 on scale 1-7","2005","Single parent ","Urban Area","134","0.18956132303151","0.160628655432019","0.218493990631"
"5 on scale 1-7","2005","Single parent ","Rural Area","79","0.219214276397761","0.178048853884836","0.260379698910687"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","472","0.197471368160002","0.181965411142704","0.212977325177301"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","189","0.141159120330866","0.121139499272312","0.16117874138942"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","386","0.173305776057561","0.157782656171824","0.188828895943299"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","243","0.163004269357568","0.143351702686312","0.182656836028824"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","197","0.173771528732271","0.15146060251902","0.196082454945522"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","97","0.162387265382985","0.132628171389923","0.192146359376046"
"6 on scale 1-7","2005","1-pers.-HH","Urban Area","340","0.164337352731362","0.148349987994457","0.180324717468267"
"6 on scale 1-7","2005","1-pers.-HH","Rural Area","127","0.142921132563338","0.11977068182533","0.166071583301346"
"6 on scale 1-7","2005","(Married) couple without C. ","Urban Area","778","0.151779363343729","0.141550766286848","0.16200796040061"
"6 on scale 1-7","2005","(Married) couple without C. ","Rural Area","358","0.147007041381143","0.132381710859863","0.161632371902423"
"6 on scale 1-7","2005","Single parent ","Urban Area","97","0.139163435732725","0.113614285713312","0.164712585752138"
"6 on scale 1-7","2005","Single parent ","Rural Area","45","0.114280233320928","0.0826235103362642","0.145936956305591"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","332","0.117401116887973","0.104862950137935","0.129939283638011"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","122","0.112941693856724","0.0947426631053652","0.131140724608082"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","338","0.13476502085544","0.120760905906281","0.148769135804599"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","200","0.140777294620445","0.12227279494557","0.159281794295321"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","153","0.106544581309065","0.0883777017098152","0.124711460908314"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","92","0.122511111882333","0.0960547185490664","0.1489675052156"
"7 Strongly agree","2005","1-pers.-HH","Urban Area","320","0.150135806499211","0.134725539935256","0.165546073063167"
"7 Strongly agree","2005","1-pers.-HH","Rural Area","100","0.110658057120203","0.0899076443153411","0.131408469925064"
"7 Strongly agree","2005","(Married) couple without C. ","Urban Area","587","0.120081395862103","0.110814924162123","0.129347867562083"
"7 Strongly agree","2005","(Married) couple without C. ","Rural Area","205","0.0910347505521393","0.0791540748556286","0.10291542624865"
"7 Strongly agree","2005","Single parent ","Urban Area","93","0.124982053786249","0.100571038584399","0.149393068988098"
"7 Strongly agree","2005","Single parent ","Rural Area","49","0.13492550578883","0.100931213099102","0.168919798478558"
"7 Strongly agree","2005","Couple + C. LE 16 ","Urban Area","267","0.0930210381020514","0.0817073177983354","0.104334758405767"
"7 Strongly agree","2005","Couple + C. LE 16 ","Rural Area","83","0.0684416819855559","0.0539235617762442","0.0829598021948676"
"7 Strongly agree","2005","Couple + C. GT 16 ","Urban Area","215","0.0853748278507481","0.0739147772131892","0.096834878488307"
"7 Strongly agree","2005","Couple + C. GT 16 ","Rural Area","112","0.0869080389458322","0.0719199796715551","0.101896098220109"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Urban Area","134","0.0990384406611339","0.0814497610277466","0.116627120294521"
