"plh0220","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Urban Area","521","0.107699592619478","0.0994105905770945","0.115988594661861","1"
"1 Strongly disagree","2005","Full Time","Rural Area","314","0.155469633966377","0.14162120079166","0.169318067141094","1"
"1 Strongly disagree","2005","Part Time","Urban Area","286","0.101559499931948","0.091166386247965","0.111952613615931","1"
"1 Strongly disagree","2005","Part Time","Rural Area","146","0.101880818317232","0.0868412357581266","0.116920400876338","1"
"1 Strongly disagree","2005","Not Working","Urban Area","534","0.107873281340459","0.0994015429915776","0.11634501968934","1"
"1 Strongly disagree","2005","Not Working","Rural Area","295","0.122143397414661","0.109673757869315","0.134613036960008","1"
"2 on scale 1-7 ","2005","Part Time","Urban Area","358","0.11991787396753","0.108740383684556","0.131095364250503","2"
"2 on scale 1-7 ","2005","Full Time","Urban Area","733","0.145398321066385","0.135972889654907","0.154823752477863","2"
"2 on scale 1-7 ","2005","Not Working","Rural Area","307","0.122726274161171","0.110231067368682","0.13522148095366","2"
"2 on scale 1-7 ","2005","Full Time","Rural Area","385","0.149256267034537","0.135637559800555","0.16287497426852","2"
"2 on scale 1-7 ","2005","Part Time","Rural Area","194","0.126268871488058","0.10975459172265","0.142783151253465","2"
"2 on scale 1-7 ","2005","Not Working","Urban Area","529","0.112085074701997","0.103469943674551","0.120700205729444","2"
"3 on scale 1-7 ","2005","Not Working","Urban Area","690","0.132244557860115","0.122993532029878","0.141495583690351","3"
"3 on scale 1-7 ","2005","Full Time","Urban Area","798","0.146225154822266","0.136777535337636","0.155672774306895","3"
"3 on scale 1-7 ","2005","Part Time","Rural Area","218","0.138579618950399","0.121401332648271","0.155757905252527","3"
"3 on scale 1-7 ","2005","Part Time","Urban Area","392","0.122086312956821","0.110822118493336","0.133350507420306","3"
"3 on scale 1-7 ","2005","Full Time","Rural Area","439","0.157573837469972","0.143649382803418","0.171498292136525","3"
"3 on scale 1-7 ","2005","Not Working","Rural Area","359","0.129004193497315","0.1162393040491","0.141769082945531","3"
