"plh0220","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","West Germany","1174","0.106751373225568","0.101230306775255","0.112272439675881","1"
"1 Strongly disagree","2005","Urban Area","East Germany","167","0.103028110256642","0.0887934100972563","0.117262810416028","1"
"1 Strongly disagree","2005","Rural Area","West Germany","442","0.141360117653572","0.129902862370428","0.152817372936715","1"
"1 Strongly disagree","2005","Rural Area","East Germany","313","0.11137956980365","0.100614771653589","0.122144367953712","1"
"2 on scale 1-7 ","2005","Urban Area","East Germany","181","0.103168867591675","0.0889255647015145","0.117412170481836","2"
"2 on scale 1-7 ","2005","Rural Area","West Germany","444","0.123192873355578","0.112384597003843","0.134001149707313","2"
"2 on scale 1-7 ","2005","Rural Area","East Germany","442","0.149653414606242","0.137447051718344","0.16185977749414","2"
"2 on scale 1-7 ","2005","Urban Area","West Germany","1439","0.128823244333804","0.122833609908016","0.134812878759592","2"
"3 on scale 1-7 ","2005","Urban Area","East Germany","254","0.147666645149594","0.131054451451085","0.164278838848102","3"
"3 on scale 1-7 ","2005","Rural Area","West Germany","528","0.142480440902678","0.130985380572028","0.153975501233328","3"
"3 on scale 1-7 ","2005","Rural Area","East Germany","488","0.140578277827723","0.128684844335336","0.15247171132011","3"
"3 on scale 1-7 ","2005","Urban Area","West Germany","1626","0.133899199910131","0.12781051820418","0.139987881616082","3"
"4 on scale 1-7","2005","Rural Area","East Germany","664","0.197908265827322","0.184275343420484","0.21154118823416","4"
"4 on scale 1-7","2005","Urban Area","East Germany","363","0.203956819347762","0.185089140795968","0.222824497899555","4"
"4 on scale 1-7","2005","Rural Area","West Germany","704","0.206265875081765","0.192959405962639","0.219572344200891","4"
"4 on scale 1-7","2005","Urban Area","West Germany","2467","0.204493347997591","0.197282081245133","0.21170461475005","4"
"5 on scale 1-7","2005","Rural Area","West Germany","576","0.148466693672428","0.136773666722788","0.160159720622069","5"
"5 on scale 1-7","2005","Urban Area","East Germany","296","0.179963044149595","0.161974773308997","0.197951314990193","5"
"5 on scale 1-7","2005","Urban Area","West Germany","2065","0.166416631550051","0.159757417964376","0.173075845135726","5"
"5 on scale 1-7","2005","Rural Area","East Germany","628","0.178811733639292","0.165699872222977","0.191923595055606","5"
"6 on scale 1-7","2005","Rural Area","West Germany","499","0.13794132559059","0.126600955623076","0.149281695558105","6"
"6 on scale 1-7","2005","Rural Area","East Germany","467","0.131557292486556","0.119991563124181","0.143123021848931","6"
"6 on scale 1-7","2005","Urban Area","East Germany","277","0.145004117020591","0.128516677389016","0.161491556652166","6"
"6 on scale 1-7","2005","Urban Area","West Germany","1803","0.142200373471846","0.135955935508854","0.148444811434839","6"
"7 Strongly agree","2005","Rural Area","East Germany","279","0.0901114458092156","0.0803136348528087","0.0999092567656225","7"
"7 Strongly agree","2005","Urban Area","East Germany","214","0.117212396484141","0.102149935817337","0.132274857150946","7"
"7 Strongly agree","2005","Rural Area","West Germany","359","0.100292673743388","0.0904140408713509","0.110171306615425","7"
"7 Strongly agree","2005","Urban Area","West Germany","1443","0.117415829511008","0.111660218262149","0.123171440759867","7"
"1 Strongly disagree","2006","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","","","3"
"4 on scale 1-7","2006","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Urban Area","West Germany","","","","","4"
"5 on scale 1-7","2006","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","West Germany","","","","","5"
"6 on scale 1-7","2006","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","West Germany","","","","","6"
"7 Strongly agree","2006","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","East Germany","","","","","7"
"7 Strongly agree","2006","Urban Area","West Germany","","","","","7"
"1 Strongly disagree","2007","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2007","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2007","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2007","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2007","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2007","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2007","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2008","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2008","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2008","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2008","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2008","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","West Germany","","","","","6"
"7 Strongly agree","2008","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2008","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2008","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2008","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2009","Urban Area","East Germany","134","0.0972496100655746","0.0826489453496599","0.111850274781489","1"
"1 Strongly disagree","2009","Rural Area","West Germany","427","0.14679260725926","0.134619923377955","0.158965291140565","1"
"1 Strongly disagree","2009","Rural Area","East Germany","318","0.103771059553057","0.0927587267627493","0.114783392343365","1"
"1 Strongly disagree","2009","Urban Area","West Germany","1091","0.122851386792286","0.116464569625346","0.129238203959226","1"
"2 on scale 1-7 ","2009","Urban Area","East Germany","196","0.125442740554899","0.109121177666474","0.141764303443325","2"
"2 on scale 1-7 ","2009","Rural Area","West Germany","535","0.164496108592257","0.151744675412212","0.177247541772302","2"
"2 on scale 1-7 ","2009","Rural Area","East Germany","404","0.142596608872518","0.12997022708776","0.155222990657275","2"
"2 on scale 1-7 ","2009","Urban Area","West Germany","1386","0.14487412311419","0.138026051453798","0.151722194774582","2"
"3 on scale 1-7 ","2009","Urban Area","West Germany","1579","0.157808671366083","0.150715692330727","0.164901650401438","3"
"3 on scale 1-7 ","2009","Urban Area","East Germany","223","0.140857322020014","0.123715096208271","0.157999547831757","3"
"3 on scale 1-7 ","2009","Rural Area","West Germany","537","0.1652030475909","0.152429650850443","0.177976444331358","3"
"3 on scale 1-7 ","2009","Rural Area","East Germany","472","0.164083841342166","0.150710313465132","0.1774573692192","3"
"4 on scale 1-7","2009","Urban Area","East Germany","307","0.193734882893038","0.174259424026616","0.213210341759459","4"
"4 on scale 1-7","2009","Rural Area","West Germany","610","0.184777520055907","0.171427879042684","0.19812716106913","4"
"4 on scale 1-7","2009","Urban Area","West Germany","1903","0.189194529548925","0.181574257358781","0.19681480173907","4"
"4 on scale 1-7","2009","Rural Area","East Germany","638","0.208633309128788","0.193960528439699","0.223306089817877","4"
