"plh0220","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","63","0.108486435298196","0.0846151397104011","0.13235773088599"
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","11","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","65","0.212542641779221","0.173039099282367","0.252046184276075"
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","87","0.125386969256158","0.0989772493003162","0.151796689212"
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","51","0.111791295438408","0.0824149028678737","0.141167688008943"
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","126","0.120281199191748","0.101464304325645","0.139098094057852"
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","43","0.0803013443521025","0.0595369471430122","0.101065741561193"
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","49","0.089407346299192","0.0644969006981278","0.114317791900256"
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","12","","",""
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","19","","",""
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","37","0.20672325927913","0.139402698796203","0.274043819762057"
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","128","0.192584473433158","0.163998789592301","0.221170157274014"
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","414","0.144205245524406","0.132328726355789","0.156081764693023"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","10","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","305","0.0952026083097072","0.0850935718627532","0.105311644756661"
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","55","0.066085886551196","0.0494433684411053","0.0827284046612868"
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","62","0.0675725474824785","0.0531027702248664","0.0820423247400905"
