"plh0220","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","no migration background","647","0.108987914851149","0.101430800877032","0.116545028825266"
"1 Strongly disagree","2005","Not Employed","direct migration background","159","0.142656827867368","0.120816779094073","0.164496876640663"
"1 Strongly disagree","2005","Not Employed","indirect migration background","23","","",""
"1 Strongly disagree","2005","Employed","no migration background","1062","0.114541863631725","0.108565162029735","0.120518565233714"
"1 Strongly disagree","2005","Employed","direct migration background","157","0.127350041483186","0.109580372948856","0.145119710017515"
"1 Strongly disagree","2005","Employed","indirect migration background","48","0.0799013973803817","0.057095742431758","0.102707052329005"
"2 on scale 1-7 ","2005","Not Employed","no migration background","682","0.115289969255194","0.107544972497001","0.123034966013387"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","121","0.120456227010059","0.100129224873571","0.140783229146548"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","33","0.0966189049620252","0.0621980678811414","0.131039742042909"
"2 on scale 1-7 ","2005","Employed","no migration background","1423","0.138662923582772","0.13217714405203","0.145148703113515"
"2 on scale 1-7 ","2005","Employed","direct migration background","176","0.127207594977181","0.109446417852982","0.14496877210138"
"2 on scale 1-7 ","2005","Employed","indirect migration background","71","0.141225831356992","0.111934120900886","0.170517541813098"
"3 on scale 1-7 ","2005","Not Employed","no migration background","872","0.12900860573997","0.120879528018787","0.137137683461154"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","140","0.139603694358482","0.117960184022203","0.161247204694761"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","37","0.155871755200241","0.113610460067089","0.198133050333393"
"3 on scale 1-7 ","2005","Employed","no migration background","1566","0.139266908098469","0.132769297934678","0.145764518262259"
"3 on scale 1-7 ","2005","Employed","direct migration background","199","0.149601538317448","0.130589047915389","0.168614028719507"
"3 on scale 1-7 ","2005","Employed","indirect migration background","82","0.155737216369103","0.125238384709048","0.186236048029157"
"4 on scale 1-7","2005","Not Employed","no migration background","1335","0.20657777494498","0.196759866418696","0.216395683471264"
"4 on scale 1-7","2005","Not Employed","direct migration background","203","0.188129643899163","0.163723344497899","0.212535943300428"
"4 on scale 1-7","2005","Not Employed","indirect migration background","63","0.213930240092742","0.166152950651789","0.261707529533695"
"4 on scale 1-7","2005","Employed","no migration background","2170","0.2018662945986","0.194333343192241","0.209399246004959"
"4 on scale 1-7","2005","Employed","direct migration background","302","0.208538704069241","0.186883218739944","0.230194189398538"
"4 on scale 1-7","2005","Employed","indirect migration background","125","0.2265455385454","0.191337380293188","0.261753696797612"
