"plh0220","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","West Germany","1246","0.113451240177562","0.107900665574038","0.119001814781087"
"1 Strongly disagree","2005","no migration background","East Germany","463","0.108134036884497","0.0994370322030918","0.116831041565902"
"1 Strongly disagree","2005","direct migration background","West Germany","300","0.133681968825765","0.1195796609309","0.14778427672063"
"1 Strongly disagree","2005","direct migration background","East Germany","16","","",""
"1 Strongly disagree","2005","indirect migration background","West Germany","70","0.0783120745800376","0.0595894744096344","0.0970346747504407"
"1 Strongly disagree","2005","indirect migration background","East Germany","1","","",""
"2 on scale 1-7 ","2005","no migration background","West Germany","1494","0.127638625087277","0.121798511689273","0.133478738485282"
"2 on scale 1-7 ","2005","no migration background","East Germany","611","0.135073476845251","0.125501241943713","0.144645711746789"
"2 on scale 1-7 ","2005","direct migration background","West Germany","288","0.126426072053968","0.112654508412263","0.140197635695674"
"2 on scale 1-7 ","2005","direct migration background","East Germany","9","","",""
"2 on scale 1-7 ","2005","indirect migration background","West Germany","101","0.128461501062589","0.105143590426558","0.151779411698619"
"2 on scale 1-7 ","2005","indirect migration background","East Germany","3","","",""
"3 on scale 1-7 ","2005","no migration background","West Germany","1717","0.132924182021581","0.126982457090993","0.138865906952169"
"3 on scale 1-7 ","2005","no migration background","East Germany","721","0.143156308407235","0.133347985666658","0.152964631147812"
"3 on scale 1-7 ","2005","direct migration background","West Germany","326","0.146545360067675","0.131890173315597","0.161200546819754"
"3 on scale 1-7 ","2005","direct migration background","East Germany","13","","",""
"3 on scale 1-7 ","2005","indirect migration background","West Germany","111","0.153174946890302","0.128076285036386","0.178273608744218"
"3 on scale 1-7 ","2005","indirect migration background","East Germany","8","","",""
"4 on scale 1-7","2005","no migration background","West Germany","2511","0.205368358134967","0.198298158123958","0.212438558145975"
"4 on scale 1-7","2005","no migration background","East Germany","994","0.1979402975921","0.186781711758103","0.209098883426097"
"4 on scale 1-7","2005","direct migration background","West Germany","482","0.197755322642209","0.181249673395326","0.214260971889092"
"4 on scale 1-7","2005","direct migration background","East Germany","23","","",""
"4 on scale 1-7","2005","indirect migration background","West Germany","178","0.220902841092615","0.191992293989749","0.249813388195482"
"4 on scale 1-7","2005","indirect migration background","East Germany","10","","",""
"5 on scale 1-7","2005","no migration background","West Germany","2156","0.160617977266252","0.154191708057077","0.167044246475427"
"5 on scale 1-7","2005","no migration background","East Germany","902","0.177698089958196","0.166992866674853","0.188403313241538"
"5 on scale 1-7","2005","direct migration background","West Germany","363","0.174690277769188","0.158955596600268","0.190424958938108"
"5 on scale 1-7","2005","direct migration background","East Germany","18","","",""
"5 on scale 1-7","2005","indirect migration background","West Germany","122","0.147443843700157","0.122736010054434","0.172151677345879"
"5 on scale 1-7","2005","indirect migration background","East Germany","4","","",""
"6 on scale 1-7","2005","no migration background","West Germany","1937","0.146431491428964","0.140243945410294","0.152619037447634"
"6 on scale 1-7","2005","no migration background","East Germany","723","0.136452334446319","0.126839037823414","0.146065631069223"
"6 on scale 1-7","2005","direct migration background","West Germany","243","0.1095989244808","0.0966536553709909","0.122544193590609"
"6 on scale 1-7","2005","direct migration background","East Germany","15","","",""
"6 on scale 1-7","2005","indirect migration background","West Germany","122","0.155026834311342","0.129804530817749","0.180249137804936"
"6 on scale 1-7","2005","indirect migration background","East Germany","6","","",""
"7 Strongly agree","2005","no migration background","West Germany","1480","0.113568125883396","0.1080150588176","0.119121192949193"
"7 Strongly agree","2005","no migration background","East Germany","484","0.101545455866402","0.0930864952644886","0.110004416468316"
"7 Strongly agree","2005","direct migration background","West Germany","235","0.111302074160394","0.0982690916912237","0.124335056629564"
"7 Strongly agree","2005","direct migration background","East Germany","6","","",""
"7 Strongly agree","2005","indirect migration background","West Germany","87","0.116677958362957","0.0943054956127068","0.139050421113208"
"7 Strongly agree","2005","indirect migration background","East Germany","3","","",""
"1 Strongly disagree","2006","no migration background","West Germany","","","",""
"1 Strongly disagree","2006","no migration background","East Germany","","","",""
"1 Strongly disagree","2006","direct migration background","West Germany","","","",""
"1 Strongly disagree","2006","direct migration background","East Germany","","","",""
"1 Strongly disagree","2006","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2006","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2006","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2006","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2006","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2006","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2006","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2006","indirect migration background","East Germany","","","",""
