"plh0220","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","1616","0.114941813329046","0.109931756343587","0.119951870314506","1"
"1 Strongly disagree","2005","East Germany","480","0.108413094800279","0.0998238033863169","0.11700238621424","1"
"2 on scale 1-7 ","2005","East Germany","623","0.133141899943974","0.123756214247085","0.142527585640862","2"
"2 on scale 1-7 ","2005","West Germany","1883","0.127490771370115","0.122251847099442","0.132729695640789","2"
"3 on scale 1-7 ","2005","West Germany","2154","0.135930020199182","0.130546704109719","0.141313336288644","3"
"3 on scale 1-7 ","2005","East Germany","742","0.143096096941458","0.133421907659227","0.15277028622369","3"
"4 on scale 1-7","2005","East Germany","1027","0.200056738525291","0.189004740206761","0.211108736843821","4"
"4 on scale 1-7","2005","West Germany","3171","0.20491283091021","0.198572532761453","0.211253129058966","4"
"5 on scale 1-7","2005","West Germany","2641","0.162168633147403","0.156378621097368","0.167958645197437","5"
"5 on scale 1-7","2005","East Germany","924","0.17922068417431","0.168624685556436","0.189816682792184","5"
"6 on scale 1-7","2005","East Germany","744","0.136333663446675","0.126853645175002","0.145813681718347","6"
"6 on scale 1-7","2005","West Germany","2302","0.141192435242771","0.135722636126302","0.14666223435924","6"
"7 Strongly agree","2005","East Germany","493","0.0997378221680133","0.0914593714325443","0.108016272903482","7"
"7 Strongly agree","2005","West Germany","1802","0.113363495801273","0.108383520938807","0.118343470663739","7"
"1 Strongly disagree","2006","West Germany","","","","","1"
"1 Strongly disagree","2006","East Germany","","","","","1"
"2 on scale 1-7 ","2006","West Germany","","","","","2"
"2 on scale 1-7 ","2006","East Germany","","","","","2"
"3 on scale 1-7 ","2006","East Germany","","","","","3"
"3 on scale 1-7 ","2006","West Germany","","","","","3"
"4 on scale 1-7","2006","West Germany","","","","","4"
"4 on scale 1-7","2006","East Germany","","","","","4"
"5 on scale 1-7","2006","East Germany","","","","","5"
"5 on scale 1-7","2006","West Germany","","","","","5"
"6 on scale 1-7","2006","East Germany","","","","","6"
"6 on scale 1-7","2006","West Germany","","","","","6"
"7 Strongly agree","2006","East Germany","","","","","7"
"7 Strongly agree","2006","West Germany","","","","","7"
"1 Strongly disagree","2007","West Germany","","","","","1"
"1 Strongly disagree","2007","East Germany","","","","","1"
"2 on scale 1-7 ","2007","East Germany","","","","","2"
"2 on scale 1-7 ","2007","West Germany","","","","","2"
"3 on scale 1-7 ","2007","West Germany","","","","","3"
"3 on scale 1-7 ","2007","East Germany","","","","","3"
"4 on scale 1-7","2007","East Germany","","","","","4"
"4 on scale 1-7","2007","West Germany","","","","","4"
"5 on scale 1-7","2007","East Germany","","","","","5"
"5 on scale 1-7","2007","West Germany","","","","","5"
"6 on scale 1-7","2007","East Germany","","","","","6"
"6 on scale 1-7","2007","West Germany","","","","","6"
"7 Strongly agree","2007","West Germany","","","","","7"
"7 Strongly agree","2007","East Germany","","","","","7"
"1 Strongly disagree","2008","West Germany","","","","","1"
"1 Strongly disagree","2008","East Germany","","","","","1"
"2 on scale 1-7 ","2008","West Germany","","","","","2"
"2 on scale 1-7 ","2008","East Germany","","","","","2"
"3 on scale 1-7 ","2008","East Germany","","","","","3"
"3 on scale 1-7 ","2008","West Germany","","","","","3"
"4 on scale 1-7","2008","West Germany","","","","","4"
"4 on scale 1-7","2008","East Germany","","","","","4"
"5 on scale 1-7","2008","East Germany","","","","","5"
"5 on scale 1-7","2008","West Germany","","","","","5"
"6 on scale 1-7","2008","East Germany","","","","","6"
"6 on scale 1-7","2008","West Germany","","","","","6"
"7 Strongly agree","2008","West Germany","","","","","7"
"7 Strongly agree","2008","East Germany","","","","","7"
"1 Strongly disagree","2009","West Germany","1518","0.128718233807046","0.123047019215424","0.134389448398668","1"
"1 Strongly disagree","2009","East Germany","452","0.101392475429298","0.0926005748071526","0.110184376051444","1"
"2 on scale 1-7 ","2009","East Germany","600","0.136340036783804","0.126345147698375","0.146334925869233","2"
"2 on scale 1-7 ","2009","West Germany","1921","0.149682532404955","0.143640920230215","0.155724144579695","2"
"3 on scale 1-7 ","2009","West Germany","2116","0.159620678992863","0.153418290180005","0.165823067805721","3"
"3 on scale 1-7 ","2009","East Germany","695","0.155612376491308","0.145054225243023","0.166170527739594","3"
