"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","2.76","3","3247","1","2","4","4","4","2.72","2.8","1","4","3","3"
"1984","indirect migration background","2.67","3","123","1","2","4","4","4","2.48","2.86","1","4","2","3"
"1984","no migration background","2.77","3","8544","1","2","4","4","4","2.75","2.79","1","4","3","3"
"1985","direct migration background","2.8","3","2793","1","2","4","4","4","2.76","2.84","1","4","3","3"
"1985","indirect migration background","2.51","2","140","1","1","4","4","4","2.32","2.7","1","4","2","3"
"1985","no migration background","2.74","3","7876","1","2","4","4","4","2.71","2.77","1","4","3","3"
"1986","direct migration background","2.71","3","2691","1","2","4","4","4","2.67","2.75","1","4","3","3"
"1986","indirect migration background","2.57","2","152","1","2","4","4","4","2.39","2.75","1","4","2","3"
"1986","no migration background","2.62","3","7504","1","2","4","4","4","2.59","2.65","1","4","2","3"
"1987","direct migration background","","","","","","","","","","","","","",""
"1987","indirect migration background","","","","","","","","","","","","","",""
"1987","no migration background","","","","","","","","","","","","","",""
"1988","direct migration background","","","","","","","","","","","","","",""
"1988","indirect migration background","","","","","","","","","","","","","",""
"1988","no migration background","","","","","","","","","","","","","",""
"1989","direct migration background","","","","","","","","","","","","","",""
"1989","indirect migration background","","","","","","","","","","","","","",""
"1989","no migration background","","","","","","","","","","","","","",""
"1990","direct migration background","","","","","","","","","","","","","",""
"1990","indirect migration background","","","","","","","","","","","","","",""
"1990","no migration background","","","","","","","","","","","","","",""
"1991","direct migration background","","","","","","","","","","","","","",""
"1991","indirect migration background","","","","","","","","","","","","","",""
"1991","no migration background","","","","","","","","","","","","","",""
"1992","direct migration background","","","","","","","","","","","","","",""
"1992","indirect migration background","","","","","","","","","","","","","",""
"1992","no migration background","","","","","","","","","","","","","",""
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","","","","","","","","","","","","","",""
"1994","indirect migration background","","","","","","","","","","","","","",""
"1994","no migration background","","","","","","","","","","","","","",""
"1995","direct migration background","","","","","","","","","","","","","",""
"1995","indirect migration background","","","","","","","","","","","","","",""
"1995","no migration background","","","","","","","","","","","","","",""
"1996","direct migration background","2.91","3","2534","1","2","4","4","4","2.87","2.95","1","4","3","3"
"1996","indirect migration background","2.51","2","534","1","1","4","4","4","2.41","2.61","1","4","3","3"
"1996","no migration background","2.84","3","9752","1","2","4","4","4","2.82","2.86","1","4","3","3"
"1997","direct migration background","","","","","","","","","","","","","",""
"1997","indirect migration background","","","","","","","","","","","","","",""
"1997","no migration background","","","","","","","","","","","","","",""
"1998","direct migration background","","","","","","","","","","","","","",""
"1998","indirect migration background","","","","","","","","","","","","","",""
"1998","no migration background","","","","","","","","","","","","","",""
"1999","direct migration background","","","","","","","","","","","","","",""
"1999","indirect migration background","","","","","","","","","","","","","",""
"1999","no migration background","","","","","","","","","","","","","",""
"2000","direct migration background","","","","","","","","","","","","","",""
"2000","indirect migration background","","","","","","","","","","","","","",""
"2000","no migration background","","","","","","","","","","","","","",""
"2001","direct migration background","","","","","","","","","","","","","",""
"2001","indirect migration background","","","","","","","","","","","","","",""
"2001","no migration background","","","","","","","","","","","","","",""
"2002","direct migration background","","","","","","","","","","","","","",""
"2002","indirect migration background","","","","","","","","","","","","","",""
"2002","no migration background","","","","","","","","","","","","","",""
"2003","direct migration background","","","","","","","","","","","","","",""
"2003","indirect migration background","","","","","","","","","","","","","",""
"2003","no migration background","","","","","","","","","","","","","",""
"2004","direct migration background","","","","","","","","","","","","","",""
"2004","indirect migration background","","","","","","","","","","","","","",""
"2004","no migration background","","","","","","","","","","","","","",""
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","2.85","3","2330","1","2","4","4","4","2.81","2.89","1","4","3","3"
"2006","indirect migration background","2.73","3","798","1","2","4","4","4","2.65","2.81","1","4","3","3"
"2006","no migration background","2.74","3","18607","1","2","4","4","4","2.72","2.76","1","4","3","3"
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","","","","","","","","","","","","","",""
"2008","indirect migration background","","","","","","","","","","","","","",""
"2008","no migration background","","","","","","","","","","","","","",""
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","","","","","","","","","","","","","",""
"2010","indirect migration background","","","","","","","","","","","","","",""
"2010","no migration background","","","","","","","","","","","","","",""
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","","","","","","","","","","","","","",""
"2012","indirect migration background","","","","","","","","","","","","","",""
"2012","no migration background","","","","","","","","","","","","","",""
"2013","direct migration background","","","","","","","","","","","","","",""
"2013","indirect migration background","","","","","","","","","","","","","",""
"2013","no migration background","","","","","","","","","","","","","",""
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","2.44","2","4592","1","2","3","4","4","2.41","2.47","1","4","2","3"
"2016","indirect migration background","2.26","2","1533","1","1","3","4","4","2.21","2.31","1","4","2","2"
"2016","no migration background","2.28","2","17623","1","1","3","4","4","2.26","2.3","1","4","2","2"
