"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","1.72","2","5856","1","1","2","3","4","1.7","1.74","1","4","2","2"
"2003","35-65 y.","1.69","2","12647","1","1","2","3","4","1.68","1.7","1","4","2","2"
"2003","66 and older","1.61","1","3684","1","1","2","3","4","1.59","1.63","1","4","1","1"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","1.69","2","4364","1","1","2","3","3","1.67","1.71","1","4","2","2"
"2008","35-65 y.","1.74","2","10656","1","1","2","3","4","1.73","1.75","1","4","2","2"
"2008","66 and older","1.64","2","4341","1","1","2","3","4","1.62","1.66","1","4","1","2"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","1.76","2","5633","1","1","2","3","3","1.74","1.78","1","4","2","2"
"2013","35-65 y.","1.75","2","14900","1","1","2","3","4","1.74","1.76","1","4","2","2"
"2013","66 and older","1.59","1","4975","1","1","2","2","4","1.57","1.61","1","4","1","2"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","1.79","2","8012","1","1","2","3","4","1.77","1.81","1","4","2","2"
"2018","35-65 y.","1.8","2","16398","1","1","2","3","4","1.79","1.81","1","4","2","2"
"2018","66 and older","1.66","2","5076","1","1","2","3","4","1.64","1.68","1","4","2","2"
