"plh0195","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Urban Area","West Germany","5742","0.463554081041663","0.454934059791754","0.472174102291572"
"People exploit","2003","Urban Area","East Germany","929","0.509952982205548","0.486948450712712","0.532957513698384"
"People exploit","2003","Rural Area","West Germany","1740","0.468937528577419","0.452963271400735","0.484911785754102"
"People exploit","2003","Rural Area","East Germany","1976","0.582148585450551","0.565783229042009","0.598513941859093"
"People are fair","2003","Urban Area","West Germany","7114","0.536445918958337","0.527825897708428","0.545065940208246"
"People are fair","2003","Urban Area","East Germany","885","0.490047017794452","0.467042486301616","0.513051549287288"
"People are fair","2003","Rural Area","West Germany","2009","0.531062471422581","0.515088214245898","0.547036728599265"
"People are fair","2003","Rural Area","East Germany","1513","0.417851414549449","0.401486058140907","0.434216770957991"
"People exploit","2004","Urban Area","West Germany","","","",""
"People exploit","2004","Urban Area","East Germany","","","",""
"People exploit","2004","Rural Area","West Germany","","","",""
"People exploit","2004","Rural Area","East Germany","","","",""
"People are fair","2004","Urban Area","West Germany","","","",""
"People are fair","2004","Urban Area","East Germany","","","",""
"People are fair","2004","Rural Area","West Germany","","","",""
"People are fair","2004","Rural Area","East Germany","","","",""
"People exploit","2005","Urban Area","West Germany","","","",""
"People exploit","2005","Urban Area","East Germany","","","",""
"People exploit","2005","Rural Area","West Germany","","","",""
"People exploit","2005","Rural Area","East Germany","","","",""
"People are fair","2005","Urban Area","West Germany","","","",""
"People are fair","2005","Urban Area","East Germany","","","",""
"People are fair","2005","Rural Area","West Germany","","","",""
"People are fair","2005","Rural Area","East Germany","","","",""
"People exploit","2006","Urban Area","West Germany","","","",""
"People exploit","2006","Urban Area","East Germany","","","",""
"People exploit","2006","Rural Area","West Germany","","","",""
"People exploit","2006","Rural Area","East Germany","","","",""
"People are fair","2006","Urban Area","West Germany","","","",""
"People are fair","2006","Urban Area","East Germany","","","",""
"People are fair","2006","Rural Area","West Germany","","","",""
"People are fair","2006","Rural Area","East Germany","","","",""
"People exploit","2007","Urban Area","West Germany","","","",""
"People exploit","2007","Urban Area","East Germany","","","",""
"People exploit","2007","Rural Area","West Germany","","","",""
"People exploit","2007","Rural Area","East Germany","","","",""
"People are fair","2007","Urban Area","West Germany","","","",""
"People are fair","2007","Urban Area","East Germany","","","",""
"People are fair","2007","Rural Area","West Germany","","","",""
"People are fair","2007","Rural Area","East Germany","","","",""
"People exploit","2008","Urban Area","West Germany","4821","0.463076521957785","0.453757425389126","0.472395618526444"
"People exploit","2008","Urban Area","East Germany","792","0.494063170452765","0.469983124424086","0.518143216481445"
"People exploit","2008","Rural Area","West Germany","1574","0.473754852354087","0.456921887034779","0.490587817673395"
"People exploit","2008","Rural Area","East Germany","1630","0.558061096883619","0.540493963687271","0.575628230079967"
"People are fair","2008","Urban Area","West Germany","6177","0.536923478042216","0.527604381473557","0.546242574610874"
"People are fair","2008","Urban Area","East Germany","864","0.505936829547235","0.481856783518555","0.530016875575914"
"People are fair","2008","Rural Area","West Germany","1806","0.526245147645913","0.509412182326605","0.543078112965221"
"People are fair","2008","Rural Area","East Germany","1440","0.441938903116381","0.424371769920033","0.459506036312729"
"People exploit","2009","Urban Area","West Germany","","","",""
"People exploit","2009","Urban Area","East Germany","","","",""
"People exploit","2009","Rural Area","West Germany","","","",""
"People exploit","2009","Rural Area","East Germany","","","",""
"People are fair","2009","Urban Area","West Germany","","","",""
"People are fair","2009","Urban Area","East Germany","","","",""
"People are fair","2009","Rural Area","West Germany","","","",""
"People are fair","2009","Rural Area","East Germany","","","",""
"People exploit","2010","Urban Area","West Germany","","","",""
"People exploit","2010","Urban Area","East Germany","","","",""
"People exploit","2010","Rural Area","West Germany","","","",""
"People exploit","2010","Rural Area","East Germany","","","",""
"People are fair","2010","Urban Area","West Germany","","","",""
"People are fair","2010","Urban Area","East Germany","","","",""
"People are fair","2010","Rural Area","West Germany","","","",""
"People are fair","2010","Rural Area","East Germany","","","",""
"People exploit","2011","Urban Area","West Germany","","","",""
"People exploit","2011","Urban Area","East Germany","","","",""
"People exploit","2011","Rural Area","West Germany","","","",""
"People exploit","2011","Rural Area","East Germany","","","",""
"People are fair","2011","Urban Area","West Germany","","","",""
"People are fair","2011","Urban Area","East Germany","","","",""
"People are fair","2011","Rural Area","West Germany","","","",""
"People are fair","2011","Rural Area","East Germany","","","",""
"People exploit","2012","Urban Area","West Germany","","","",""
"People exploit","2012","Urban Area","East Germany","","","",""
"People exploit","2012","Rural Area","West Germany","","","",""
"People exploit","2012","Rural Area","East Germany","","","",""
"People are fair","2012","Urban Area","West Germany","","","",""
"People are fair","2012","Urban Area","East Germany","","","",""
"People are fair","2012","Rural Area","West Germany","","","",""
"People are fair","2012","Rural Area","East Germany","","","",""
"People exploit","2013","Urban Area","West Germany","5409","0.397719125103423","0.389620002255612","0.405818247951234"
"People exploit","2013","Urban Area","East Germany","895","0.479642656775219","0.457877962017055","0.501407351533382"
"People exploit","2013","Rural Area","West Germany","2119","0.411594000966768","0.398410749585305","0.42477725234823"
"People exploit","2013","Rural Area","East Germany","1774","0.483985196910804","0.467694447631452","0.500275946190156"
"People are fair","2013","Urban Area","West Germany","8619","0.602280874896577","0.594181752048766","0.610379997744388"
"People are fair","2013","Urban Area","East Germany","1129","0.520357343224781","0.498592648466618","0.542122037982944"
"People are fair","2013","Rural Area","West Germany","3234","0.588405999033232","0.57522274765177","0.601589250414695"
"People are fair","2013","Rural Area","East Germany","1841","0.516014803089196","0.499724053809844","0.532305552368548"
"People exploit","2014","Urban Area","West Germany","","","",""
"People exploit","2014","Urban Area","East Germany","","","",""
"People exploit","2014","Rural Area","West Germany","","","",""
"People exploit","2014","Rural Area","East Germany","","","",""
"People are fair","2014","Urban Area","West Germany","","","",""
"People are fair","2014","Urban Area","East Germany","","","",""
"People are fair","2014","Rural Area","West Germany","","","",""
"People are fair","2014","Rural Area","East Germany","","","",""
