"plh0195","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","16-34 y.","Urban Area","1721","0.451324976769343","0.43561838854883","0.467031564989856"
"People exploit","2003","16-34 y.","Rural Area","986","0.515855428970646","0.493519193220417","0.538191664720875"
"People exploit","2003","35-65 y.","Urban Area","4021","0.50791460448137","0.497236802919032","0.518592406043707"
"People exploit","2003","35-65 y.","Rural Area","2214","0.554993041006197","0.539760698172761","0.570225383839632"
"People exploit","2003","66 and older","Urban Area","929","0.385448810258451","0.365948607442622","0.40494901307428"
"People exploit","2003","66 and older","Rural Area","516","0.413372820233675","0.385808016452056","0.440937624015294"
"People are fair","2003","16-34 y.","Urban Area","2135","0.548675023230657","0.532968435010144","0.56438161145117"
"People are fair","2003","16-34 y.","Rural Area","937","0.484144571029354","0.461808335279125","0.506480806779584"
"People are fair","2003","35-65 y.","Urban Area","4400","0.49208539551863","0.481407593956293","0.502763197080968"
"People are fair","2003","35-65 y.","Rural Area","1875","0.445006958993804","0.429774616160368","0.460239301827239"
"People are fair","2003","66 and older","Urban Area","1464","0.614551189741549","0.59505098692572","0.634051392557378"
"People are fair","2003","66 and older","Rural Area","710","0.586627179766325","0.559062375984706","0.614191983547944"
"People exploit","2004","16-34 y.","Urban Area","","","",""
"People exploit","2004","16-34 y.","Rural Area","","","",""
"People exploit","2004","35-65 y.","Urban Area","","","",""
"People exploit","2004","35-65 y.","Rural Area","","","",""
"People exploit","2004","66 and older","Urban Area","","","",""
"People exploit","2004","66 and older","Rural Area","","","",""
"People are fair","2004","16-34 y.","Urban Area","","","",""
"People are fair","2004","16-34 y.","Rural Area","","","",""
"People are fair","2004","35-65 y.","Urban Area","","","",""
"People are fair","2004","35-65 y.","Rural Area","","","",""
"People are fair","2004","66 and older","Urban Area","","","",""
"People are fair","2004","66 and older","Rural Area","","","",""
"People exploit","2005","16-34 y.","Urban Area","","","",""
"People exploit","2005","16-34 y.","Rural Area","","","",""
"People exploit","2005","35-65 y.","Urban Area","","","",""
"People exploit","2005","35-65 y.","Rural Area","","","",""
"People exploit","2005","66 and older","Urban Area","","","",""
"People exploit","2005","66 and older","Rural Area","","","",""
"People are fair","2005","16-34 y.","Urban Area","","","",""
"People are fair","2005","16-34 y.","Rural Area","","","",""
"People are fair","2005","35-65 y.","Urban Area","","","",""
"People are fair","2005","35-65 y.","Rural Area","","","",""
"People are fair","2005","66 and older","Urban Area","","","",""
"People are fair","2005","66 and older","Rural Area","","","",""
"People exploit","2006","16-34 y.","Urban Area","","","",""
"People exploit","2006","16-34 y.","Rural Area","","","",""
"People exploit","2006","35-65 y.","Urban Area","","","",""
"People exploit","2006","35-65 y.","Rural Area","","","",""
"People exploit","2006","66 and older","Urban Area","","","",""
"People exploit","2006","66 and older","Rural Area","","","",""
"People are fair","2006","16-34 y.","Urban Area","","","",""
"People are fair","2006","16-34 y.","Rural Area","","","",""
"People are fair","2006","35-65 y.","Urban Area","","","",""
"People are fair","2006","35-65 y.","Rural Area","","","",""
"People are fair","2006","66 and older","Urban Area","","","",""
"People are fair","2006","66 and older","Rural Area","","","",""
"People exploit","2007","16-34 y.","Urban Area","","","",""
"People exploit","2007","16-34 y.","Rural Area","","","",""
"People exploit","2007","35-65 y.","Urban Area","","","",""
"People exploit","2007","35-65 y.","Rural Area","","","",""
"People exploit","2007","66 and older","Urban Area","","","",""
"People exploit","2007","66 and older","Rural Area","","","",""
"People are fair","2007","16-34 y.","Urban Area","","","",""
"People are fair","2007","16-34 y.","Rural Area","","","",""
"People are fair","2007","35-65 y.","Urban Area","","","",""
"People are fair","2007","35-65 y.","Rural Area","","","",""
"People are fair","2007","66 and older","Urban Area","","","",""
"People are fair","2007","66 and older","Rural Area","","","",""
"People exploit","2008","16-34 y.","Urban Area","1242","0.454722864824188","0.436518029749862","0.472927699898513"
"People exploit","2008","16-34 y.","Rural Area","740","0.551864629221438","0.526223623293245","0.577505635149631"
"People exploit","2008","35-65 y.","Urban Area","3224","0.497582358888292","0.48583839192642","0.509326325850164"
"People exploit","2008","35-65 y.","Rural Area","1845","0.519609889838467","0.503197991230113","0.536021788446822"
"People exploit","2008","66 and older","Urban Area","1147","0.407270849845553","0.389127207595326","0.42541449209578"
"People exploit","2008","66 and older","Rural Area","619","0.425121649896544","0.399632300205062","0.450610999588026"
"People are fair","2008","16-34 y.","Urban Area","1632","0.545277135175812","0.527072300101487","0.563481970250138"
"People are fair","2008","16-34 y.","Rural Area","705","0.448135370778562","0.422494364850369","0.473776376706755"
"People are fair","2008","35-65 y.","Urban Area","3739","0.502417641111708","0.490673674149836","0.51416160807358"
"People are fair","2008","35-65 y.","Rural Area","1715","0.480390110161532","0.463978211553178","0.496802008769887"
"People are fair","2008","66 and older","Urban Area","1670","0.592729150154447","0.57458550790422","0.610872792404674"
"People are fair","2008","66 and older","Rural Area","826","0.574878350103456","0.549389000411974","0.600367699794938"
"People exploit","2009","16-34 y.","Urban Area","","","",""
"People exploit","2009","16-34 y.","Rural Area","","","",""
"People exploit","2009","35-65 y.","Urban Area","","","",""
"People exploit","2009","35-65 y.","Rural Area","","","",""
"People exploit","2009","66 and older","Urban Area","","","",""
"People exploit","2009","66 and older","Rural Area","","","",""
"People are fair","2009","16-34 y.","Urban Area","","","",""
"People are fair","2009","16-34 y.","Rural Area","","","",""
"People are fair","2009","35-65 y.","Urban Area","","","",""
"People are fair","2009","35-65 y.","Rural Area","","","",""
"People are fair","2009","66 and older","Urban Area","","","",""
"People are fair","2009","66 and older","Rural Area","","","",""
"People exploit","2010","16-34 y.","Urban Area","","","",""
"People exploit","2010","16-34 y.","Rural Area","","","",""
"People exploit","2010","35-65 y.","Urban Area","","","",""
"People exploit","2010","35-65 y.","Rural Area","","","",""
"People exploit","2010","66 and older","Urban Area","","","",""
"People exploit","2010","66 and older","Rural Area","","","",""
