"plh0195","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","1-pers.-HH","no migration background","1516","0.572789210728599","0.553844025210751","0.591734396246447","2"
"People are fair","2003","1-pers.-HH","direct migration background","125","0.569395355420269","0.505679075191737","0.633111635648801","2"
"People are fair","2003","Couple + C. LE 16 ","direct migration background","289","0.441892944233937","0.403803135621681","0.479982752846193","2"
"People are fair","2003","1-pers.-HH","indirect migration background","46","0.437789595039977","0.331695648412822","0.543883541667131","2"
"People are fair","2003","(Married) couple without C. ","no migration background","3348","0.51061854795917","0.498348507844634","0.522888588073706","2"
"People are fair","2003","(Married) couple without C. ","direct migration background","376","0.517002584469397","0.480527255357365","0.553477913581429","2"
"People are fair","2003","Couple + C. LE 16 ","indirect migration background","69","0.382610631611629","0.310394942976152","0.454826320247105","2"
"People are fair","2003","Couple + C. GT 16 ","no migration background","1717","0.502965307709082","0.485893372722129","0.520037242696034","2"
"People are fair","2003","Couple + C. GT 16 ","direct migration background","206","0.52162147231687","0.473327742363057","0.569915202270683","2"
"People are fair","2003","Couple + C. GT 16 ","indirect migration background","102","0.502132177249638","0.429491739520596","0.574772614978679","2"
"People are fair","2003","(Married) couple without C. ","indirect migration background","63","0.553436908088314","0.464489573135468","0.642384243041161","2"
"People are fair","2003","Single parent ","no migration background","441","0.489054706882615","0.456287060023136","0.521822353742095","2"
"People are fair","2003","Single parent ","direct migration background","64","0.494592209058778","0.412067664471247","0.577116753646308","2"
"People are fair","2003","Single parent ","indirect migration background","27","","","","2"
"People are fair","2003","Couple + C. LE 16 ","no migration background","1852","0.521630302165719","0.505071625881628","0.538188978449811","2"
"People are fair","2003","Couple + C. LE and GT 16","direct migration background","147","0.45995911840754","0.402398588641407","0.517519648173672","2"
"People are fair","2003","Couple + C. LE and GT 16","indirect migration background","70","0.578740935024646","0.492182416438891","0.665299453610401","2"
"People are fair","2003","Couple + C. LE and GT 16","no migration background","743","0.476477359599495","0.450361832389047","0.502592886809943","2"
"People exploit","2003","1-pers.-HH","no migration background","1103","0.427210789271401","0.408265603753553","0.446155974789249","1"
"People exploit","2003","1-pers.-HH","direct migration background","107","0.430604644579731","0.366888364351199","0.494320924808264","1"
"People exploit","2003","1-pers.-HH","indirect migration background","38","0.562210404960023","0.456116458332869","0.668304351587178","1"
"People exploit","2003","(Married) couple without C. ","no migration background","3028","0.48938145204083","0.477111411926294","0.501651492155366","1"
"People exploit","2003","(Married) couple without C. ","direct migration background","345","0.482997415530603","0.446522086418571","0.519472744642635","1"
"People exploit","2003","(Married) couple without C. ","indirect migration background","57","0.446563091911686","0.357615756958839","0.535510426864532","1"
"People exploit","2003","Single parent ","no migration background","453","0.510945293117385","0.478177646257905","0.543712939976864","1"
"People exploit","2003","Single parent ","direct migration background","77","0.505407790941222","0.422883246353692","0.587932335528753","1"
"People exploit","2003","Single parent ","indirect migration background","36","0.577883867459461","0.455924805087317","0.699842929831605","1"
"People exploit","2003","Couple + C. LE 16 ","no migration background","1644","0.478369697834281","0.461811021550189","0.494928374118372","1"
"People exploit","2003","Couple + C. LE 16 ","direct migration background","364","0.558107055766063","0.520017247153807","0.596196864378319","1"
"People exploit","2003","Couple + C. LE 16 ","indirect migration background","105","0.617389368388371","0.545173679752895","0.689605057023848","1"
"People exploit","2003","Couple + C. GT 16 ","no migration background","1578","0.497034692290918","0.479962757303966","0.514106627277871","1"
"People exploit","2003","Couple + C. GT 16 ","direct migration background","205","0.47837852768313","0.430084797729317","0.526672257636943","1"
"People exploit","2003","Couple + C. GT 16 ","indirect migration background","80","0.497867822750362","0.425227385021321","0.570508260479404","1"
"People exploit","2003","Couple + C. LE and GT 16","no migration background","662","0.523522640400505","0.497407113190057","0.549638167610953","1"
"People exploit","2003","Couple + C. LE and GT 16","direct migration background","141","0.54004088159246","0.482480351826328","0.597601411358593","1"
"People exploit","2003","Couple + C. LE and GT 16","indirect migration background","55","0.421259064975354","0.3347005463896","0.507817583561109","1"
"People are fair","2004","1-pers.-HH","no migration background","","","","","2"
"People are fair","2004","1-pers.-HH","direct migration background","","","","","2"
"People are fair","2004","(Married) couple without C. ","no migration background","","","","","2"
"People are fair","2004","(Married) couple without C. ","direct migration background","","","","","2"
"People are fair","2004","Couple + C. LE 16 ","direct migration background","","","","","2"
"People are fair","2004","Couple + C. LE 16 ","indirect migration background","","","","","2"
"People are fair","2004","Couple + C. GT 16 ","direct migration background","","","","","2"
"People are fair","2004","1-pers.-HH","indirect migration background","","","","","2"
"People are fair","2004","Couple + C. GT 16 ","no migration background","","","","","2"
"People are fair","2004","Couple + C. GT 16 ","indirect migration background","","","","","2"
"People are fair","2004","(Married) couple without C. ","indirect migration background","","","","","2"
