"plh0195","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","in school","201","0.337441157985812","0.29966993049044","0.375212385481183"
"People exploit","2003","inadequately","152","0.655204568136565","0.596752424516309","0.713656711756822"
"People exploit","2003","general elemantary","1367","0.494650147852988","0.475826291991826","0.513474003714149"
"People exploit","2003","middle vocational","5511","0.50193234947702","0.49258823283615","0.51127646611789"
"People exploit","2003","vocational + Abi","513","0.440804880285372","0.411971795285042","0.469637965285701"
"People exploit","2003","higher vocational","824","0.506730101958611","0.482766030103286","0.530694173813937"
"People exploit","2003","higher education","1720","0.416563394946373","0.401835205951275","0.43129158394147"
"People are fair","2003","in school","401","0.662558842014188","0.624787614518816","0.70033006950956"
"People are fair","2003","inadequately","102","0.344795431863435","0.286343288243178","0.403247575483691"
"People are fair","2003","general elemantary","1343","0.505349852147012","0.486525996285851","0.524173708008174"
"People are fair","2003","middle vocational","5488","0.49806765052298","0.48872353388211","0.507411767163851"
"People are fair","2003","vocational + Abi","626","0.559195119714628","0.530362034714299","0.588028204714958"
"People are fair","2003","higher vocational","848","0.493269898041389","0.469305826186063","0.517233969896714"
"People are fair","2003","higher education","2584","0.583436605053627","0.56870841605853","0.598164794048725"
"People exploit","2004","in school","","","",""
"People exploit","2004","inadequately","","","",""
"People exploit","2004","general elemantary","","","",""
"People exploit","2004","middle vocational","","","",""
"People exploit","2004","vocational + Abi","","","",""
"People exploit","2004","higher vocational","","","",""
"People exploit","2004","higher education","","","",""
"People are fair","2004","in school","","","",""
"People are fair","2004","inadequately","","","",""
"People are fair","2004","general elemantary","","","",""
"People are fair","2004","middle vocational","","","",""
"People are fair","2004","vocational + Abi","","","",""
"People are fair","2004","higher vocational","","","",""
"People are fair","2004","higher education","","","",""
"People exploit","2005","in school","","","",""
"People exploit","2005","inadequately","","","",""
"People exploit","2005","general elemantary","","","",""
"People exploit","2005","middle vocational","","","",""
"People exploit","2005","vocational + Abi","","","",""
"People exploit","2005","higher vocational","","","",""
"People exploit","2005","higher education","","","",""
"People are fair","2005","in school","","","",""
"People are fair","2005","inadequately","","","",""
"People are fair","2005","general elemantary","","","",""
"People are fair","2005","middle vocational","","","",""
"People are fair","2005","vocational + Abi","","","",""
"People are fair","2005","higher vocational","","","",""
"People are fair","2005","higher education","","","",""
"People exploit","2006","in school","","","",""
"People exploit","2006","inadequately","","","",""
"People exploit","2006","general elemantary","","","",""
"People exploit","2006","middle vocational","","","",""
"People exploit","2006","vocational + Abi","","","",""
"People exploit","2006","higher vocational","","","",""
"People exploit","2006","higher education","","","",""
"People are fair","2006","in school","","","",""
"People are fair","2006","inadequately","","","",""
"People are fair","2006","general elemantary","","","",""
"People are fair","2006","middle vocational","","","",""
"People are fair","2006","vocational + Abi","","","",""
"People are fair","2006","higher vocational","","","",""
"People are fair","2006","higher education","","","",""
"People exploit","2007","in school","","","",""
"People exploit","2007","inadequately","","","",""
"People exploit","2007","general elemantary","","","",""
"People exploit","2007","middle vocational","","","",""
"People exploit","2007","vocational + Abi","","","",""
"People exploit","2007","higher vocational","","","",""
"People exploit","2007","higher education","","","",""
"People are fair","2007","in school","","","",""
"People are fair","2007","inadequately","","","",""
"People are fair","2007","general elemantary","","","",""
"People are fair","2007","middle vocational","","","",""
"People are fair","2007","vocational + Abi","","","",""
"People are fair","2007","higher vocational","","","",""
"People are fair","2007","higher education","","","",""
"People exploit","2008","in school","125","0.356014292664248","0.306064628856215","0.405963956472282"
"People exploit","2008","inadequately","106","0.64964118896624","0.579751215800868","0.719531162131613"
"People exploit","2008","general elemantary","1056","0.52919647308082","0.507315329379452","0.551077616782188"
"People exploit","2008","middle vocational","4788","0.50694540826842","0.496956432748115","0.516934383788725"
"People exploit","2008","vocational + Abi","491","0.461962577628195","0.432256582854852","0.491668572401537"
"People exploit","2008","higher vocational","640","0.469671783864719","0.443528889054459","0.49581467867498"
"People exploit","2008","higher education","1457","0.36648093360998","0.351806931361671","0.381154935858289"
"People are fair","2008","in school","228","0.643985707335752","0.594036043527718","0.693935371143785"
"People are fair","2008","inadequately","73","0.35035881103376","0.280468837868387","0.420248784199132"
"People are fair","2008","general elemantary","943","0.47080352691918","0.448922383217812","0.492684670620548"
"People are fair","2008","middle vocational","4835","0.49305459173158","0.483065616211275","0.503043567251886"
"People are fair","2008","vocational + Abi","591","0.538037422371805","0.508331427598463","0.567743417145148"
"People are fair","2008","higher vocational","760","0.530328216135281","0.50418532132502","0.556471110945541"
"People are fair","2008","higher education","2685","0.63351906639002","0.618845064141711","0.648193068638329"
"People exploit","2009","in school","","","",""
"People exploit","2009","inadequately","","","",""
"People exploit","2009","general elemantary","","","",""
"People exploit","2009","middle vocational","","","",""
"People exploit","2009","vocational + Abi","","","",""
"People exploit","2009","higher vocational","","","",""
"People exploit","2009","higher education","","","",""
"People are fair","2009","in school","","","",""
"People are fair","2009","inadequately","","","",""
"People are fair","2009","general elemantary","","","",""
"People are fair","2009","middle vocational","","","",""
"People are fair","2009","vocational + Abi","","","",""
"People are fair","2009","higher vocational","","","",""
"People are fair","2009","higher education","","","",""
"People exploit","2010","in school","","","",""
"People exploit","2010","inadequately","","","",""
"People exploit","2010","general elemantary","","","",""
"People exploit","2010","middle vocational","","","",""
"People exploit","2010","vocational + Abi","","","",""
"People exploit","2010","higher vocational","","","",""
"People exploit","2010","higher education","","","",""
"People are fair","2010","in school","","","",""
"People are fair","2010","inadequately","","","",""
"People are fair","2010","general elemantary","","","",""
"People are fair","2010","middle vocational","","","",""
"People are fair","2010","vocational + Abi","","","",""
"People are fair","2010","higher vocational","","","",""
"People are fair","2010","higher education","","","",""
"People exploit","2011","in school","","","",""
"People exploit","2011","inadequately","","","",""
"People exploit","2011","general elemantary","","","",""
"People exploit","2011","middle vocational","","","",""
"People exploit","2011","vocational + Abi","","","",""
"People exploit","2011","higher vocational","","","",""
"People exploit","2011","higher education","","","",""
"People are fair","2011","in school","","","",""
"People are fair","2011","inadequately","","","",""
"People are fair","2011","general elemantary","","","",""
"People are fair","2011","middle vocational","","","",""
"People are fair","2011","vocational + Abi","","","",""
"People are fair","2011","higher vocational","","","",""
"People are fair","2011","higher education","","","",""
"People exploit","2012","in school","","","",""
"People exploit","2012","inadequately","","","",""
"People exploit","2012","general elemantary","","","",""
"People exploit","2012","middle vocational","","","",""
"People exploit","2012","vocational + Abi","","","",""
"People exploit","2012","higher vocational","","","",""
"People exploit","2012","higher education","","","",""
"People are fair","2012","in school","","","",""
"People are fair","2012","inadequately","","","",""
"People are fair","2012","general elemantary","","","",""
"People are fair","2012","middle vocational","","","",""
"People are fair","2012","vocational + Abi","","","",""
"People are fair","2012","higher vocational","","","",""
"People are fair","2012","higher education","","","",""
"People exploit","2013","in school","151","0.394744667054571","0.348916253803068","0.440573080306073"
"People exploit","2013","inadequately","200","0.604094281853495","0.550088399780805","0.658100163926184"
"People exploit","2013","general elemantary","1237","0.466221437144185","0.446717219696979","0.485725654591392"
"People exploit","2013","middle vocational","5562","0.459408560848874","0.450563693732407","0.468253427965341"
"People exploit","2013","vocational + Abi","620","0.385243133256611","0.362311014250423","0.408175252262799"
"People exploit","2013","higher vocational","705","0.427261735312659","0.403414569912252","0.451108900713066"
"People exploit","2013","higher education","1526","0.280451140390233","0.268807607741839","0.292094673038627"
"People are fair","2013","in school","286","0.60525533294543","0.559426919693927","0.651083746196932"
"People are fair","2013","inadequately","115","0.395905718146505","0.341899836073816","0.449911600219195"
"People are fair","2013","general elemantary","1276","0.533778562855815","0.514274345408608","0.553282780303021"
"People are fair","2013","middle vocational","6633","0.540591439151126","0.531746572034659","0.549436306267593"
"People are fair","2013","vocational + Abi","1110","0.614756866743389","0.591824747737201","0.637688985749577"
"People are fair","2013","higher vocational","948","0.572738264687341","0.548891099286934","0.596585430087748"
"People are fair","2013","higher education","4192","0.719548859609767","0.707905326961373","0.731192392258161"
"People exploit","2014","in school","","","",""
"People exploit","2014","inadequately","","","",""
"People exploit","2014","general elemantary","","","",""
"People exploit","2014","middle vocational","","","",""
"People exploit","2014","vocational + Abi","","","",""
"People exploit","2014","higher vocational","","","",""
"People exploit","2014","higher education","","","",""
"People are fair","2014","in school","","","",""
"People are fair","2014","inadequately","","","",""
"People are fair","2014","general elemantary","","","",""
"People are fair","2014","middle vocational","","","",""
"People are fair","2014","vocational + Abi","","","",""
"People are fair","2014","higher vocational","","","",""
"People are fair","2014","higher education","","","",""
"People exploit","2015","in school","","","",""
"People exploit","2015","inadequately","","","",""
"People exploit","2015","general elemantary","","","",""
"People exploit","2015","middle vocational","","","",""
"People exploit","2015","vocational + Abi","","","",""
"People exploit","2015","higher vocational","","","",""
"People exploit","2015","higher education","","","",""
"People are fair","2015","in school","","","",""
"People are fair","2015","inadequately","","","",""
"People are fair","2015","general elemantary","","","",""
"People are fair","2015","middle vocational","","","",""
"People are fair","2015","vocational + Abi","","","",""
"People are fair","2015","higher vocational","","","",""
"People are fair","2015","higher education","","","",""
"People exploit","2016","in school","","","",""
"People exploit","2016","inadequately","","","",""
"People exploit","2016","general elemantary","","","",""
"People exploit","2016","middle vocational","","","",""
"People exploit","2016","vocational + Abi","","","",""
"People exploit","2016","higher vocational","","","",""
"People exploit","2016","higher education","","","",""
"People are fair","2016","in school","","","",""
"People are fair","2016","inadequately","","","",""
"People are fair","2016","general elemantary","","","",""
"People are fair","2016","middle vocational","","","",""
"People are fair","2016","vocational + Abi","","","",""
"People are fair","2016","higher vocational","","","",""
"People are fair","2016","higher education","","","",""
"People exploit","2017","in school","","","",""
"People exploit","2017","inadequately","","","",""
"People exploit","2017","general elemantary","","","",""
"People exploit","2017","middle vocational","","","",""
"People exploit","2017","vocational + Abi","","","",""
"People exploit","2017","higher vocational","","","",""
"People exploit","2017","higher education","","","",""
"People are fair","2017","in school","","","",""
"People are fair","2017","inadequately","","","",""
"People are fair","2017","general elemantary","","","",""
"People are fair","2017","middle vocational","","","",""
"People are fair","2017","vocational + Abi","","","",""
"People are fair","2017","higher vocational","","","",""
"People are fair","2017","higher education","","","",""
"People exploit","2018","in school","122","0.352970905416242","0.302322427634043","0.403619383198441"
"People exploit","2018","inadequately","810","0.565536302033489","0.542469984072195","0.588602619994783"
"People exploit","2018","general elemantary","1613","0.500423204159529","0.483317196922426","0.517529211396632"
"People exploit","2018","middle vocational","5146","0.425807772603868","0.416899755139853","0.434715790067883"
"People exploit","2018","vocational + Abi","786","0.362368140664818","0.34198806284549","0.382748218484147"
"People exploit","2018","higher vocational","558","0.414257163556863","0.388636378948575","0.439877948165151"
"People exploit","2018","higher education","1779","0.252321311502573","0.241997025233342","0.262645597771804"
"People are fair","2018","in school","220","0.647029094583758","0.596380616801559","0.697677572365957"
"People are fair","2018","inadequately","964","0.434463697966511","0.411397380005216","0.457530015927805"
"People are fair","2018","general elemantary","1669","0.499576795840471","0.482470788603368","0.516682803077575"
"People are fair","2018","middle vocational","6690","0.574192227396132","0.565284209932117","0.583100244860147"
"People are fair","2018","vocational + Abi","1351","0.637631859335182","0.617251781515853","0.65801193715451"
"People are fair","2018","higher vocational","862","0.585742836443137","0.560122051834849","0.611363621051425"
"People are fair","2018","higher education","5020","0.747678688497427","0.737354402228196","0.758002974766658"
