"plh0195","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Full Time","lower secondary degree","1270","0.550812080310405","0.530593420053897","0.571030740566912"
"People exploit","2003","Full Time","secondary school degree","1679","0.544263879756569","0.526857868978141","0.561669890534997"
"People exploit","2003","Full Time","college entrance qualification","1111","0.412854746516078","0.394549514587284","0.431159978444873"
"People exploit","2003","Full Time","Other degree","228","0.595318395874616","0.548208575710623","0.642428216038608"
"People exploit","2003","Full Time","no degree/no degree yet","44","0.692198059533497","0.579112026541726","0.805284092525268"
"People exploit","2003","Part Time","lower secondary degree","801","0.54485708750443","0.519408894547708","0.570305280461152"
"People exploit","2003","Part Time","secondary school degree","807","0.468069047540029","0.444377365883951","0.491760729196107"
"People exploit","2003","Part Time","college entrance qualification","473","0.364604287287059","0.338995371451888","0.390213203122231"
"People exploit","2003","Part Time","Other degree","151","0.513558146400633","0.45709369383671","0.570022598964555"
"People exploit","2003","Part Time","no degree/no degree yet","66","0.459233202431369","0.381529592286734","0.536936812576004"
"People exploit","2003","Not Working","lower secondary degree","1917","0.470642159498035","0.455206781686058","0.486077537310011"
"People exploit","2003","Not Working","secondary school degree","734","0.4641089392237","0.439217263922627","0.489000614524773"
"People exploit","2003","Not Working","college entrance qualification","478","0.38738540517514","0.360149773868312","0.414621036481968"
"People exploit","2003","Not Working","Other degree","255","0.508622406510197","0.46413033358059","0.553114479439804"
"People exploit","2003","Not Working","no degree/no degree yet","253","0.452981241960127","0.414654508474076","0.491307975446179"
"People are fair","2003","Full Time","lower secondary degree","1055","0.449187919689595","0.428969259433088","0.469406579946103"
"People are fair","2003","Full Time","secondary school degree","1466","0.455736120243431","0.438330109465003","0.473142131021859"
"People are fair","2003","Full Time","college entrance qualification","1668","0.587145253483922","0.568840021555127","0.605450485412716"
"People are fair","2003","Full Time","Other degree","189","0.404681604125384","0.357571783961392","0.451791424289377"
"People are fair","2003","Full Time","no degree/no degree yet","20","","",""
"People are fair","2003","Part Time","lower secondary degree","670","0.45514291249557","0.429694719538847","0.480591105452292"
"People are fair","2003","Part Time","secondary school degree","897","0.531930952459971","0.508239270803893","0.555622634116049"
"People are fair","2003","Part Time","college entrance qualification","884","0.635395712712941","0.609786796877769","0.661004628548112"
"People are fair","2003","Part Time","Other degree","150","0.486441853599367","0.429977401035445","0.54290630616329"
"People are fair","2003","Part Time","no degree/no degree yet","92","0.540766797568631","0.463063187423996","0.618470407713266"
"People are fair","2003","Not Working","lower secondary degree","2100","0.529357840501966","0.51392246268999","0.544793218313942"
"People are fair","2003","Not Working","secondary school degree","808","0.5358910607763","0.510999385475227","0.560782736077373"
"People are fair","2003","Not Working","college entrance qualification","751","0.61261459482486","0.585378963518032","0.639850226131688"
"People are fair","2003","Not Working","Other degree","230","0.491377593489803","0.446885520560196","0.53586966641941"
"People are fair","2003","Not Working","no degree/no degree yet","395","0.547018758039873","0.508692024553821","0.585345491525924"
"People exploit","2004","Full Time","lower secondary degree","","","",""
"People exploit","2004","Full Time","secondary school degree","","","",""
"People exploit","2004","Full Time","college entrance qualification","","","",""
"People exploit","2004","Full Time","Other degree","","","",""
"People exploit","2004","Full Time","no degree/no degree yet","","","",""
"People exploit","2004","Part Time","lower secondary degree","","","",""
"People exploit","2004","Part Time","secondary school degree","","","",""
"People exploit","2004","Part Time","college entrance qualification","","","",""
"People exploit","2004","Part Time","Other degree","","","",""
"People exploit","2004","Part Time","no degree/no degree yet","","","",""
"People exploit","2004","Not Working","lower secondary degree","","","",""
"People exploit","2004","Not Working","secondary school degree","","","",""
"People exploit","2004","Not Working","college entrance qualification","","","",""
"People exploit","2004","Not Working","Other degree","","","",""
"People exploit","2004","Not Working","no degree/no degree yet","","","",""
"People are fair","2004","Full Time","lower secondary degree","","","",""
"People are fair","2004","Full Time","secondary school degree","","","",""
"People are fair","2004","Full Time","college entrance qualification","","","",""
"People are fair","2004","Full Time","Other degree","","","",""
"People are fair","2004","Full Time","no degree/no degree yet","","","",""
"People are fair","2004","Part Time","lower secondary degree","","","",""
"People are fair","2004","Part Time","secondary school degree","","","",""
"People are fair","2004","Part Time","college entrance qualification","","","",""
"People are fair","2004","Part Time","Other degree","","","",""
"People are fair","2004","Part Time","no degree/no degree yet","","","",""
"People are fair","2004","Not Working","lower secondary degree","","","",""
"People are fair","2004","Not Working","secondary school degree","","","",""
"People are fair","2004","Not Working","college entrance qualification","","","",""
"People are fair","2004","Not Working","Other degree","","","",""
"People are fair","2004","Not Working","no degree/no degree yet","","","",""
"People exploit","2005","Full Time","lower secondary degree","","","",""
"People exploit","2005","Full Time","secondary school degree","","","",""
"People exploit","2005","Full Time","college entrance qualification","","","",""
"People exploit","2005","Full Time","Other degree","","","",""
"People exploit","2005","Full Time","no degree/no degree yet","","","",""
"People exploit","2005","Part Time","lower secondary degree","","","",""
"People exploit","2005","Part Time","secondary school degree","","","",""
"People exploit","2005","Part Time","college entrance qualification","","","",""
"People exploit","2005","Part Time","Other degree","","","",""
"People exploit","2005","Part Time","no degree/no degree yet","","","",""
"People exploit","2005","Not Working","lower secondary degree","","","",""
"People exploit","2005","Not Working","secondary school degree","","","",""
"People exploit","2005","Not Working","college entrance qualification","","","",""
"People exploit","2005","Not Working","Other degree","","","",""
"People exploit","2005","Not Working","no degree/no degree yet","","","",""
"People are fair","2005","Full Time","lower secondary degree","","","",""
"People are fair","2005","Full Time","secondary school degree","","","",""
"People are fair","2005","Full Time","college entrance qualification","","","",""
"People are fair","2005","Full Time","Other degree","","","",""
"People are fair","2005","Full Time","no degree/no degree yet","","","",""
"People are fair","2005","Part Time","lower secondary degree","","","",""
"People are fair","2005","Part Time","secondary school degree","","","",""
"People are fair","2005","Part Time","college entrance qualification","","","",""
"People are fair","2005","Part Time","Other degree","","","",""
"People are fair","2005","Part Time","no degree/no degree yet","","","",""
"People are fair","2005","Not Working","lower secondary degree","","","",""
"People are fair","2005","Not Working","secondary school degree","","","",""
"People are fair","2005","Not Working","college entrance qualification","","","",""
"People are fair","2005","Not Working","Other degree","","","",""
"People are fair","2005","Not Working","no degree/no degree yet","","","",""
"People exploit","2006","Full Time","lower secondary degree","","","",""
"People exploit","2006","Full Time","secondary school degree","","","",""
