"plh0195","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","16-34 y.","lower secondary degree","667","0.583697797415136","0.555095320062713","0.61230027476756"
"People exploit","2003","16-34 y.","secondary school degree","978","0.52382734852025","0.501388270659597","0.546266426380903"
"People exploit","2003","16-34 y.","college entrance qualification","621","0.349836238815741","0.326907701085659","0.372764776545824"
"People exploit","2003","16-34 y.","Other degree","109","0.532039823589055","0.463059285036989","0.601020362141121"
"People exploit","2003","16-34 y.","no degree/no degree yet","237","0.395236041501319","0.357651207738733","0.432820875263904"
"People exploit","2003","35-65 y.","lower secondary degree","2339","0.556957549659307","0.54209987689949","0.571815222419124"
"People exploit","2003","35-65 y.","secondary school degree","2068","0.52453666866983","0.509025521998548","0.540047815341113"
"People exploit","2003","35-65 y.","college entrance qualification","1251","0.420199952697191","0.403108894219654","0.437291011174728"
"People exploit","2003","35-65 y.","Other degree","451","0.568019732657749","0.534441439355501","0.601598025959996"
"People exploit","2003","35-65 y.","no degree/no degree yet","101","0.70741376840081","0.636475065312597","0.778352471489023"
"People exploit","2003","66 and older","lower secondary degree","982","0.400935125786622","0.381237397296892","0.420632854276352"
"People exploit","2003","66 and older","secondary school degree","174","0.34526598014043","0.303839104512656","0.386692855768205"
"People exploit","2003","66 and older","college entrance qualification","190","0.39888017721711","0.355916685488304","0.441843668945916"
"People exploit","2003","66 and older","Other degree","74","0.421826943140508","0.34670096672013","0.496952919560885"
"People exploit","2003","66 and older","no degree/no degree yet","25","","",""
"People are fair","2003","16-34 y.","lower secondary degree","474","0.416302202584864","0.38769972523244","0.444904679937288"
"People are fair","2003","16-34 y.","secondary school degree","925","0.47617265147975","0.453733573619097","0.498611729340403"
"People are fair","2003","16-34 y.","college entrance qualification","1041","0.650163761184259","0.627235223454176","0.673092298914341"
"People are fair","2003","16-34 y.","Other degree","92","0.467960176410945","0.398979637858879","0.536940714963011"
"People are fair","2003","16-34 y.","no degree/no degree yet","413","0.604763958498682","0.567179124736096","0.642348792261267"
"People are fair","2003","35-65 y.","lower secondary degree","1955","0.443042450340693","0.428184777580876","0.45790012310051"
"People are fair","2003","35-65 y.","secondary school degree","1914","0.47546333133017","0.459952184658887","0.490974478001452"
"People are fair","2003","35-65 y.","college entrance qualification","1953","0.579800047302809","0.562708988825272","0.596891105780346"
"People are fair","2003","35-65 y.","Other degree","385","0.431980267342251","0.398401974040004","0.465558560644499"
"People are fair","2003","35-65 y.","no degree/no degree yet","57","0.29258623159919","0.221647528510977","0.363524934687403"
"People are fair","2003","66 and older","lower secondary degree","1396","0.599064874213378","0.579367145723648","0.618762602703108"
"People are fair","2003","66 and older","secondary school degree","332","0.65473401985957","0.613307144231795","0.696160895487344"
"People are fair","2003","66 and older","college entrance qualification","309","0.60111982278289","0.558156331054084","0.644083314511697"
"People are fair","2003","66 and older","Other degree","92","0.578173056859492","0.503047080439115","0.65329903327987"
"People are fair","2003","66 and older","no degree/no degree yet","37","0.501556255196149","0.377099020577815","0.626013489814483"
"People exploit","2004","16-34 y.","lower secondary degree","","","",""
"People exploit","2004","16-34 y.","secondary school degree","","","",""
"People exploit","2004","16-34 y.","college entrance qualification","","","",""
"People exploit","2004","16-34 y.","Other degree","","","",""
"People exploit","2004","16-34 y.","no degree/no degree yet","","","",""
"People exploit","2004","35-65 y.","lower secondary degree","","","",""
"People exploit","2004","35-65 y.","secondary school degree","","","",""
"People exploit","2004","35-65 y.","college entrance qualification","","","",""
"People exploit","2004","35-65 y.","Other degree","","","",""
"People exploit","2004","35-65 y.","no degree/no degree yet","","","",""
"People exploit","2004","66 and older","lower secondary degree","","","",""
"People exploit","2004","66 and older","secondary school degree","","","",""
"People exploit","2004","66 and older","college entrance qualification","","","",""
"People exploit","2004","66 and older","Other degree","","","",""
"People exploit","2004","66 and older","no degree/no degree yet","","","",""
"People are fair","2004","16-34 y.","lower secondary degree","","","",""
"People are fair","2004","16-34 y.","secondary school degree","","","",""
"People are fair","2004","16-34 y.","college entrance qualification","","","",""
"People are fair","2004","16-34 y.","Other degree","","","",""
"People are fair","2004","16-34 y.","no degree/no degree yet","","","",""
"People are fair","2004","35-65 y.","lower secondary degree","","","",""
"People are fair","2004","35-65 y.","secondary school degree","","","",""
"People are fair","2004","35-65 y.","college entrance qualification","","","",""
"People are fair","2004","35-65 y.","Other degree","","","",""
"People are fair","2004","35-65 y.","no degree/no degree yet","","","",""
"People are fair","2004","66 and older","lower secondary degree","","","",""
"People are fair","2004","66 and older","secondary school degree","","","",""
"People are fair","2004","66 and older","college entrance qualification","","","",""
"People are fair","2004","66 and older","Other degree","","","",""
"People are fair","2004","66 and older","no degree/no degree yet","","","",""
"People exploit","2005","16-34 y.","lower secondary degree","","","",""
"People exploit","2005","16-34 y.","secondary school degree","","","",""
"People exploit","2005","16-34 y.","college entrance qualification","","","",""
"People exploit","2005","16-34 y.","Other degree","","","",""
"People exploit","2005","16-34 y.","no degree/no degree yet","","","",""
"People exploit","2005","35-65 y.","lower secondary degree","","","",""
"People exploit","2005","35-65 y.","secondary school degree","","","",""
"People exploit","2005","35-65 y.","college entrance qualification","","","",""
"People exploit","2005","35-65 y.","Other degree","","","",""
"People exploit","2005","35-65 y.","no degree/no degree yet","","","",""
"People exploit","2005","66 and older","lower secondary degree","","","",""
"People exploit","2005","66 and older","secondary school degree","","","",""
"People exploit","2005","66 and older","college entrance qualification","","","",""
"People exploit","2005","66 and older","Other degree","","","",""
"People exploit","2005","66 and older","no degree/no degree yet","","","",""
"People are fair","2005","16-34 y.","lower secondary degree","","","",""
"People are fair","2005","16-34 y.","secondary school degree","","","",""
"People are fair","2005","16-34 y.","college entrance qualification","","","",""
"People are fair","2005","16-34 y.","Other degree","","","",""
"People are fair","2005","16-34 y.","no degree/no degree yet","","","",""
"People are fair","2005","35-65 y.","lower secondary degree","","","",""
"People are fair","2005","35-65 y.","secondary school degree","","","",""
"People are fair","2005","35-65 y.","college entrance qualification","","","",""
"People are fair","2005","35-65 y.","Other degree","","","",""
"People are fair","2005","35-65 y.","no degree/no degree yet","","","",""
"People are fair","2005","66 and older","lower secondary degree","","","",""
"People are fair","2005","66 and older","secondary school degree","","","",""
"People are fair","2005","66 and older","college entrance qualification","","","",""
"People are fair","2005","66 and older","Other degree","","","",""
"People are fair","2005","66 and older","no degree/no degree yet","","","",""
"People exploit","2006","16-34 y.","lower secondary degree","","","",""
"People exploit","2006","16-34 y.","secondary school degree","","","",""
"People exploit","2006","16-34 y.","college entrance qualification","","","",""
"People exploit","2006","16-34 y.","Other degree","","","",""
"People exploit","2006","16-34 y.","no degree/no degree yet","","","",""
"People exploit","2006","35-65 y.","lower secondary degree","","","",""
"People exploit","2006","35-65 y.","secondary school degree","","","",""
"People exploit","2006","35-65 y.","college entrance qualification","","","",""
"People exploit","2006","35-65 y.","Other degree","","","",""
"People exploit","2006","35-65 y.","no degree/no degree yet","","","",""
"People exploit","2006","66 and older","lower secondary degree","","","",""
"People exploit","2006","66 and older","secondary school degree","","","",""
"People exploit","2006","66 and older","college entrance qualification","","","",""
"People exploit","2006","66 and older","Other degree","","","",""
"People exploit","2006","66 and older","no degree/no degree yet","","","",""
"People are fair","2006","16-34 y.","lower secondary degree","","","",""
"People are fair","2006","16-34 y.","secondary school degree","","","",""
"People are fair","2006","16-34 y.","college entrance qualification","","","",""
"People are fair","2006","16-34 y.","Other degree","","","",""
"People are fair","2006","16-34 y.","no degree/no degree yet","","","",""
"People are fair","2006","35-65 y.","lower secondary degree","","","",""
"People are fair","2006","35-65 y.","secondary school degree","","","",""
"People are fair","2006","35-65 y.","college entrance qualification","","","",""
"People are fair","2006","35-65 y.","Other degree","","","",""
"People are fair","2006","35-65 y.","no degree/no degree yet","","","",""
"People are fair","2006","66 and older","lower secondary degree","","","",""
"People are fair","2006","66 and older","secondary school degree","","","",""
"People are fair","2006","66 and older","college entrance qualification","","","",""
"People are fair","2006","66 and older","Other degree","","","",""
