"plh0195","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Schleswig-Holstein","lower secondary degree","137","0.5429980414723","0.483246292408241","0.60274979053636"
"People exploit","2003","Schleswig-Holstein","secondary school degree","69","0.455369485064191","0.379838907951937","0.530900062176445"
"People exploit","2003","Schleswig-Holstein","college entrance qualification","61","0.440933080031138","0.364001201255187","0.517864958807088"
"People exploit","2003","Schleswig-Holstein","Other degree","11","","",""
"People exploit","2003","Schleswig-Holstein","no degree/no degree yet","10","","",""
"People exploit","2003","Hamburg","lower secondary degree","32","0.488918843280194","0.380058699419534","0.597778987140854"
"People exploit","2003","Hamburg","secondary school degree","35","0.398832002761489","0.297669454041226","0.499994551481752"
"People exploit","2003","Hamburg","college entrance qualification","27","","",""
"People exploit","2003","Hamburg","Other degree","2","","",""
"People exploit","2003","Hamburg","no degree/no degree yet","7","","",""
"People exploit","2003","Lower Saxony","lower secondary degree","366","0.522280570733445","0.485539035089173","0.559022106377717"
"People exploit","2003","Lower Saxony","secondary school degree","254","0.448263909480196","0.407293296727075","0.489234522233317"
"People exploit","2003","Lower Saxony","college entrance qualification","143","0.347222831368115","0.301799552471354","0.392646110264877"
"People exploit","2003","Lower Saxony","Other degree","42","0.582979985089294","0.474934065628488","0.691025904550099"
"People exploit","2003","Lower Saxony","no degree/no degree yet","25","","",""
"People exploit","2003","Bremen","lower secondary degree","26","","",""
"People exploit","2003","Bremen","secondary school degree","18","","",""
"People exploit","2003","Bremen","college entrance qualification","15","","",""
"People exploit","2003","Bremen","Other degree","7","","",""
"People exploit","2003","Bremen","no degree/no degree yet","1","","",""
"People exploit","2003","North Rhine-Westphalia","lower secondary degree","843","0.486019829051814","0.462247078983777","0.50979257911985"
"People exploit","2003","North Rhine-Westphalia","secondary school degree","453","0.432984558799442","0.402088486974378","0.463880630624506"
"People exploit","2003","North Rhine-Westphalia","college entrance qualification","482","0.376931378151868","0.350465321004762","0.403397435298973"
"People exploit","2003","North Rhine-Westphalia","Other degree","168","0.518036002033037","0.463627990166003","0.572444013900071"
"People exploit","2003","North Rhine-Westphalia","no degree/no degree yet","108","0.528039111941613","0.463240348492475","0.592837875390752"
"People exploit","2003","Hesse","lower secondary degree","236","0.471988675906852","0.427329070629184","0.516648281184519"
"People exploit","2003","Hesse","secondary school degree","168","0.424289831486208","0.374597479288352","0.473982183684064"
"People exploit","2003","Hesse","college entrance qualification","181","0.471977055725635","0.424792409434296","0.519161702016973"
