"plh0195","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","(0) in school","Male","97","0.328292892509466","0.274339058860049","0.382246726158883"
"People exploit","2003","(0) in school","Female","104","0.347402131581584","0.294483700306389","0.400320562856778"
"People exploit","2003","(1a) inadequately completed","Male","75","0.698410181262644","0.614529337605516","0.782291024919773"
"People exploit","2003","(1a) inadequately completed","Female","86","0.651464327432105","0.575461709030794","0.727466945833416"
"People exploit","2003","(1b) general elementary school","Male","384","0.584739655192605","0.54700251851401","0.6224767918712"
"People exploit","2003","(1b) general elementary school","Female","697","0.455827517115898","0.430297978699123","0.481357055532674"
"People exploit","2003","(1c) basic vocational qualification","Male","1826","0.541631256388805","0.524821146233315","0.558441366544294"
"People exploit","2003","(1c) basic vocational qualification","Female","1378","0.483358871001406","0.465034785651841","0.50168295635097"
"People exploit","2003","(2b) intermediate general qualification","Male","132","0.547533839075164","0.487493289011117","0.607574389139211"
"People exploit","2003","(2b) intermediate general qualification","Female","176","0.471677377239321","0.420253368011754","0.523101386466889"
"People exploit","2003","(2a) intermediate vocational","Male","1198","0.540396199328078","0.519514185411772","0.561278213244384"
"People exploit","2003","(2a) intermediate vocational","Female","1394","0.476928102389662","0.458805832334267","0.495050372445057"
"People exploit","2003","(2c_gen) general maturity certificate","Male","153","0.358155235602639","0.311802237054107","0.404508234151171"
"People exploit","2003","(2c_gen) general maturity certificate","Female","154","0.350181251034651","0.305760203920795","0.394602298148507"
"People exploit","2003","(2c_voc) vocational maturity certificate","Male","335","0.47108455549271","0.434080266791914","0.508088844193505"
"People exploit","2003","(2c_voc) vocational maturity certificate","Female","361","0.432165704909363","0.398745213835831","0.465586195982896"
"People exploit","2003","(3a) lower tertiary education","Male","430","0.474991421629069","0.442965566418223","0.507017276839915"
"People exploit","2003","(3a) lower tertiary education","Female","335","0.43408676889506","0.399124256036541","0.469049281753578"
"People exploit","2003","(3b) higher tertiary education","Male","571","0.397244103672156","0.372497671781359","0.421990535562953"
"People exploit","2003","(3b) higher tertiary education","Female","384","0.369367842449884","0.340794541750421","0.397941143149346"
"People are fair","2003","(0) in school","Male","194","0.671707107490534","0.617753273841117","0.725660941139951"
"People are fair","2003","(0) in school","Female","207","0.652597868418416","0.599679437143222","0.705516299693611"
"People are fair","2003","(1a) inadequately completed","Male","40","0.301589818737355","0.217708975080227","0.385470662394484"
"People are fair","2003","(1a) inadequately completed","Female","65","0.348535672567895","0.272533054166584","0.424538290969206"
"People are fair","2003","(1b) general elementary school","Male","271","0.415260344807395","0.3775232081288","0.45299748148599"
"People are fair","2003","(1b) general elementary school","Female","765","0.544172482884102","0.518642944467326","0.569702021300878"
"People are fair","2003","(1c) basic vocational qualification","Male","1549","0.458368743611195","0.441558633455706","0.475178853766685"
"People are fair","2003","(1c) basic vocational qualification","Female","1479","0.516641128998594","0.49831704364903","0.534965214348159"
"People are fair","2003","(2b) intermediate general qualification","Male","132","0.452466160924836","0.392425610860789","0.512506710988883"
"People are fair","2003","(2b) intermediate general qualification","Female","186","0.528322622760679","0.476898613533111","0.579746631988246"
"People are fair","2003","(2a) intermediate vocational","Male","990","0.459603800671922","0.438721786755616","0.480485814588228"
"People are fair","2003","(2a) intermediate vocational","Female","1524","0.523071897610338","0.504949627554943","0.541194167665733"
"People are fair","2003","(2c_gen) general maturity certificate","Male","258","0.641844764397361","0.595491765848829","0.688197762945893"
"People are fair","2003","(2c_gen) general maturity certificate","Female","289","0.649818748965349","0.605397701851493","0.694239796079205"
"People are fair","2003","(2c_voc) vocational maturity certificate","Male","364","0.52891544450729","0.491911155806495","0.565919733208086"
"People are fair","2003","(2c_voc) vocational maturity certificate","Female","483","0.567834295090637","0.534413804017104","0.601254786164169"
"People are fair","2003","(3a) lower tertiary education","Male","504","0.525008578370931","0.492982723160085","0.557034433581777"
"People are fair","2003","(3a) lower tertiary education","Female","437","0.56591323110494","0.530950718246422","0.600875743963459"
"People are fair","2003","(3b) higher tertiary education","Male","931","0.602755896327844","0.578009464437047","0.627502328218641"
"People are fair","2003","(3b) higher tertiary education","Female","712","0.630632157550116","0.602058856850654","0.659205458249579"
"People exploit","2004","(0) in school","Male","","","",""
"People exploit","2004","(0) in school","Female","","","",""
"People exploit","2004","(1a) inadequately completed","Male","","","",""
"People exploit","2004","(1a) inadequately completed","Female","","","",""
"People exploit","2004","(1b) general elementary school","Male","","","",""
"People exploit","2004","(1b) general elementary school","Female","","","",""
"People exploit","2004","(1c) basic vocational qualification","Male","","","",""
"People exploit","2004","(1c) basic vocational qualification","Female","","","",""
"People exploit","2004","(2b) intermediate general qualification","Male","","","",""
"People exploit","2004","(2b) intermediate general qualification","Female","","","",""
"People exploit","2004","(2a) intermediate vocational","Male","","","",""
"People exploit","2004","(2a) intermediate vocational","Female","","","",""
"People exploit","2004","(2c_gen) general maturity certificate","Male","","","",""
"People exploit","2004","(2c_gen) general maturity certificate","Female","","","",""
"People exploit","2004","(2c_voc) vocational maturity certificate","Male","","","",""
"People exploit","2004","(2c_voc) vocational maturity certificate","Female","","","",""
"People exploit","2004","(3a) lower tertiary education","Male","","","",""
"People exploit","2004","(3a) lower tertiary education","Female","","","",""
"People exploit","2004","(3b) higher tertiary education","Male","","","",""
"People exploit","2004","(3b) higher tertiary education","Female","","","",""
"People are fair","2004","(0) in school","Male","","","",""
"People are fair","2004","(0) in school","Female","","","",""
"People are fair","2004","(1a) inadequately completed","Male","","","",""
"People are fair","2004","(1a) inadequately completed","Female","","","",""
"People are fair","2004","(1b) general elementary school","Male","","","",""
"People are fair","2004","(1b) general elementary school","Female","","","",""
