"plh0195","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Schleswig-Holstein","no migration background","253","0.486747328127394","0.446174880230225","0.527319776024564"
"People exploit","2003","Schleswig-Holstein","direct migration background","35","0.543909397636257","0.420920287436627","0.666898507835887"
"People exploit","2003","Schleswig-Holstein","indirect migration background","3","","",""
"People exploit","2003","Hamburg","no migration background","94","0.419674048078681","0.359455498448559","0.479892597708803"
"People exploit","2003","Hamburg","direct migration background","6","","",""
"People exploit","2003","Hamburg","indirect migration background","4","","",""
"People exploit","2003","Lower Saxony","no migration background","717","0.453924748504498","0.429799343132634","0.478050153876361"
"People exploit","2003","Lower Saxony","direct migration background","98","0.533291642545478","0.464150226309824","0.602433058781131"
"People exploit","2003","Lower Saxony","indirect migration background","22","","",""
"People exploit","2003","Bremen","no migration background","55","0.477970684153589","0.396666636635232","0.559274731671946"
"People exploit","2003","Bremen","direct migration background","11","","",""
"People exploit","2003","Bremen","indirect migration background","2","","",""
"People exploit","2003","North Rhine-Westphalia","no migration background","1615","0.440424482847815","0.424387219485565","0.456461746210065"
"People exploit","2003","North Rhine-Westphalia","direct migration background","350","0.498020751929599","0.460329432151441","0.535712071707757"
"People exploit","2003","North Rhine-Westphalia","indirect migration background","114","0.541871976462385","0.476330928880927","0.607413024043843"
"People exploit","2003","Hesse","no migration background","522","0.457595548493634","0.429036525014938","0.48615457197233"
"People exploit","2003","Hesse","direct migration background","116","0.446447863248502","0.383290461866653","0.509605264630351"
"People exploit","2003","Hesse","indirect migration background","30","0.533510710073343","0.41223220851998","0.654789211626706"
"People exploit","2003","Rhineland-Palatinate,Saarland","no migration background","486","0.437225399433676","0.407964781723687","0.466486017143665"
"People exploit","2003","Rhineland-Palatinate,Saarland","direct migration background","86","0.469305286855288","0.397391471487868","0.541219102222709"
"People exploit","2003","Rhineland-Palatinate,Saarland","indirect migration background","17","","",""
"People exploit","2003","Baden-Württemberg","no migration background","756","0.440072052657489","0.41770465330292","0.462439452012058"
"People exploit","2003","Baden-Württemberg","direct migration background","300","0.520850200092541","0.480505869224716","0.561194530960365"
"People exploit","2003","Baden-Württemberg","indirect migration background","97","0.56527542103769","0.496227176015748","0.634323666059633"
"People exploit","2003","Bavaria","no migration background","1195","0.479776031921915","0.460513370587974","0.499038693255855"
"People exploit","2003","Bavaria","direct migration background","202","0.497566529843845","0.448070550907213","0.547062508780477"
"People exploit","2003","Bavaria","indirect migration background","68","0.558783719474985","0.469944424228458","0.647623014721513"
"People exploit","2003","Berlin","no migration background","360","0.508487489157473","0.471945593751301","0.545029384563644"
"People exploit","2003","Berlin","direct migration background","40","0.648435999676793","0.535778708798268","0.761093290555319"
"People exploit","2003","Berlin","indirect migration background","19","","",""
"People exploit","2003","Brandenburg","no migration background","539","0.609381538812629","0.577786318853842","0.640976758771416"
"People exploit","2003","Brandenburg","direct migration background","8","","",""
"People exploit","2003","Brandenburg","indirect migration background","","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","no migration background","274","0.566276480654457","0.522923697731679","0.609629263577235"
"People exploit","2003","Mecklenburg-Western Pomerania","direct migration background","11","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"People exploit","2003","Saxony","no migration background","787","0.52041747348868","0.495674048031534","0.545160898945827"
"People exploit","2003","Saxony","direct migration background","17","","",""
"People exploit","2003","Saxony","indirect migration background","3","","",""
"People exploit","2003","Saxony-Anhalt","no migration background","512","0.578525595050905","0.546210996763648","0.610840193338162"
"People exploit","2003","Saxony-Anhalt","direct migration background","13","","",""
"People exploit","2003","Saxony-Anhalt","indirect migration background","4","","",""
"People exploit","2003","Thuringia","no migration background","533","0.563049916025323","0.531102777840085","0.594997054210562"
"People exploit","2003","Thuringia","direct migration background","10","","",""
"People exploit","2003","Thuringia","indirect migration background","3","","",""
"People are fair","2003","Schleswig-Holstein","no migration background","330","0.513252671872606","0.472680223975436","0.553825119769775"
"People are fair","2003","Schleswig-Holstein","direct migration background","28","","",""
"People are fair","2003","Schleswig-Holstein","indirect migration background","5","","",""
"People are fair","2003","Hamburg","no migration background","164","0.580325951921319","0.520107402291197","0.640544501551441"
"People are fair","2003","Hamburg","direct migration background","17","","",""
