"plh0195","year","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","11521","0.517709390948975","0.511092649738369","0.52432613215958","2"
"People exploit","2003","10387","0.482290609051025","0.47567386784042","0.488907350261631","1"
"People are fair","2004","","","","","2"
"People exploit","2004","","","","","1"
"People are fair","2005","","","","","2"
"People exploit","2005","","","","","1"
"People are fair","2006","","","","","2"
"People exploit","2006","","","","","1"
"People are fair","2007","","","","","2"
"People exploit","2007","","","","","1"
"People are fair","2008","10287","0.5215162677714","0.514432677141544","0.528599858401256","2"
"People exploit","2008","8817","0.4784837322286","0.471400141598744","0.485567322858456","1"
"People are fair","2009","","","","","2"
"People exploit","2009","","","","","1"
"People are fair","2010","","","","","2"
"People exploit","2010","","","","","1"
"People are fair","2011","","","","","2"
"People exploit","2011","","","","","1"
"People are fair","2012","","","","","2"
"People exploit","2012","","","","","1"
"People are fair","2013","14823","0.583063521379364","0.576954138817105","0.589172903941624","2"
"People exploit","2013","10197","0.416936478620635","0.410827096058376","0.423045861182895","1"
"People are fair","2014","","","","","2"
"People exploit","2014","","","","","1"
"People are fair","2015","","","","","2"
"People exploit","2015","","","","","1"
"People are fair","2016","","","","","2"
"People exploit","2016","","","","","1"
"People are fair","2017","","","","","2"
"People exploit","2017","","","","","1"
"People are fair","2018","17350","0.609668699134665","0.604019001272624","0.615318396996706","2"
"People exploit","2018","11290","0.390331300865335","0.384681603003294","0.395980998727376","1"
