"plh0195","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","16-34 y.","Not Working","899","0.531707125071178","0.507317783058562","0.556096467083795","2"
"People are fair","2003","66 and older","Full Time","25","","","","2"
"People are fair","2003","16-34 y.","Part Time","927","0.550742202479835","0.527082938039478","0.574401466920192","2"
"People are fair","2003","16-34 y.","Full Time","1246","0.512730557350979","0.493030602907824","0.532430511794135","2"
"People are fair","2003","35-65 y.","Full Time","3173","0.474492595777723","0.46215912287354","0.486826068681905","2"
"People are fair","2003","35-65 y.","Part Time","1713","0.512787336787132","0.4954935077166","0.530081165857664","2"
"People are fair","2003","35-65 y.","Not Working","1389","0.449046770432306","0.431259828712819","0.466833712151792","2"
"People are fair","2003","66 and older","Part Time","98","0.617022873413057","0.5419345853193","0.692111161506814","2"
"People are fair","2003","66 and older","Not Working","2051","0.606895579290746","0.590506500969466","0.623284657612026","2"
"People exploit","2003","16-34 y.","Full Time","1227","0.487269442649021","0.467569488205865","0.506969397092176","1"
"People exploit","2003","16-34 y.","Part Time","771","0.449257797520165","0.425598533079808","0.472917061960522","1"
"People exploit","2003","16-34 y.","Not Working","709","0.468292874928822","0.443903532916205","0.492682216941438","1"
"People exploit","2003","35-65 y.","Full Time","3124","0.525507404222277","0.513173931318095","0.53784087712646","1"
"People exploit","2003","35-65 y.","Part Time","1496","0.487212663212868","0.469918834142336","0.5045064922834","1"
"People exploit","2003","35-65 y.","Not Working","1615","0.550953229567694","0.533166287848208","0.568740171287181","1"
"People exploit","2003","66 and older","Full Time","21","","","","1"
"People exploit","2003","66 and older","Part Time","63","0.382977126586943","0.307888838493186","0.4580654146807","1"
"People exploit","2003","66 and older","Not Working","1361","0.393104420709254","0.376715342387974","0.409493499030534","1"
"People are fair","2004","16-34 y.","Not Working","","","","","2"
"People are fair","2004","16-34 y.","Full Time","","","","","2"
"People are fair","2004","35-65 y.","Full Time","","","","","2"
"People are fair","2004","35-65 y.","Part Time","","","","","2"
"People are fair","2004","16-34 y.","Part Time","","","","","2"
"People are fair","2004","66 and older","Full Time","","","","","2"
"People are fair","2004","35-65 y.","Not Working","","","","","2"
"People are fair","2004","66 and older","Part Time","","","","","2"
"People are fair","2004","66 and older","Not Working","","","","","2"
"People exploit","2004","16-34 y.","Full Time","","","","","1"
"People exploit","2004","16-34 y.","Part Time","","","","","1"
"People exploit","2004","16-34 y.","Not Working","","","","","1"
"People exploit","2004","35-65 y.","Full Time","","","","","1"
"People exploit","2004","35-65 y.","Part Time","","","","","1"
"People exploit","2004","35-65 y.","Not Working","","","","","1"
"People exploit","2004","66 and older","Full Time","","","","","1"
"People exploit","2004","66 and older","Part Time","","","","","1"
"People exploit","2004","66 and older","Not Working","","","","","1"
"People are fair","2005","16-34 y.","Full Time","","","","","2"
"People are fair","2005","16-34 y.","Not Working","","","","","2"
"People are fair","2005","35-65 y.","Part Time","","","","","2"
"People are fair","2005","16-34 y.","Part Time","","","","","2"
"People are fair","2005","35-65 y.","Full Time","","","","","2"
"People are fair","2005","66 and older","Full Time","","","","","2"
"People are fair","2005","66 and older","Not Working","","","","","2"
"People are fair","2005","35-65 y.","Not Working","","","","","2"
"People are fair","2005","66 and older","Part Time","","","","","2"
"People exploit","2005","16-34 y.","Full Time","","","","","1"
"People exploit","2005","16-34 y.","Part Time","","","","","1"
"People exploit","2005","16-34 y.","Not Working","","","","","1"
"People exploit","2005","35-65 y.","Full Time","","","","","1"
"People exploit","2005","35-65 y.","Part Time","","","","","1"
"People exploit","2005","35-65 y.","Not Working","","","","","1"
"People exploit","2005","66 and older","Full Time","","","","","1"
"People exploit","2005","66 and older","Part Time","","","","","1"
"People exploit","2005","66 and older","Not Working","","","","","1"
"People are fair","2006","16-34 y.","Full Time","","","","","2"
"People are fair","2006","16-34 y.","Not Working","","","","","2"
"People are fair","2006","35-65 y.","Part Time","","","","","2"
"People are fair","2006","66 and older","Full Time","","","","","2"
"People are fair","2006","35-65 y.","Full Time","","","","","2"
"People are fair","2006","16-34 y.","Part Time","","","","","2"
"People are fair","2006","35-65 y.","Not Working","","","","","2"
"People are fair","2006","66 and older","Part Time","","","","","2"
"People are fair","2006","66 and older","Not Working","","","","","2"
"People exploit","2006","16-34 y.","Full Time","","","","","1"
"People exploit","2006","16-34 y.","Part Time","","","","","1"
"People exploit","2006","16-34 y.","Not Working","","","","","1"
"People exploit","2006","35-65 y.","Full Time","","","","","1"
