"plh0195","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","lower secondary degree","(0) in school","","","",""
"People exploit","2003","lower secondary degree","(1a) inadequately completed","","","",""
"People exploit","2003","lower secondary degree","(1b) general elementary school","866","0.486264893040201","0.462637476754069","0.509892309326333"
"People exploit","2003","lower secondary degree","(1c) basic vocational qualification","2997","0.514078984729141","0.501257125318679","0.526900844139603"
"People exploit","2003","lower secondary degree","(2b) intermediate general qualification","2","","",""
"People exploit","2003","lower secondary degree","(2a) intermediate vocational","11","","",""
"People exploit","2003","lower secondary degree","(2c_gen) general maturity certificate","7","","",""
"People exploit","2003","lower secondary degree","(2c_voc) vocational maturity certificate","15","","",""
"People exploit","2003","lower secondary degree","(3a) lower tertiary education","71","0.471735349857679","0.390761153036727","0.552709546678632"
"People exploit","2003","lower secondary degree","(3b) higher tertiary education","19","","",""
"People exploit","2003","secondary school degree","(0) in school","","","",""
"People exploit","2003","secondary school degree","(1a) inadequately completed","","","",""
"People exploit","2003","secondary school degree","(1b) general elementary school","","","",""
"People exploit","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"People exploit","2003","secondary school degree","(2b) intermediate general qualification","306","0.503117847477131","0.463887933409129","0.542347761545132"
"People exploit","2003","secondary school degree","(2a) intermediate vocational","2581","0.505398393844399","0.491655126020623","0.519141661668175"
"People exploit","2003","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"People exploit","2003","secondary school degree","(2c_voc) vocational maturity certificate","19","","",""
"People exploit","2003","secondary school degree","(3a) lower tertiary education","262","0.496977424639292","0.454208285570668","0.539746563707916"
"People exploit","2003","secondary school degree","(3b) higher tertiary education","51","0.432589290862531","0.341643561249983","0.523535020475079"
"People exploit","2003","college entrance qualification","(0) in school","","","",""
"People exploit","2003","college entrance qualification","(1a) inadequately completed","","","",""
"People exploit","2003","college entrance qualification","(1b) general elementary school","","","",""
"People exploit","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"People exploit","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"People exploit","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"People exploit","2003","college entrance qualification","(2c_gen) general maturity certificate","272","0.328483393665393","0.295502345774405","0.361464441556381"
"People exploit","2003","college entrance qualification","(2c_voc) vocational maturity certificate","569","0.426628450027713","0.399876299180743","0.453380600874683"
"People exploit","2003","college entrance qualification","(3a) lower tertiary education","421","0.436658742663465","0.406040893140692","0.467276592186238"
"People exploit","2003","college entrance qualification","(3b) higher tertiary education","800","0.36873803411948","0.348868953699926","0.388607114539034"
"People exploit","2003","Other degree","(0) in school","","","",""
"People exploit","2003","Other degree","(1a) inadequately completed","","","",""
"People exploit","2003","Other degree","(1b) general elementary school","215","0.540658382531876","0.491699000998759","0.589617764064992"
"People exploit","2003","Other degree","(1c) basic vocational qualification","207","0.526311986461144","0.477072062760785","0.575551910161503"
"People exploit","2003","Other degree","(2b) intermediate general qualification","","","",""
"People exploit","2003","Other degree","(2a) intermediate vocational","","","",""
"People exploit","2003","Other degree","(2c_gen) general maturity certificate","27","","",""
"People exploit","2003","Other degree","(2c_voc) vocational maturity certificate","93","0.636258463815158","0.561246111947935","0.71127081568238"
"People exploit","2003","Other degree","(3a) lower tertiary education","11","","",""
