"plh0195","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Not Employed","Male","1517","0.488515524320326","0.471020462672468","0.506010585968184"
"People exploit","2003","Not Employed","Female","2168","0.441034372492678","0.427115269039905","0.454953475945451"
"People exploit","2003","Employed","Male","3741","0.517865166275397","0.506502623881383","0.52922770866941"
"People exploit","2003","Employed","Female","2961","0.473606307388973","0.461425837432276","0.485786777345671"
"People are fair","2003","Not Employed","Male","1619","0.511484475679674","0.493989414031816","0.528979537327532"
"People are fair","2003","Not Employed","Female","2720","0.558965627507322","0.545046524054549","0.572884730960095"
"People are fair","2003","Employed","Male","3688","0.482134833724603","0.47077229133059","0.493497376118617"
"People are fair","2003","Employed","Female","3494","0.526393692611027","0.514213222654329","0.538574162567724"
"People exploit","2004","Not Employed","Male","","","",""
"People exploit","2004","Not Employed","Female","","","",""
"People exploit","2004","Employed","Male","","","",""
"People exploit","2004","Employed","Female","","","",""
"People are fair","2004","Not Employed","Male","","","",""
"People are fair","2004","Not Employed","Female","","","",""
"People are fair","2004","Employed","Male","","","",""
"People are fair","2004","Employed","Female","","","",""
"People exploit","2005","Not Employed","Male","","","",""
"People exploit","2005","Not Employed","Female","","","",""
"People exploit","2005","Employed","Male","","","",""
"People exploit","2005","Employed","Female","","","",""
"People are fair","2005","Not Employed","Male","","","",""
"People are fair","2005","Not Employed","Female","","","",""
"People are fair","2005","Employed","Male","","","",""
"People are fair","2005","Employed","Female","","","",""
"People exploit","2006","Not Employed","Male","","","",""
"People exploit","2006","Not Employed","Female","","","",""
"People exploit","2006","Employed","Male","","","",""
"People exploit","2006","Employed","Female","","","",""
"People are fair","2006","Not Employed","Male","","","",""
"People are fair","2006","Not Employed","Female","","","",""
"People are fair","2006","Employed","Male","","","",""
"People are fair","2006","Employed","Female","","","",""
"People exploit","2007","Not Employed","Male","","","",""
"People exploit","2007","Not Employed","Female","","","",""
"People exploit","2007","Employed","Male","","","",""
"People exploit","2007","Employed","Female","","","",""
"People are fair","2007","Not Employed","Male","","","",""
"People are fair","2007","Not Employed","Female","","","",""
"People are fair","2007","Employed","Male","","","",""
"People are fair","2007","Employed","Female","","","",""
"People exploit","2008","Not Employed","Male","1407","0.482850539240318","0.46505199206303","0.500649086417606"
"People exploit","2008","Not Employed","Female","1872","0.437729436927951","0.422949246983727","0.452509626872175"
"People exploit","2008","Employed","Male","3038","0.519280344417383","0.5067289111282","0.531831777706566"
"People exploit","2008","Employed","Female","2500","0.46223849346985","0.449250877934011","0.47522610900569"
"People are fair","2008","Not Employed","Male","1621","0.517149460759682","0.499350913582394","0.53494800793697"
"People are fair","2008","Not Employed","Female","2456","0.562270563072049","0.547490373127825","0.577050753016273"
"People are fair","2008","Employed","Male","3049","0.480719655582617","0.468168222293434","0.4932710888718"
"People are fair","2008","Employed","Female","3161","0.53776150653015","0.52477389099431","0.550749122065989"
"People exploit","2009","Not Employed","Male","","","",""
"People exploit","2009","Not Employed","Female","","","",""
"People exploit","2009","Employed","Male","","","",""
"People exploit","2009","Employed","Female","","","",""
"People are fair","2009","Not Employed","Male","","","",""
"People are fair","2009","Not Employed","Female","","","",""
"People are fair","2009","Employed","Male","","","",""
"People are fair","2009","Employed","Female","","","",""
"People exploit","2010","Not Employed","Male","","","",""
"People exploit","2010","Not Employed","Female","","","",""
"People exploit","2010","Employed","Male","","","",""
"People exploit","2010","Employed","Female","","","",""
"People are fair","2010","Not Employed","Male","","","",""
"People are fair","2010","Not Employed","Female","","","",""
"People are fair","2010","Employed","Male","","","",""
"People are fair","2010","Employed","Female","","","",""
"People exploit","2011","Not Employed","Male","","","",""
"People exploit","2011","Not Employed","Female","","","",""
"People exploit","2011","Employed","Male","","","",""
"People exploit","2011","Employed","Female","","","",""
"People are fair","2011","Not Employed","Male","","","",""
"People are fair","2011","Not Employed","Female","","","",""
"People are fair","2011","Employed","Male","","","",""
"People are fair","2011","Employed","Female","","","",""
"People exploit","2012","Not Employed","Male","","","",""
"People exploit","2012","Not Employed","Female","","","",""
"People exploit","2012","Employed","Male","","","",""
"People exploit","2012","Employed","Female","","","",""
"People are fair","2012","Not Employed","Male","","","",""
"People are fair","2012","Not Employed","Female","","","",""
"People are fair","2012","Employed","Male","","","",""
"People are fair","2012","Employed","Female","","","",""
"People exploit","2013","Not Employed","Male","1453","0.425158619967408","0.408587645557837","0.44172959437698"
"People exploit","2013","Not Employed","Female","2011","0.380844103288184","0.367612620890501","0.394075585685867"
"People exploit","2013","Employed","Male","3459","0.450596367090087","0.439619101823006","0.461573632357168"
"People exploit","2013","Employed","Female","3274","0.402800798363864","0.392395582393075","0.413206014334653"
"People are fair","2013","Not Employed","Male","1966","0.574841380032592","0.55827040562302","0.591412354442163"
"People are fair","2013","Not Employed","Female","3163","0.619155896711816","0.605924414314133","0.632387379109499"
"People are fair","2013","Employed","Male","4433","0.549403632909913","0.538426367642832","0.560380898176994"
"People are fair","2013","Employed","Female","5261","0.597199201636136","0.586793985665347","0.607604417606925"
"People exploit","2014","Not Employed","Male","","","",""
"People exploit","2014","Not Employed","Female","","","",""
"People exploit","2014","Employed","Male","","","",""
"People exploit","2014","Employed","Female","","","",""
"People are fair","2014","Not Employed","Male","","","",""
"People are fair","2014","Not Employed","Female","","","",""
"People are fair","2014","Employed","Male","","","",""
"People are fair","2014","Employed","Female","","","",""
"People exploit","2015","Not Employed","Male","","","",""
"People exploit","2015","Not Employed","Female","","","",""
"People exploit","2015","Employed","Male","","","",""
"People exploit","2015","Employed","Female","","","",""
"People are fair","2015","Not Employed","Male","","","",""
"People are fair","2015","Not Employed","Female","","","",""
"People are fair","2015","Employed","Male","","","",""
"People are fair","2015","Employed","Female","","","",""
"People exploit","2016","Not Employed","Male","","","",""
"People exploit","2016","Not Employed","Female","","","",""
"People exploit","2016","Employed","Male","","","",""
"People exploit","2016","Employed","Female","","","",""
"People are fair","2016","Not Employed","Male","","","",""
"People are fair","2016","Not Employed","Female","","","",""
"People are fair","2016","Employed","Male","","","",""
"People are fair","2016","Employed","Female","","","",""
"People exploit","2017","Not Employed","Male","","","",""
"People exploit","2017","Not Employed","Female","","","",""
"People exploit","2017","Employed","Male","","","",""
"People exploit","2017","Employed","Female","","","",""
"People are fair","2017","Not Employed","Male","","","",""
"People are fair","2017","Not Employed","Female","","","",""
"People are fair","2017","Employed","Male","","","",""
"People are fair","2017","Employed","Female","","","",""
"People exploit","2018","Not Employed","Male","2062","0.397989344327431","0.384606556469443","0.41137213218542"
"People exploit","2018","Not Employed","Female","2309","0.354764991047501","0.34260922156846","0.366920760526542"
"People exploit","2018","Employed","Male","3560","0.417687024351643","0.407274074657328","0.428099974045958"
"People exploit","2018","Employed","Female","3359","0.379395328428012","0.369332897001933","0.389457759854092"
"People are fair","2018","Not Employed","Male","3077","0.602010655672569","0.58862786781458","0.615393443530557"
"People are fair","2018","Not Employed","Female","3642","0.645235008952499","0.633079239473458","0.65739077843154"
"People are fair","2018","Employed","Male","5057","0.582312975648357","0.571900025954043","0.592725925342672"
"People are fair","2018","Employed","Female","5574","0.620604671571988","0.610542240145908","0.630667102998067"
