"plh0195","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","(0) in school","West Germany","131","0.306392216923055","0.263512446710861","0.349271987135249"
"People exploit","2003","(0) in school","East Germany","70","0.452300023224696","0.374692430256233","0.529907616193159"
"People exploit","2003","(1a) inadequately completed","West Germany","145","0.66256216480957","0.603475327886995","0.721649001732145"
"People exploit","2003","(1a) inadequately completed","East Germany","16","","",""
"People exploit","2003","(1b) general elementary school","West Germany","937","0.490003206375376","0.467321514044653","0.5126848987061"
"People exploit","2003","(1b) general elementary school","East Germany","144","0.530486345497064","0.468745517604773","0.592227173389356"
"People exploit","2003","(1c) basic vocational qualification","West Germany","2551","0.509313142479574","0.495525276400009","0.523101008559139"
"People exploit","2003","(1c) basic vocational qualification","East Germany","653","0.546683805438388","0.518304087526359","0.575063523350418"
"People exploit","2003","(2b) intermediate general qualification","West Germany","213","0.483273659908986","0.437457693286068","0.529089626531904"
"People exploit","2003","(2b) intermediate general qualification","East Germany","95","0.585718410917876","0.511451220739574","0.659985601096178"
"People exploit","2003","(2a) intermediate vocational","West Germany","1509","0.455313266859007","0.438317087069998","0.472309446648016"
"People exploit","2003","(2a) intermediate vocational","East Germany","1083","0.624001896286858","0.60167467585978","0.646329116713936"
"People exploit","2003","(2c_gen) general maturity certificate","West Germany","224","0.345594842149715","0.309665642601492","0.381524041697939"
"People exploit","2003","(2c_gen) general maturity certificate","East Germany","83","0.400702371661183","0.32931177041658","0.472092972905785"
"People exploit","2003","(2c_voc) vocational maturity certificate","West Germany","604","0.444899378956373","0.418439052393299","0.471359705519447"
"People exploit","2003","(2c_voc) vocational maturity certificate","East Germany","92","0.513018173923857","0.441569870853387","0.584466476994327"
"People exploit","2003","(3a) lower tertiary education","West Germany","394","0.417223870548115","0.386992482052402","0.447455259043828"
"People exploit","2003","(3a) lower tertiary education","East Germany","371","0.541005658454122","0.503661333819707","0.578349983088538"
"People exploit","2003","(3b) higher tertiary education","West Germany","692","0.371700200314713","0.350488993804593","0.392911406824834"
"People exploit","2003","(3b) higher tertiary education","East Germany","263","0.441825082046108","0.402220998891659","0.481429165200558"
"People are fair","2003","(0) in school","West Germany","313","0.693607783076945","0.650728012864751","0.736487553289139"
"People are fair","2003","(0) in school","East Germany","88","0.547699976775304","0.470092383806841","0.625307569743767"
"People are fair","2003","(1a) inadequately completed","West Germany","101","0.33743783519043","0.278350998267855","0.396524672113005"
"People are fair","2003","(1a) inadequately completed","East Germany","4","","",""
"People are fair","2003","(1b) general elementary school","West Germany","929","0.509996793624624","0.4873151012939","0.532678485955347"
"People are fair","2003","(1b) general elementary school","East Germany","107","0.469513654502936","0.407772826610644","0.531254482395227"
"People are fair","2003","(1c) basic vocational qualification","West Germany","2499","0.490686857520426","0.476898991440861","0.504474723599991"
"People are fair","2003","(1c) basic vocational qualification","East Germany","529","0.453316194561612","0.424936476649582","0.481695912473641"
"People are fair","2003","(2b) intermediate general qualification","West Germany","244","0.516726340091015","0.470910373468097","0.562542306713933"
"People are fair","2003","(2b) intermediate general qualification","East Germany","74","0.414281589082124","0.340014398903822","0.488548779260427"
"People are fair","2003","(2a) intermediate vocational","West Germany","1789","0.544686733140993","0.527690553351984","0.561682912930002"
"People are fair","2003","(2a) intermediate vocational","East Germany","725","0.375998103713142","0.353670883286064","0.39832532414022"
"People are fair","2003","(2c_gen) general maturity certificate","West Germany","449","0.654405157850285","0.618475958302061","0.690334357398508"
"People are fair","2003","(2c_gen) general maturity certificate","East Germany","98","0.599297628338817","0.527907027094215","0.67068822958342"
"People are fair","2003","(2c_voc) vocational maturity certificate","West Germany","751","0.555100621043627","0.528640294480553","0.581560947606701"
"People are fair","2003","(2c_voc) vocational maturity certificate","East Germany","96","0.486981826076144","0.415533523005674","0.558430129146613"
"People are fair","2003","(3a) lower tertiary education","West Germany","628","0.582776129451885","0.552544740956172","0.613007517947598"
"People are fair","2003","(3a) lower tertiary education","East Germany","313","0.458994341545878","0.421650016911462","0.496338666180293"
"People are fair","2003","(3b) higher tertiary education","West Germany","1302","0.628299799685287","0.607088593175166","0.649511006195407"
"People are fair","2003","(3b) higher tertiary education","East Germany","341","0.558174917953892","0.518570834799442","0.597779001108341"
"People exploit","2004","(0) in school","West Germany","","","",""
"People exploit","2004","(0) in school","East Germany","","","",""
"People exploit","2004","(1a) inadequately completed","West Germany","","","",""
"People exploit","2004","(1a) inadequately completed","East Germany","","","",""
"People exploit","2004","(1b) general elementary school","West Germany","","","",""
"People exploit","2004","(1b) general elementary school","East Germany","","","",""
"People exploit","2004","(1c) basic vocational qualification","West Germany","","","",""
"People exploit","2004","(1c) basic vocational qualification","East Germany","","","",""
"People exploit","2004","(2b) intermediate general qualification","West Germany","","","",""
"People exploit","2004","(2b) intermediate general qualification","East Germany","","","",""
"People exploit","2004","(2a) intermediate vocational","West Germany","","","",""
"People exploit","2004","(2a) intermediate vocational","East Germany","","","",""
"People exploit","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"People exploit","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"People exploit","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"People exploit","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"People exploit","2004","(3a) lower tertiary education","West Germany","","","",""
"People exploit","2004","(3a) lower tertiary education","East Germany","","","",""
"People exploit","2004","(3b) higher tertiary education","West Germany","","","",""
"People exploit","2004","(3b) higher tertiary education","East Germany","","","",""
"People are fair","2004","(0) in school","West Germany","","","",""
"People are fair","2004","(0) in school","East Germany","","","",""
"People are fair","2004","(1a) inadequately completed","West Germany","","","",""
"People are fair","2004","(1a) inadequately completed","East Germany","","","",""
"People are fair","2004","(1b) general elementary school","West Germany","","","",""
"People are fair","2004","(1b) general elementary school","East Germany","","","",""
"People are fair","2004","(1c) basic vocational qualification","West Germany","","","",""
"People are fair","2004","(1c) basic vocational qualification","East Germany","","","",""
"People are fair","2004","(2b) intermediate general qualification","West Germany","","","",""
"People are fair","2004","(2b) intermediate general qualification","East Germany","","","",""
