"plh0195","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","East Germany","Female","1311","0.476250656915598","0.457546780925259","0.494954532905937","2"
"People are fair","2003","West Germany","Male","4220","0.511650090014074","0.500697217335514","0.522602962692634","2"
"People are fair","2003","West Germany","Female","4903","0.55733954080938","0.5468442812657","0.567834800353061","2"
"People are fair","2003","East Germany","Male","1087","0.407359625538424","0.388341238143501","0.426378012933347","2"
"People exploit","2003","West Germany","Male","3781","0.488349909985926","0.477397037307366","0.499302782664486","1"
"People exploit","2003","West Germany","Female","3701","0.442660459190619","0.432165199646939","0.4531557187343","1"
"People exploit","2003","East Germany","Male","1477","0.592640374461576","0.573621987066653","0.611658761856499","1"
"People exploit","2003","East Germany","Female","1428","0.523749343084402","0.505045467094063","0.542453219074741","1"
"People are fair","2004","West Germany","Female","","","","","2"
"People are fair","2004","East Germany","Male","","","","","2"
"People are fair","2004","East Germany","Female","","","","","2"
"People are fair","2004","West Germany","Male","","","","","2"
"People exploit","2004","West Germany","Male","","","","","1"
"People exploit","2004","West Germany","Female","","","","","1"
"People exploit","2004","East Germany","Male","","","","","1"
"People exploit","2004","East Germany","Female","","","","","1"
"People are fair","2005","West Germany","Male","","","","","2"
"People are fair","2005","West Germany","Female","","","","","2"
"People are fair","2005","East Germany","Male","","","","","2"
"People are fair","2005","East Germany","Female","","","","","2"
"People exploit","2005","West Germany","Female","","","","","1"
"People exploit","2005","East Germany","Male","","","","","1"
"People exploit","2005","East Germany","Female","","","","","1"
"People exploit","2005","West Germany","Male","","","","","1"
"People are fair","2006","West Germany","Male","","","","","2"
"People are fair","2006","West Germany","Female","","","","","2"
"People are fair","2006","East Germany","Male","","","","","2"
"People are fair","2006","East Germany","Female","","","","","2"
"People exploit","2006","West Germany","Female","","","","","1"
"People exploit","2006","East Germany","Male","","","","","1"
"People exploit","2006","East Germany","Female","","","","","1"
"People exploit","2006","West Germany","Male","","","","","1"
"People are fair","2007","West Germany","Female","","","","","2"
"People are fair","2007","East Germany","Male","","","","","2"
"People are fair","2007","East Germany","Female","","","","","2"
"People are fair","2007","West Germany","Male","","","","","2"
"People exploit","2007","West Germany","Female","","","","","1"
"People exploit","2007","West Germany","Male","","","","","1"
"People exploit","2007","East Germany","Male","","","","","1"
"People exploit","2007","East Germany","Female","","","","","1"
"People are fair","2008","West Germany","Female","4366","0.561981135713654","0.550783866932692","0.573178404494616","2"
"People are fair","2008","East Germany","Male","1053","0.438830428690867","0.418456660878474","0.45920419650326","2"
"People are fair","2008","East Germany","Female","1251","0.490682139115106","0.4708748206409","0.510489457589312","2"
"People are fair","2008","West Germany","Male","3617","0.505030509276467","0.49317841529183","0.516882603261103","2"
"People exploit","2008","West Germany","Female","3176","0.438018864286346","0.426821595505384","0.449216133067308","1"
"People exploit","2008","East Germany","Female","1196","0.509317860884894","0.489510542410688","0.5291251793591","1"
"People exploit","2008","West Germany","Male","3219","0.494969490723533","0.483117396738897","0.50682158470817","1"
"People exploit","2008","East Germany","Male","1226","0.561169571309133","0.54079580349674","0.581543339121526","1"
"People are fair","2009","West Germany","Female","","","","","2"
"People are fair","2009","West Germany","Male","","","","","2"
"People are fair","2009","East Germany","Male","","","","","2"
"People are fair","2009","East Germany","Female","","","","","2"
"People exploit","2009","West Germany","Female","","","","","1"
"People exploit","2009","East Germany","Female","","","","","1"
"People exploit","2009","West Germany","Male","","","","","1"
"People exploit","2009","East Germany","Male","","","","","1"
"People are fair","2010","West Germany","Female","","","","","2"
"People are fair","2010","East Germany","Female","","","","","2"
"People are fair","2010","West Germany","Male","","","","","2"
"People are fair","2010","East Germany","Male","","","","","2"
"People exploit","2010","West Germany","Female","","","","","1"
"People exploit","2010","East Germany","Female","","","","","1"
"People exploit","2010","West Germany","Male","","","","","1"
"People exploit","2010","East Germany","Male","","","","","1"
"People are fair","2011","West Germany","Female","","","","","2"
"People are fair","2011","East Germany","Female","","","","","2"
"People are fair","2011","West Germany","Male","","","","","2"
"People are fair","2011","East Germany","Male","","","","","2"
"People exploit","2011","West Germany","Female","","","","","1"
"People exploit","2011","East Germany","Female","","","","","1"
"People exploit","2011","West Germany","Male","","","","","1"
"People exploit","2011","East Germany","Male","","","","","1"
"People are fair","2012","West Germany","Female","","","","","2"
"People are fair","2012","East Germany","Female","","","","","2"
"People are fair","2012","West Germany","Male","","","","","2"
"People are fair","2012","East Germany","Male","","","","","2"
"People exploit","2012","West Germany","Male","","","","","1"
"People exploit","2012","West Germany","Female","","","","","1"
"People exploit","2012","East Germany","Female","","","","","1"
"People exploit","2012","East Germany","Male","","","","","1"
"People are fair","2013","West Germany","Female","6755","0.622406650919925","0.613196529824732","0.631616772015118","2"
"People are fair","2013","East Germany","Female","1669","0.539035985141111","0.52139168621127","0.556680284070952","2"
"People are fair","2013","West Germany","Male","5098","0.573179868434454","0.562809122791223","0.583550614077685","2"
"People are fair","2013","East Germany","Male","1301","0.49541449062368","0.476095699906263","0.514733281341096","2"
"People exploit","2013","East Germany","Female","1397","0.460964014858889","0.443319715929048","0.47860831378873","1"
"People exploit","2013","West Germany","Male","3640","0.426820131565546","0.416449385922315","0.437190877208777","1"
"People exploit","2013","West Germany","Female","3888","0.377593349080075","0.368383227984882","0.386803470175268","1"
"People exploit","2013","East Germany","Male","1272","0.504585509376321","0.485266718658904","0.523904300093737","1"
"People are fair","2014","West Germany","Male","","","","","2"
"People are fair","2014","West Germany","Female","","","","","2"
"People are fair","2014","East Germany","Female","","","","","2"
"People are fair","2014","East Germany","Male","","","","","2"
"People exploit","2014","East Germany","Female","","","","","1"
"People exploit","2014","West Germany","Male","","","","","1"
"People exploit","2014","West Germany","Female","","","","","1"
"People exploit","2014","East Germany","Male","","","","","1"
