"plh0195","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","in school","West Germany","131","0.306392216923055","0.263512446710861","0.349271987135249"
"People exploit","2003","in school","East Germany","70","0.452300023224696","0.374692430256233","0.529907616193159"
"People exploit","2003","inadequately","West Germany","141","0.650515769482755","0.590192457666295","0.710839081299215"
"People exploit","2003","inadequately","East Germany","11","","",""
"People exploit","2003","general elemantary","West Germany","1132","0.487737326303265","0.467287195101616","0.508187457504913"
"People exploit","2003","general elemantary","East Germany","235","0.547120059506821","0.499228728849751","0.59501139016389"
"People exploit","2003","middle vocational","West Germany","3907","0.480921608462359","0.470120562781625","0.491722654143093"
"People exploit","2003","middle vocational","East Germany","1604","0.586472983138469","0.56816334475375","0.604782621523188"
"People exploit","2003","vocational + Abi","West Germany","443","0.434472274515197","0.403734435522602","0.465210113507792"
"People exploit","2003","vocational + Abi","East Germany","70","0.515467550676964","0.43268359541294","0.598251505940989"
"People exploit","2003","higher vocational","West Germany","576","0.490874376263317","0.462810742957293","0.518938009569341"
"People exploit","2003","higher vocational","East Germany","248","0.564527094823682","0.51886856169009","0.610185627957274"
"People exploit","2003","higher education","West Germany","1086","0.389285547073752","0.371884088120652","0.406687006026852"
"People exploit","2003","higher education","East Germany","634","0.497471315114835","0.470165533670956","0.524777096558714"
"People are fair","2003","in school","West Germany","313","0.693607783076945","0.650728012864751","0.736487553289139"
"People are fair","2003","in school","East Germany","88","0.547699976775304","0.470092383806841","0.625307569743767"
"People are fair","2003","inadequately","West Germany","99","0.349484230517245","0.289160918700785","0.409807542333705"
"People are fair","2003","inadequately","East Germany","3","","",""
"People are fair","2003","general elemantary","West Germany","1163","0.512262673696736","0.491812542495087","0.532712804898384"
"People are fair","2003","general elemantary","East Germany","180","0.452879940493179","0.404988609836109","0.500771271150249"
"People are fair","2003","middle vocational","West Germany","4313","0.519078391537641","0.508277345856907","0.529879437218374"
"People are fair","2003","middle vocational","East Germany","1175","0.413527016861531","0.395217378476812","0.43183665524625"
"People are fair","2003","vocational + Abi","West Germany","556","0.565527725484803","0.534789886492208","0.596265564477398"
"People are fair","2003","vocational + Abi","East Germany","70","0.484532449323036","0.401748494059011","0.567316404587061"
