"plh0195","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","Employed","Rural Area","2150","0.46217581507331","0.447644444310869","0.476707185835751","2"
"People are fair","2003","Not Employed","Urban Area","2967","0.550621592312937","0.537239767087203","0.564003417538672","2"
"People are fair","2003","Not Employed","Rural Area","1372","0.518586390763757","0.499795258578421","0.537377522949093","2"
"People are fair","2003","Employed","Urban Area","5032","0.519467655033895","0.509347099762871","0.529588210304919","2"
"People exploit","2003","Not Employed","Urban Area","2341","0.449378407687063","0.435996582461328","0.462760232912797","1"
"People exploit","2003","Not Employed","Rural Area","1344","0.481413609236243","0.462622477050907","0.500204741421579","1"
"People exploit","2003","Employed","Urban Area","4330","0.480532344966105","0.470411789695081","0.490652900237129","1"
"People exploit","2003","Employed","Rural Area","2372","0.53782418492669","0.523292814164249","0.552355555689131","1"
"People are fair","2004","Not Employed","Rural Area","","","","","2"
"People are fair","2004","Employed","Urban Area","","","","","2"
"People are fair","2004","Employed","Rural Area","","","","","2"
"People are fair","2004","Not Employed","Urban Area","","","","","2"
"People exploit","2004","Not Employed","Urban Area","","","","","1"
"People exploit","2004","Not Employed","Rural Area","","","","","1"
"People exploit","2004","Employed","Urban Area","","","","","1"
"People exploit","2004","Employed","Rural Area","","","","","1"
"People are fair","2005","Not Employed","Urban Area","","","","","2"
"People are fair","2005","Not Employed","Rural Area","","","","","2"
"People are fair","2005","Employed","Urban Area","","","","","2"
"People are fair","2005","Employed","Rural Area","","","","","2"
"People exploit","2005","Not Employed","Rural Area","","","","","1"
"People exploit","2005","Employed","Urban Area","","","","","1"
"People exploit","2005","Employed","Rural Area","","","","","1"
"People exploit","2005","Not Employed","Urban Area","","","","","1"
"People are fair","2006","Not Employed","Urban Area","","","","","2"
"People are fair","2006","Not Employed","Rural Area","","","","","2"
"People are fair","2006","Employed","Urban Area","","","","","2"
"People are fair","2006","Employed","Rural Area","","","","","2"
"People exploit","2006","Not Employed","Rural Area","","","","","1"
"People exploit","2006","Employed","Urban Area","","","","","1"
"People exploit","2006","Employed","Rural Area","","","","","1"
"People exploit","2006","Not Employed","Urban Area","","","","","1"
