"plh0195","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","lower secondary degree","in school","","","",""
"People exploit","2003","lower secondary degree","inadequately","","","",""
"People exploit","2003","lower secondary degree","general elemantary","868","0.486594433579559","0.462980327457892","0.510208539701227"
"People exploit","2003","lower secondary degree","middle vocational","2775","0.51404743386079","0.500697039240742","0.527397828480838"
"People exploit","2003","lower secondary degree","vocational + Abi","14","","",""
"People exploit","2003","lower secondary degree","higher vocational","241","0.515794712979508","0.471500512380517","0.560088913578499"
"People exploit","2003","lower secondary degree","higher education","90","0.465014239036617","0.394093128444546","0.535935349628688"
"People exploit","2003","secondary school degree","in school","","","",""
"People exploit","2003","secondary school degree","inadequately","","","",""
"People exploit","2003","secondary school degree","general elemantary","306","0.503117847477131","0.463887933409129","0.542347761545132"
"People exploit","2003","secondary school degree","middle vocational","2209","0.505543055382999","0.490682103151205","0.520404007614794"
"People exploit","2003","secondary school degree","vocational + Abi","16","","",""
"People exploit","2003","secondary school degree","higher vocational","376","0.505017057894234","0.469139174224584","0.540894941563885"
"People exploit","2003","secondary school degree","higher education","313","0.485527209360857","0.446775964910185","0.524278453811529"
"People exploit","2003","college entrance qualification","in school","","","",""
"People exploit","2003","college entrance qualification","inadequately","","","",""
"People exploit","2003","college entrance qualification","general elemantary","","","",""
"People exploit","2003","college entrance qualification","middle vocational","272","0.328483393665393","0.295502345774405","0.361464441556381"
"People exploit","2003","college entrance qualification","vocational + Abi","407","0.416570702016973","0.385172008352999","0.447969395680947"
"People exploit","2003","college entrance qualification","higher vocational","162","0.452738918064472","0.401743783161708","0.503734052967235"
"People exploit","2003","college entrance qualification","higher education","1221","0.393136085774851","0.376402377249369","0.409869794300334"
"People exploit","2003","Other degree","in school","","","",""
"People exploit","2003","Other degree","inadequately","22","","",""
"People exploit","2003","Other degree","general elemantary","193","0.533646060064213","0.48246772685302","0.584824393275406"
"People exploit","2003","Other degree","middle vocational","212","0.518211492202045","0.4705383691069","0.565884615297191"
