"plh0195","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Urban Area","Male","3352","0.487066443962543","0.475405547886246","0.49872734003884"
"People exploit","2003","Urban Area","Female","3319","0.449668744143703","0.438493496871009","0.460843991416397"
"People exploit","2003","Rural Area","Male","1906","0.555479025988445","0.539033030401899","0.57192502157499"
"People exploit","2003","Rural Area","Female","1810","0.475616917740865","0.459592271547947","0.491641563933783"
"People are fair","2003","Urban Area","Male","3706","0.512933556037457","0.50127265996116","0.524594452113754"
"People are fair","2003","Urban Area","Female","4293","0.550331255856297","0.539156008583603","0.561506503128991"
"People are fair","2003","Rural Area","Male","1601","0.444520974011555","0.42807497842501","0.460966969598101"
"People are fair","2003","Rural Area","Female","1921","0.524383082259135","0.508358436066217","0.540407728452053"
"People exploit","2004","Urban Area","Male","","","",""
"People exploit","2004","Urban Area","Female","","","",""
"People exploit","2004","Rural Area","Male","","","",""
"People exploit","2004","Rural Area","Female","","","",""
"People are fair","2004","Urban Area","Male","","","",""
"People are fair","2004","Urban Area","Female","","","",""
"People are fair","2004","Rural Area","Male","","","",""
"People are fair","2004","Rural Area","Female","","","",""
"People exploit","2005","Urban Area","Male","","","",""
"People exploit","2005","Urban Area","Female","","","",""
"People exploit","2005","Rural Area","Male","","","",""
"People exploit","2005","Rural Area","Female","","","",""
"People are fair","2005","Urban Area","Male","","","",""
"People are fair","2005","Urban Area","Female","","","",""
"People are fair","2005","Rural Area","Male","","","",""
"People are fair","2005","Rural Area","Female","","","",""
"People exploit","2006","Urban Area","Male","","","",""
"People exploit","2006","Urban Area","Female","","","",""
"People exploit","2006","Rural Area","Male","","","",""
"People exploit","2006","Rural Area","Female","","","",""
"People are fair","2006","Urban Area","Male","","","",""
"People are fair","2006","Urban Area","Female","","","",""
"People are fair","2006","Rural Area","Male","","","",""
"People are fair","2006","Rural Area","Female","","","",""
"People exploit","2007","Urban Area","Male","","","",""
"People exploit","2007","Urban Area","Female","","","",""
"People exploit","2007","Rural Area","Male","","","",""
"People exploit","2007","Rural Area","Female","","","",""
"People are fair","2007","Urban Area","Male","","","",""
"People are fair","2007","Urban Area","Female","","","",""
"People are fair","2007","Rural Area","Male","","","",""
"People are fair","2007","Rural Area","Female","","","",""
"People exploit","2008","Urban Area","Male","2803","0.493153068256985","0.480503795473803","0.505802341040167"
"People exploit","2008","Urban Area","Female","2810","0.44020421196288","0.428275838185063","0.452132585740697"
"People exploit","2008","Rural Area","Male","1642","0.539235789758829","0.521728556808603","0.556743022709055"
"People exploit","2008","Rural Area","Female","1562","0.474260316362081","0.457315813047725","0.491204819676437"
"People are fair","2008","Urban Area","Male","3198","0.506846931743015","0.494197658959833","0.519496204526197"
"People are fair","2008","Urban Area","Female","3843","0.55979578803712","0.547867414259303","0.571724161814937"
"People are fair","2008","Rural Area","Male","1472","0.460764210241171","0.443256977290945","0.478271443191397"
"People are fair","2008","Rural Area","Female","1774","0.525739683637919","0.508795180323563","0.542684186952275"
"People exploit","2009","Urban Area","Male","","","",""
"People exploit","2009","Urban Area","Female","","","",""
"People exploit","2009","Rural Area","Male","","","",""
"People exploit","2009","Rural Area","Female","","","",""
"People are fair","2009","Urban Area","Male","","","",""
"People are fair","2009","Urban Area","Female","","","",""
"People are fair","2009","Rural Area","Male","","","",""
"People are fair","2009","Rural Area","Female","","","",""
"People exploit","2010","Urban Area","Male","","","",""
"People exploit","2010","Urban Area","Female","","","",""
"People exploit","2010","Rural Area","Male","","","",""
"People exploit","2010","Rural Area","Female","","","",""
"People are fair","2010","Urban Area","Male","","","",""
"People are fair","2010","Urban Area","Female","","","",""
"People are fair","2010","Rural Area","Male","","","",""
"People are fair","2010","Rural Area","Female","","","",""
"People exploit","2011","Urban Area","Male","","","",""
"People exploit","2011","Urban Area","Female","","","",""
"People exploit","2011","Rural Area","Male","","","",""
"People exploit","2011","Rural Area","Female","","","",""
"People are fair","2011","Urban Area","Male","","","",""
"People are fair","2011","Urban Area","Female","","","",""
"People are fair","2011","Rural Area","Male","","","",""
"People are fair","2011","Rural Area","Female","","","",""
"People exploit","2012","Urban Area","Male","","","",""
"People exploit","2012","Urban Area","Female","","","",""
"People exploit","2012","Rural Area","Male","","","",""
"People exploit","2012","Rural Area","Female","","","",""
"People are fair","2012","Urban Area","Male","","","",""
"People are fair","2012","Urban Area","Female","","","",""
"People are fair","2012","Rural Area","Male","","","",""
"People are fair","2012","Rural Area","Female","","","",""
