"plh0195","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","lower secondary degree","West Germany","3138","0.500517942344089","0.488151691820429","0.512884192867749"
"People exploit","2003","lower secondary degree","East Germany","850","0.540254357091356","0.515306401422192","0.565202312760519"
"People exploit","2003","secondary school degree","West Germany","1826","0.454631971678389","0.439237531085873","0.470026412270905"
"People exploit","2003","secondary school degree","East Germany","1394","0.611707760453897","0.592094847575731","0.631320673332063"
"People exploit","2003","college entrance qualification","West Germany","1547","0.381984239494925","0.367371573487033","0.396596905502817"
"People exploit","2003","college entrance qualification","East Germany","515","0.457362988709466","0.428161001670208","0.486564975748724"
"People exploit","2003","Other degree","West Germany","609","0.537927633632546","0.509237272011421","0.566617995253672"
"People exploit","2003","Other degree","East Germany","25","","",""
"People exploit","2003","no degree/no degree yet","West Germany","277","0.470396685856224","0.433208711953145","0.507584659759303"
"People exploit","2003","no degree/no degree yet","East Germany","86","0.515025464514495","0.441605882282121","0.58844504674687"
"People are fair","2003","lower secondary degree","West Germany","3142","0.499482057655911","0.487115807132251","0.511848308179571"
"People are fair","2003","lower secondary degree","East Germany","683","0.459745642908644","0.434797687239481","0.484693598577808"
"People are fair","2003","secondary school degree","West Germany","2193","0.545368028321611","0.529973587729095","0.560762468914127"
"People are fair","2003","secondary school degree","East Germany","978","0.388292239546103","0.368679326667937","0.407905152424269"
"People are fair","2003","college entrance qualification","West Germany","2700","0.618015760505075","0.603403094497183","0.632628426512967"
"People are fair","2003","college entrance qualification","East Germany","603","0.542637011290534","0.513435024251276","0.571838998329792"
"People are fair","2003","Other degree","West Germany","551","0.462072366367453","0.433382004746328","0.490762727988579"
"People are fair","2003","Other degree","East Germany","18","","",""
"People are fair","2003","no degree/no degree yet","West Germany","415","0.529603314143776","0.492415340240697","0.566791288046854"
"People are fair","2003","no degree/no degree yet","East Germany","92","0.484974535485505","0.41155495325313","0.558394117717879"
"People exploit","2004","lower secondary degree","West Germany","","","",""
"People exploit","2004","lower secondary degree","East Germany","","","",""
"People exploit","2004","secondary school degree","West Germany","","","",""
"People exploit","2004","secondary school degree","East Germany","","","",""
"People exploit","2004","college entrance qualification","West Germany","","","",""
"People exploit","2004","college entrance qualification","East Germany","","","",""
"People exploit","2004","Other degree","West Germany","","","",""
"People exploit","2004","Other degree","East Germany","","","",""
"People exploit","2004","no degree/no degree yet","West Germany","","","",""
"People exploit","2004","no degree/no degree yet","East Germany","","","",""
"People are fair","2004","lower secondary degree","West Germany","","","",""
"People are fair","2004","lower secondary degree","East Germany","","","",""
"People are fair","2004","secondary school degree","West Germany","","","",""
"People are fair","2004","secondary school degree","East Germany","","","",""
"People are fair","2004","college entrance qualification","West Germany","","","",""
"People are fair","2004","college entrance qualification","East Germany","","","",""
"People are fair","2004","Other degree","West Germany","","","",""
"People are fair","2004","Other degree","East Germany","","","",""
"People are fair","2004","no degree/no degree yet","West Germany","","","",""
"People are fair","2004","no degree/no degree yet","East Germany","","","",""
"People exploit","2005","lower secondary degree","West Germany","","","",""
"People exploit","2005","lower secondary degree","East Germany","","","",""
"People exploit","2005","secondary school degree","West Germany","","","",""
"People exploit","2005","secondary school degree","East Germany","","","",""
"People exploit","2005","college entrance qualification","West Germany","","","",""
"People exploit","2005","college entrance qualification","East Germany","","","",""
"People exploit","2005","Other degree","West Germany","","","",""
"People exploit","2005","Other degree","East Germany","","","",""
"People exploit","2005","no degree/no degree yet","West Germany","","","",""
"People exploit","2005","no degree/no degree yet","East Germany","","","",""
"People are fair","2005","lower secondary degree","West Germany","","","",""
"People are fair","2005","lower secondary degree","East Germany","","","",""
"People are fair","2005","secondary school degree","West Germany","","","",""
"People are fair","2005","secondary school degree","East Germany","","","",""
"People are fair","2005","college entrance qualification","West Germany","","","",""
"People are fair","2005","college entrance qualification","East Germany","","","",""
"People are fair","2005","Other degree","West Germany","","","",""
"People are fair","2005","Other degree","East Germany","","","",""
"People are fair","2005","no degree/no degree yet","West Germany","","","",""
"People are fair","2005","no degree/no degree yet","East Germany","","","",""
"People exploit","2006","lower secondary degree","West Germany","","","",""
"People exploit","2006","lower secondary degree","East Germany","","","",""
"People exploit","2006","secondary school degree","West Germany","","","",""
"People exploit","2006","secondary school degree","East Germany","","","",""
"People exploit","2006","college entrance qualification","West Germany","","","",""
"People exploit","2006","college entrance qualification","East Germany","","","",""
"People exploit","2006","Other degree","West Germany","","","",""
"People exploit","2006","Other degree","East Germany","","","",""
"People exploit","2006","no degree/no degree yet","West Germany","","","",""
"People exploit","2006","no degree/no degree yet","East Germany","","","",""
"People are fair","2006","lower secondary degree","West Germany","","","",""
"People are fair","2006","lower secondary degree","East Germany","","","",""
"People are fair","2006","secondary school degree","West Germany","","","",""
"People are fair","2006","secondary school degree","East Germany","","","",""
"People are fair","2006","college entrance qualification","West Germany","","","",""
"People are fair","2006","college entrance qualification","East Germany","","","",""
"People are fair","2006","Other degree","West Germany","","","",""
"People are fair","2006","Other degree","East Germany","","","",""
"People are fair","2006","no degree/no degree yet","West Germany","","","",""
"People are fair","2006","no degree/no degree yet","East Germany","","","",""
"People exploit","2007","lower secondary degree","West Germany","","","",""
"People exploit","2007","lower secondary degree","East Germany","","","",""
"People exploit","2007","secondary school degree","West Germany","","","",""
"People exploit","2007","secondary school degree","East Germany","","","",""
"People exploit","2007","college entrance qualification","West Germany","","","",""
"People exploit","2007","college entrance qualification","East Germany","","","",""
"People exploit","2007","Other degree","West Germany","","","",""
"People exploit","2007","Other degree","East Germany","","","",""
"People exploit","2007","no degree/no degree yet","West Germany","","","",""
"People exploit","2007","no degree/no degree yet","East Germany","","","",""
"People are fair","2007","lower secondary degree","West Germany","","","",""
"People are fair","2007","lower secondary degree","East Germany","","","",""
"People are fair","2007","secondary school degree","West Germany","","","",""
"People are fair","2007","secondary school degree","East Germany","","","",""
"People are fair","2007","college entrance qualification","West Germany","","","",""
"People are fair","2007","college entrance qualification","East Germany","","","",""
"People are fair","2007","Other degree","West Germany","","","",""
"People are fair","2007","Other degree","East Germany","","","",""
"People are fair","2007","no degree/no degree yet","West Germany","","","",""
"People are fair","2007","no degree/no degree yet","East Germany","","","",""
"People exploit","2008","lower secondary degree","West Germany","2609","0.510579898073034","0.49688462462816","0.524275171517909"
"People exploit","2008","lower secondary degree","East Germany","673","0.532238677634665","0.50472099955075","0.559756355718581"
"People exploit","2008","secondary school degree","West Germany","1581","0.46249164594887","0.44621367551443","0.47876961638331"
"People exploit","2008","secondary school degree","East Germany","1159","0.583095597332103","0.561927230369701","0.604263964294504"
"People exploit","2008","college entrance qualification","West Germany","1356","0.367238772126927","0.352228621555503","0.38224892269835"
"People exploit","2008","college entrance qualification","East Germany","458","0.437912018689433","0.408685986211918","0.467138051166948"
"People exploit","2008","Other degree","West Germany","473","0.533820505133926","0.500842235622425","0.566798774645426"
"People exploit","2008","Other degree","East Germany","30","0.66974801356151","0.543132012619362","0.796364014503659"
"People exploit","2008","no degree/no degree yet","West Germany","188","0.492586262678568","0.44592558363734","0.539246941719796"
