"plh0195","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","higher vocational","Urban Area","568","0.512530722431029","0.482581208476613","0.542480236385444","2"
"People are fair","2003","in school","Rural Area","120","0.590247134650292","0.519948464459866","0.660545804840718","2"
"People are fair","2003","higher vocational","Rural Area","280","0.452794408844598","0.413031729931155","0.492557087758042","2"
"People are fair","2003","inadequately","Rural Area","23","","","","2"
"People are fair","2003","general elemantary","Urban Area","909","0.500986630449845","0.478103386832184","0.523869874067506","2"
"People are fair","2003","higher education","Urban Area","1925","0.612617735119833","0.595351645127718","0.629883825111949","2"
"People are fair","2003","inadequately","Urban Area","79","0.336520945437821","0.270869965710671","0.40217192516497","2"
"People are fair","2003","in school","Urban Area","281","0.692256687965268","0.647796037488475","0.736717338442062","2"
"People are fair","2003","middle vocational","Rural Area","1829","0.469311312760584","0.453724380014372","0.484898245506796","2"
"People are fair","2003","vocational + Abi","Urban Area","489","0.555931058600536","0.523047109837609","0.588815007363464","2"
"People are fair","2003","vocational + Abi","Rural Area","137","0.57179457770355","0.511878476883794","0.631710678523305","2"
"People are fair","2003","higher education","Rural Area","659","0.502149846859074","0.474387571356891","0.529912122361257","2"
"People are fair","2003","general elemantary","Rural Area","434","0.514932700285256","0.481836946798251","0.548028453772261","2"
"People are fair","2003","middle vocational","Urban Area","3659","0.512563450046362","0.500904811233072","0.524222088859652","2"
"People exploit","2003","in school","Urban Area","133","0.307743312034732","0.263282661557938","0.352203962511525","1"
"People exploit","2003","in school","Rural Area","68","0.409752865349708","0.339454195159282","0.480051535540134","1"
"People exploit","2003","inadequately","Urban Area","120","0.663479054562179","0.597828074835029","0.729130034289329","1"
"People exploit","2003","inadequately","Rural Area","32","0.620627569229348","0.492390034113033","0.748865104345662","1"
"People exploit","2003","general elemantary","Urban Area","925","0.499013369550155","0.476130125932494","0.521896613167816","1"
"People exploit","2003","general elemantary","Rural Area","442","0.485067299714744","0.451971546227738","0.518163053201749","1"
"People exploit","2003","middle vocational","Urban Area","3402","0.487436549953638","0.475777911140348","0.499095188766928","1"
"People exploit","2003","middle vocational","Rural Area","2109","0.530688687239416","0.515101754493204","0.546275619985627","1"
"People exploit","2003","vocational + Abi","Urban Area","388","0.444068941399464","0.411184992636536","0.476952890162391","1"
"People exploit","2003","vocational + Abi","Rural Area","125","0.42820542229645","0.368289321476695","0.488121523116206","1"
"People exploit","2003","higher vocational","Urban Area","502","0.487469277568971","0.457519763614556","0.517418791523387","1"
"People exploit","2003","higher vocational","Rural Area","322","0.547205591155402","0.507442912241958","0.586968270068845","1"
"People exploit","2003","higher education","Urban Area","1133","0.387382264880167","0.370116174888051","0.404648354872282","1"
"People exploit","2003","higher education","Rural Area","587","0.497850153140926","0.470087877638743","0.525612428643109","1"
"People are fair","2004","higher vocational","Urban Area","","","","","2"
"People are fair","2004","higher vocational","Rural Area","","","","","2"
"People are fair","2004","higher education","Rural Area","","","","","2"
"People are fair","2004","general elemantary","Urban Area","","","","","2"
"People are fair","2004","in school","Rural Area","","","","","2"
"People are fair","2004","inadequately","Rural Area","","","","","2"
"People are fair","2004","higher education","Urban Area","","","","","2"
"People are fair","2004","inadequately","Urban Area","","","","","2"
"People are fair","2004","in school","Urban Area","","","","","2"
"People are fair","2004","general elemantary","Rural Area","","","","","2"
"People are fair","2004","middle vocational","Urban Area","","","","","2"
"People are fair","2004","middle vocational","Rural Area","","","","","2"
"People are fair","2004","vocational + Abi","Urban Area","","","","","2"
"People are fair","2004","vocational + Abi","Rural Area","","","","","2"
"People exploit","2004","in school","Urban Area","","","","","1"
"People exploit","2004","in school","Rural Area","","","","","1"
"People exploit","2004","inadequately","Urban Area","","","","","1"
"People exploit","2004","inadequately","Rural Area","","","","","1"
"People exploit","2004","general elemantary","Urban Area","","","","","1"
"People exploit","2004","general elemantary","Rural Area","","","","","1"
"People exploit","2004","middle vocational","Urban Area","","","","","1"
"People exploit","2004","middle vocational","Rural Area","","","","","1"
"People exploit","2004","vocational + Abi","Urban Area","","","","","1"
"People exploit","2004","vocational + Abi","Rural Area","","","","","1"
"People exploit","2004","higher vocational","Urban Area","","","","","1"
"People exploit","2004","higher vocational","Rural Area","","","","","1"
"People exploit","2004","higher education","Urban Area","","","","","1"
"People exploit","2004","higher education","Rural Area","","","","","1"
"People are fair","2005","general elemantary","Urban Area","","","","","2"
"People are fair","2005","higher vocational","Urban Area","","","","","2"
"People are fair","2005","higher vocational","Rural Area","","","","","2"
"People are fair","2005","higher education","Rural Area","","","","","2"
"People are fair","2005","in school","Rural Area","","","","","2"
"People are fair","2005","inadequately","Urban Area","","","","","2"
"People are fair","2005","inadequately","Rural Area","","","","","2"
"People are fair","2005","higher education","Urban Area","","","","","2"
"People are fair","2005","in school","Urban Area","","","","","2"
"People are fair","2005","general elemantary","Rural Area","","","","","2"
"People are fair","2005","middle vocational","Urban Area","","","","","2"
"People are fair","2005","middle vocational","Rural Area","","","","","2"
"People are fair","2005","vocational + Abi","Urban Area","","","","","2"
"People are fair","2005","vocational + Abi","Rural Area","","","","","2"
"People exploit","2005","in school","Urban Area","","","","","1"
"People exploit","2005","in school","Rural Area","","","","","1"
"People exploit","2005","inadequately","Urban Area","","","","","1"
"People exploit","2005","inadequately","Rural Area","","","","","1"
"People exploit","2005","general elemantary","Urban Area","","","","","1"
"People exploit","2005","general elemantary","Rural Area","","","","","1"
"People exploit","2005","middle vocational","Urban Area","","","","","1"
"People exploit","2005","middle vocational","Rural Area","","","","","1"
"People exploit","2005","vocational + Abi","Urban Area","","","","","1"
"People exploit","2005","vocational + Abi","Rural Area","","","","","1"
"People exploit","2005","higher vocational","Urban Area","","","","","1"
"People exploit","2005","higher vocational","Rural Area","","","","","1"
"People exploit","2005","higher education","Urban Area","","","","","1"
"People exploit","2005","higher education","Rural Area","","","","","1"
"People are fair","2006","general elemantary","Urban Area","","","","","2"
"People are fair","2006","in school","Urban Area","","","","","2"
"People are fair","2006","in school","Rural Area","","","","","2"
"People are fair","2006","inadequately","Urban Area","","","","","2"
"People are fair","2006","inadequately","Rural Area","","","","","2"
"People are fair","2006","higher vocational","Urban Area","","","","","2"
"People are fair","2006","higher vocational","Rural Area","","","","","2"
"People are fair","2006","higher education","Rural Area","","","","","2"
"People are fair","2006","higher education","Urban Area","","","","","2"
"People are fair","2006","general elemantary","Rural Area","","","","","2"
"People are fair","2006","middle vocational","Urban Area","","","","","2"
"People are fair","2006","middle vocational","Rural Area","","","","","2"
"People are fair","2006","vocational + Abi","Urban Area","","","","","2"
"People are fair","2006","vocational + Abi","Rural Area","","","","","2"
"People exploit","2006","in school","Urban Area","","","","","1"
"People exploit","2006","in school","Rural Area","","","","","1"
"People exploit","2006","inadequately","Urban Area","","","","","1"
"People exploit","2006","inadequately","Rural Area","","","","","1"
"People exploit","2006","general elemantary","Urban Area","","","","","1"
"People exploit","2006","general elemantary","Rural Area","","","","","1"
"People exploit","2006","middle vocational","Urban Area","","","","","1"
"People exploit","2006","middle vocational","Rural Area","","","","","1"
"People exploit","2006","vocational + Abi","Urban Area","","","","","1"
"People exploit","2006","vocational + Abi","Rural Area","","","","","1"
"People exploit","2006","higher vocational","Urban Area","","","","","1"
"People exploit","2006","higher vocational","Rural Area","","","","","1"
"People exploit","2006","higher education","Urban Area","","","","","1"
"People exploit","2006","higher education","Rural Area","","","","","1"
"People are fair","2007","in school","Urban Area","","","","","2"
"People are fair","2007","in school","Rural Area","","","","","2"
"People are fair","2007","inadequately","Urban Area","","","","","2"
"People are fair","2007","inadequately","Rural Area","","","","","2"
"People are fair","2007","general elemantary","Urban Area","","","","","2"
"People are fair","2007","higher vocational","Urban Area","","","","","2"
"People are fair","2007","higher vocational","Rural Area","","","","","2"
"People are fair","2007","higher education","Urban Area","","","","","2"
"People are fair","2007","higher education","Rural Area","","","","","2"
"People are fair","2007","general elemantary","Rural Area","","","","","2"
"People are fair","2007","middle vocational","Urban Area","","","","","2"
"People are fair","2007","middle vocational","Rural Area","","","","","2"
"People are fair","2007","vocational + Abi","Urban Area","","","","","2"
"People are fair","2007","vocational + Abi","Rural Area","","","","","2"
"People exploit","2007","in school","Urban Area","","","","","1"
"People exploit","2007","in school","Rural Area","","","","","1"
"People exploit","2007","inadequately","Urban Area","","","","","1"
"People exploit","2007","inadequately","Rural Area","","","","","1"
"People exploit","2007","general elemantary","Urban Area","","","","","1"
"People exploit","2007","general elemantary","Rural Area","","","","","1"
"People exploit","2007","middle vocational","Urban Area","","","","","1"
"People exploit","2007","middle vocational","Rural Area","","","","","1"
"People exploit","2007","vocational + Abi","Urban Area","","","","","1"
"People exploit","2007","vocational + Abi","Rural Area","","","","","1"
"People exploit","2007","higher vocational","Urban Area","","","","","1"
"People exploit","2007","higher vocational","Rural Area","","","","","1"
"People exploit","2007","higher education","Urban Area","","","","","1"
"People exploit","2007","higher education","Rural Area","","","","","1"
"People are fair","2008","in school","Urban Area","159","0.685921708159228","0.626704446121623","0.745138970196833","2"
"People are fair","2008","in school","Rural Area","69","0.55183810310144","0.461726966613355","0.641949239589524","2"
"People are fair","2008","inadequately","Urban Area","58","0.391804804197476","0.308212015399578","0.475397592995375","2"
"People are fair","2008","inadequately","Rural Area","15","","","","2"
"People are fair","2008","general elemantary","Urban Area","640","0.475600997940392","0.448741285402411","0.502460710478373","2"
"People are fair","2008","higher vocational","Urban Area","491","0.54056634310091","0.507546122590483","0.573586563611337","2"
"People are fair","2008","higher vocational","Rural Area","269","0.509594194438053","0.466832148418265","0.552356240457842","2"
