"plh0195","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","Employed","middle vocational","3311","0.473976761805013","0.462185752322092","0.485767771287933","2"
"People are fair","2003","Not Employed","inadequately","65","0.364901993104546","0.288371450993831","0.441432535215261","2"
"People are fair","2003","Employed","vocational + Abi","465","0.555181706277117","0.521891222814793","0.588472189739441","2"
"People are fair","2003","Not Employed","middle vocational","2177","0.533638782888423","0.518387299498429","0.548890266278417","2"
"People are fair","2003","Not Employed","vocational + Abi","161","0.569227179007594","0.511534350116798","0.626920007898389","2"
"People are fair","2003","Employed","higher vocational","581","0.480569931318788","0.452218844664643","0.508921017972933","2"
"People are fair","2003","Not Employed","general elemantary","754","0.540678942973974","0.515160322993396","0.566197562954553","2"
"People are fair","2003","Not Employed","in school","327","0.662361172623632","0.620317215821515","0.70440512942575","2"
"People are fair","2003","Employed","in school","74","0.663559829871493","0.577576737199598","0.749542922543388","2"
"People are fair","2003","Employed","inadequately","37","0.311350834109059","0.221489671152675","0.401211997065442","2"
"People are fair","2003","Employed","general elemantary","589","0.456653257608012","0.42898414510793","0.484322370108094","2"
"People are fair","2003","Employed","higher education","2046","0.588807658218414","0.572145359303918","0.605469957132909","2"
"People are fair","2003","Not Employed","higher vocational","267","0.517610115734776","0.472861376079484","0.562358855390067","2"
"People are fair","2003","Not Employed","higher education","538","0.569302574831431","0.537880734647681","0.60072441501518","2"
"People exploit","2003","Not Employed","in school","159","0.337638827376367","0.29559487057425","0.379682784178485","1"
"People exploit","2003","Not Employed","inadequately","87","0.635098006895454","0.558567464784739","0.711628549006169","1"
"People exploit","2003","Not Employed","general elemantary","711","0.459321057026026","0.433802437045447","0.484839677006604","1"
"People exploit","2003","Not Employed","middle vocational","1933","0.466361217111577","0.451109733721583","0.481612700501571","1"
"People exploit","2003","Not Employed","vocational + Abi","122","0.430772820992406","0.373079992101611","0.488465649883202","1"
"People exploit","2003","Not Employed","higher vocational","212","0.482389884265224","0.437641144609933","0.527138623920516","1"
"People exploit","2003","Not Employed","higher education","416","0.430697425168569","0.39927558498482","0.462119265352319","1"
"People exploit","2003","Employed","in school","42","0.336440170128507","0.250457077456612","0.422423262800402","1"
"People exploit","2003","Employed","inadequately","65","0.688649165890941","0.598788002934558","0.778510328847325","1"
"People exploit","2003","Employed","general elemantary","656","0.543346742391988","0.515677629891906","0.57101585489207","1"
"People exploit","2003","Employed","middle vocational","3578","0.526023238194988","0.514232228712067","0.537814247677908","1"
"People exploit","2003","Employed","vocational + Abi","391","0.444818293722883","0.411527810260559","0.478108777185207","1"
"People exploit","2003","Employed","higher vocational","612","0.519430068681212","0.491078982027067","0.547781155335357","1"
"People exploit","2003","Employed","higher education","1304","0.411192341781586","0.394530042867091","0.427854640696082","1"
"People are fair","2004","Employed","middle vocational","","","","","2"
"People are fair","2004","Employed","vocational + Abi","","","","","2"
