"plh0195","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Not Employed","lower secondary degree","1917","0.470642159498035","0.455206781686058","0.486077537310011"
"People exploit","2003","Not Employed","secondary school degree","734","0.4641089392237","0.439217263922627","0.489000614524773"
"People exploit","2003","Not Employed","college entrance qualification","478","0.38738540517514","0.360149773868312","0.414621036481968"
"People exploit","2003","Not Employed","Other degree","255","0.508622406510197","0.46413033358059","0.553114479439804"
"People exploit","2003","Not Employed","no degree/no degree yet","253","0.452981241960127","0.414654508474076","0.491307975446179"
"People exploit","2003","Employed","lower secondary degree","2071","0.548541281348285","0.532710634169654","0.564371928526917"
"People exploit","2003","Employed","secondary school degree","2486","0.517885808130392","0.503821642838019","0.531949973422766"
"People exploit","2003","Employed","college entrance qualification","1584","0.396344010668574","0.38143706279488","0.411250958542269"
"People exploit","2003","Employed","Other degree","379","0.560098735791318","0.523791283936192","0.596406187646443"
"People exploit","2003","Employed","no degree/no degree yet","110","0.547726513184698","0.482254747961186","0.613198278408209"
"People are fair","2003","Not Employed","lower secondary degree","2100","0.529357840501966","0.51392246268999","0.544793218313942"
"People are fair","2003","Not Employed","secondary school degree","808","0.5358910607763","0.510999385475227","0.560782736077373"
"People are fair","2003","Not Employed","college entrance qualification","751","0.61261459482486","0.585378963518032","0.639850226131688"
"People are fair","2003","Not Employed","Other degree","230","0.491377593489803","0.446885520560196","0.53586966641941"
"People are fair","2003","Not Employed","no degree/no degree yet","395","0.547018758039873","0.508692024553821","0.585345491525924"
"People are fair","2003","Employed","lower secondary degree","1725","0.451458718651715","0.435628071473083","0.467289365830346"
"People are fair","2003","Employed","secondary school degree","2363","0.482114191869608","0.468050026577234","0.496178357161981"
"People are fair","2003","Employed","college entrance qualification","2552","0.603655989331426","0.588749041457731","0.61856293720512"
"People are fair","2003","Employed","Other degree","339","0.439901264208682","0.403593812353557","0.476208716063808"
