"plh0195","year","education","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","lower secondary degree","3988","0.506569352435064","0.495483433595023","0.517655271275105"
"People exploit","2003","secondary school degree","3220","0.502988393126172","0.490730214954033","0.515246571298312"
"People exploit","2003","college entrance qualification","2062","0.393912906936038","0.380838233474471","0.406987580397605"
"People exploit","2003","Other degree","634","0.540035007816544","0.511871378230214","0.568198637402875"
"People exploit","2003","no degree/no degree yet","363","0.477019846772259","0.443830455048398","0.510209238496121"
"People are fair","2003","lower secondary degree","3825","0.493430647564936","0.482344728724895","0.504516566404977"
"People are fair","2003","secondary school degree","3171","0.497011606873828","0.484753428701688","0.509269785045967"
"People are fair","2003","college entrance qualification","3303","0.606087093063962","0.593012419602395","0.619161766525529"
"People are fair","2003","Other degree","569","0.459964992183456","0.431801362597125","0.488128621769786"
"People are fair","2003","no degree/no degree yet","507","0.522980153227741","0.489790761503879","0.556169544951602"
"People exploit","2004","lower secondary degree","","","",""
"People exploit","2004","secondary school degree","","","",""
"People exploit","2004","college entrance qualification","","","",""
"People exploit","2004","Other degree","","","",""
"People exploit","2004","no degree/no degree yet","","","",""
"People are fair","2004","lower secondary degree","","","",""
"People are fair","2004","secondary school degree","","","",""
"People are fair","2004","college entrance qualification","","","",""
"People are fair","2004","Other degree","","","",""
"People are fair","2004","no degree/no degree yet","","","",""
"People exploit","2005","lower secondary degree","","","",""
"People exploit","2005","secondary school degree","","","",""
"People exploit","2005","college entrance qualification","","","",""
"People exploit","2005","Other degree","","","",""
"People exploit","2005","no degree/no degree yet","","","",""
"People are fair","2005","lower secondary degree","","","",""
"People are fair","2005","secondary school degree","","","",""
"People are fair","2005","college entrance qualification","","","",""
"People are fair","2005","Other degree","","","",""
"People are fair","2005","no degree/no degree yet","","","",""
"People exploit","2006","lower secondary degree","","","",""
"People exploit","2006","secondary school degree","","","",""
"People exploit","2006","college entrance qualification","","","",""
"People exploit","2006","Other degree","","","",""
"People exploit","2006","no degree/no degree yet","","","",""
"People are fair","2006","lower secondary degree","","","",""
"People are fair","2006","secondary school degree","","","",""
"People are fair","2006","college entrance qualification","","","",""
"People are fair","2006","Other degree","","","",""
"People are fair","2006","no degree/no degree yet","","","",""
"People exploit","2007","lower secondary degree","","","",""
"People exploit","2007","secondary school degree","","","",""
"People exploit","2007","college entrance qualification","","","",""
"People exploit","2007","Other degree","","","",""
"People exploit","2007","no degree/no degree yet","","","",""
"People are fair","2007","lower secondary degree","","","",""
"People are fair","2007","secondary school degree","","","",""
"People are fair","2007","college entrance qualification","","","",""
"People are fair","2007","Other degree","","","",""
"People are fair","2007","no degree/no degree yet","","","",""
"People exploit","2008","lower secondary degree","3282","0.513712186866508","0.501448802342751","0.525975571390264"
"People exploit","2008","secondary school degree","2740","0.497797975834645","0.484804238308893","0.510791713360398"
"People exploit","2008","college entrance qualification","1814","0.378688021750248","0.365334906643494","0.392041136857002"
"People exploit","2008","Other degree","503","0.53950503259926","0.507505006752939","0.57150505844558"
"People exploit","2008","no degree/no degree yet","237","0.493327398738445","0.451276091184734","0.535378706292156"
"People are fair","2008","lower secondary degree","3099","0.486287813133492","0.474024428609736","0.498551197657249"
"People are fair","2008","secondary school degree","2948","0.502202024165355","0.489208286639602","0.515195761691107"
"People are fair","2008","college entrance qualification","3255","0.621311978249752","0.607958863142998","0.634665093356506"
"People are fair","2008","Other degree","429","0.460494967400741","0.42849494155442","0.492494993247061"
"People are fair","2008","no degree/no degree yet","306","0.506672601261555","0.464621293707844","0.548723908815266"
"People exploit","2009","lower secondary degree","","","",""
"People exploit","2009","secondary school degree","","","",""
"People exploit","2009","college entrance qualification","","","",""
"People exploit","2009","Other degree","","","",""
"People exploit","2009","no degree/no degree yet","","","",""
"People are fair","2009","lower secondary degree","","","",""
"People are fair","2009","secondary school degree","","","",""
"People are fair","2009","college entrance qualification","","","",""
"People are fair","2009","Other degree","","","",""
"People are fair","2009","no degree/no degree yet","","","",""
"People exploit","2010","lower secondary degree","","","",""
"People exploit","2010","secondary school degree","","","",""
"People exploit","2010","college entrance qualification","","","",""
"People exploit","2010","Other degree","","","",""
"People exploit","2010","no degree/no degree yet","","","",""
"People are fair","2010","lower secondary degree","","","",""
"People are fair","2010","secondary school degree","","","",""
"People are fair","2010","college entrance qualification","","","",""
"People are fair","2010","Other degree","","","",""
"People are fair","2010","no degree/no degree yet","","","",""
"People exploit","2011","lower secondary degree","","","",""
"People exploit","2011","secondary school degree","","","",""
"People exploit","2011","college entrance qualification","","","",""
"People exploit","2011","Other degree","","","",""
"People exploit","2011","no degree/no degree yet","","","",""
"People are fair","2011","lower secondary degree","","","",""
"People are fair","2011","secondary school degree","","","",""
"People are fair","2011","college entrance qualification","","","",""
"People are fair","2011","Other degree","","","",""
"People are fair","2011","no degree/no degree yet","","","",""
"People exploit","2012","lower secondary degree","","","",""
"People exploit","2012","secondary school degree","","","",""
"People exploit","2012","college entrance qualification","","","",""
"People exploit","2012","Other degree","","","",""
"People exploit","2012","no degree/no degree yet","","","",""
"People are fair","2012","lower secondary degree","","","",""
"People are fair","2012","secondary school degree","","","",""
"People are fair","2012","college entrance qualification","","","",""
"People are fair","2012","Other degree","","","",""
"People are fair","2012","no degree/no degree yet","","","",""
"People exploit","2013","lower secondary degree","3371","0.459797774034356","0.448105957371881","0.471489590696831"
"People exploit","2013","secondary school degree","3451","0.459389755537689","0.448292537944513","0.470486973130865"
"People exploit","2013","college entrance qualification","1998","0.297093736894227","0.286576185375148","0.307611288413305"
"People exploit","2013","Other degree","710","0.495862053194157","0.470784584102258","0.520939522286057"
"People exploit","2013","no degree/no degree yet","367","0.50591884335427","0.471055091759197","0.540782594949344"
"People are fair","2013","lower secondary degree","3609","0.540202225965644","0.528510409303169","0.551894042628119"
"People are fair","2013","secondary school degree","4296","0.540610244462311","0.529513026869135","0.551707462055487"
"People are fair","2013","college entrance qualification","5254","0.702906263105773","0.692388711586695","0.713423814624852"
"People are fair","2013","Other degree","817","0.504137946805843","0.479060477713943","0.529215415897742"
"People are fair","2013","no degree/no degree yet","423","0.49408115664573","0.459217405050656","0.528944908240803"
"People exploit","2014","lower secondary degree","","","",""
"People exploit","2014","secondary school degree","","","",""
"People exploit","2014","college entrance qualification","","","",""
"People exploit","2014","Other degree","","","",""
"People exploit","2014","no degree/no degree yet","","","",""
"People are fair","2014","lower secondary degree","","","",""
"People are fair","2014","secondary school degree","","","",""
"People are fair","2014","college entrance qualification","","","",""
"People are fair","2014","Other degree","","","",""
"People are fair","2014","no degree/no degree yet","","","",""
"People exploit","2015","lower secondary degree","","","",""
"People exploit","2015","secondary school degree","","","",""
"People exploit","2015","college entrance qualification","","","",""
"People exploit","2015","Other degree","","","",""
"People exploit","2015","no degree/no degree yet","","","",""
"People are fair","2015","lower secondary degree","","","",""
"People are fair","2015","secondary school degree","","","",""
"People are fair","2015","college entrance qualification","","","",""
"People are fair","2015","Other degree","","","",""
"People are fair","2015","no degree/no degree yet","","","",""
"People exploit","2016","lower secondary degree","","","",""
"People exploit","2016","secondary school degree","","","",""
"People exploit","2016","college entrance qualification","","","",""
"People exploit","2016","Other degree","","","",""
"People exploit","2016","no degree/no degree yet","","","",""
"People are fair","2016","lower secondary degree","","","",""
"People are fair","2016","secondary school degree","","","",""
"People are fair","2016","college entrance qualification","","","",""
"People are fair","2016","Other degree","","","",""
"People are fair","2016","no degree/no degree yet","","","",""
"People exploit","2017","lower secondary degree","","","",""
"People exploit","2017","secondary school degree","","","",""
"People exploit","2017","college entrance qualification","","","",""
"People exploit","2017","Other degree","","","",""
"People exploit","2017","no degree/no degree yet","","","",""
"People are fair","2017","lower secondary degree","","","",""
"People are fair","2017","secondary school degree","","","",""
"People are fair","2017","college entrance qualification","","","",""
"People are fair","2017","Other degree","","","",""
"People are fair","2017","no degree/no degree yet","","","",""
"People exploit","2018","lower secondary degree","2638","0.4429910792626","0.430014475840623","0.455967682684577"
"People exploit","2018","secondary school degree","3001","0.419707825548757","0.408238203492222","0.431177447605293"
"People exploit","2018","college entrance qualification","2011","0.281784156499918","0.271629898490756","0.29193841450908"
