"plh0195","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","no migration background","Male","4560","0.495883915281603","0.48553073895067","0.506237091612537","2"
"People are fair","2003","no migration background","Female","5320","0.548788390570174","0.538844056192284","0.558732724948065","2"
"People are fair","2003","indirect migration background","Male","172","0.437313290062163","0.386836607662285","0.487789972462041","2"
"People are fair","2003","indirect migration background","Female","215","0.500447355832437","0.451570316070368","0.549324395594507","2"
"People are fair","2003","direct migration background","Male","575","0.477270602729186","0.449413533912321","0.505127671546051","2"
"People are fair","2003","direct migration background","Female","679","0.509522078418449","0.482574260852829","0.536469895984069","2"
"People exploit","2003","no migration background","Male","4399","0.504116084718397","0.493762908387463","0.51446926104933","1"
"People exploit","2003","no migration background","Female","4299","0.451211609429826","0.441267275051935","0.461155943807716","1"
"People exploit","2003","direct migration background","Male","660","0.522729397270814","0.494872328453949","0.550586466087679","1"
"People exploit","2003","direct migration background","Female","643","0.490477921581551","0.463530104015931","0.517425739147171","1"
"People exploit","2003","indirect migration background","Male","199","0.562686709937837","0.512210027537959","0.613163392337715","1"
"People exploit","2003","indirect migration background","Female","187","0.499552644167563","0.450675604405493","0.548429683929632","1"
"People are fair","2004","no migration background","Male","","","","","2"
"People are fair","2004","no migration background","Female","","","","","2"
"People are fair","2004","indirect migration background","Male","","","","","2"
"People are fair","2004","indirect migration background","Female","","","","","2"
"People are fair","2004","direct migration background","Male","","","","","2"
"People are fair","2004","direct migration background","Female","","","","","2"
"People exploit","2004","no migration background","Male","","","","","1"
"People exploit","2004","no migration background","Female","","","","","1"
"People exploit","2004","direct migration background","Male","","","","","1"
"People exploit","2004","direct migration background","Female","","","","","1"
"People exploit","2004","indirect migration background","Male","","","","","1"
"People exploit","2004","indirect migration background","Female","","","","","1"
"People are fair","2005","no migration background","Male","","","","","2"
"People are fair","2005","no migration background","Female","","","","","2"
"People are fair","2005","indirect migration background","Male","","","","","2"
"People are fair","2005","indirect migration background","Female","","","","","2"
"People are fair","2005","direct migration background","Male","","","","","2"
"People are fair","2005","direct migration background","Female","","","","","2"
"People exploit","2005","no migration background","Male","","","","","1"
"People exploit","2005","no migration background","Female","","","","","1"
"People exploit","2005","direct migration background","Male","","","","","1"
"People exploit","2005","direct migration background","Female","","","","","1"
"People exploit","2005","indirect migration background","Male","","","","","1"
"People exploit","2005","indirect migration background","Female","","","","","1"
"People are fair","2006","indirect migration background","Male","","","","","2"
"People are fair","2006","indirect migration background","Female","","","","","2"
"People are fair","2006","no migration background","Male","","","","","2"
"People are fair","2006","no migration background","Female","","","","","2"
"People are fair","2006","direct migration background","Male","","","","","2"
"People are fair","2006","direct migration background","Female","","","","","2"
"People exploit","2006","no migration background","Male","","","","","1"
"People exploit","2006","no migration background","Female","","","","","1"
"People exploit","2006","direct migration background","Male","","","","","1"
"People exploit","2006","direct migration background","Female","","","","","1"
"People exploit","2006","indirect migration background","Male","","","","","1"
"People exploit","2006","indirect migration background","Female","","","","","1"
"People are fair","2007","indirect migration background","Male","","","","","2"
"People are fair","2007","indirect migration background","Female","","","","","2"
"People are fair","2007","no migration background","Male","","","","","2"
"People are fair","2007","no migration background","Female","","","","","2"
"People are fair","2007","direct migration background","Male","","","","","2"
"People are fair","2007","direct migration background","Female","","","","","2"
"People exploit","2007","no migration background","Male","","","","","1"
"People exploit","2007","no migration background","Female","","","","","1"
"People exploit","2007","direct migration background","Male","","","","","1"
"People exploit","2007","direct migration background","Female","","","","","1"
"People exploit","2007","indirect migration background","Male","","","","","1"
"People exploit","2007","indirect migration background","Female","","","","","1"
"People are fair","2008","indirect migration background","Male","181","0.476669494501763","0.425570569469748","0.527768419533778","2"
"People are fair","2008","indirect migration background","Female","196","0.428471205873754","0.379546108979681","0.477396302767826","2"
"People are fair","2008","no migration background","Male","4115","0.504966421573112","0.49392452139897","0.516008321747254","2"
"People are fair","2008","no migration background","Female","4928","0.566653795026278","0.556173990326015","0.57713359972654","2"
"People are fair","2008","direct migration background","Male","374","0.416678900927213","0.383956553890876","0.44940124796355","2"
"People are fair","2008","direct migration background","Female","493","0.478612037479992","0.447758450291883","0.509465624668101","2"
"People exploit","2008","no migration background","Male","3761","0.495033578426888","0.483991678252747","0.50607547860103","1"
"People exploit","2008","no migration background","Female","3661","0.433346204973722","0.42286640027346","0.443826009673985","1"
"People exploit","2008","direct migration background","Male","498","0.583321099072787","0.550598752036449","0.616043446109124","1"
"People exploit","2008","direct migration background","Female","514","0.521387962520008","0.490534375331899","0.552241549708117","1"
"People exploit","2008","indirect migration background","Male","186","0.523330505498237","0.472231580466222","0.574429430530252","1"
"People exploit","2008","indirect migration background","Female","197","0.571528794126246","0.522603697232174","0.620453891020319","1"
"People are fair","2009","indirect migration background","Male","","","","","2"
"People are fair","2009","indirect migration background","Female","","","","","2"
"People are fair","2009","no migration background","Male","","","","","2"
"People are fair","2009","no migration background","Female","","","","","2"
"People are fair","2009","direct migration background","Male","","","","","2"
"People are fair","2009","direct migration background","Female","","","","","2"
"People exploit","2009","no migration background","Male","","","","","1"
"People exploit","2009","no migration background","Female","","","","","1"
"People exploit","2009","direct migration background","Male","","","","","1"
"People exploit","2009","direct migration background","Female","","","","","1"
"People exploit","2009","indirect migration background","Male","","","","","1"
"People exploit","2009","indirect migration background","Female","","","","","1"
"People are fair","2010","no migration background","Male","","","","","2"
"People are fair","2010","indirect migration background","Male","","","","","2"
"People are fair","2010","indirect migration background","Female","","","","","2"
"People are fair","2010","no migration background","Female","","","","","2"
"People are fair","2010","direct migration background","Male","","","","","2"
"People are fair","2010","direct migration background","Female","","","","","2"
"People exploit","2010","direct migration background","Male","","","","","1"
"People exploit","2010","direct migration background","Female","","","","","1"
"People exploit","2010","no migration background","Male","","","","","1"
"People exploit","2010","no migration background","Female","","","","","1"
"People exploit","2010","indirect migration background","Male","","","","","1"
"People exploit","2010","indirect migration background","Female","","","","","1"
"People are fair","2011","no migration background","Male","","","","","2"
"People are fair","2011","no migration background","Female","","","","","2"
"People are fair","2011","indirect migration background","Male","","","","","2"
"People are fair","2011","indirect migration background","Female","","","","","2"
"People are fair","2011","direct migration background","Male","","","","","2"
"People are fair","2011","direct migration background","Female","","","","","2"
"People exploit","2011","direct migration background","Male","","","","","1"
"People exploit","2011","direct migration background","Female","","","","","1"
"People exploit","2011","indirect migration background","Male","","","","","1"
"People exploit","2011","no migration background","Male","","","","","1"
"People exploit","2011","no migration background","Female","","","","","1"
"People exploit","2011","indirect migration background","Female","","","","","1"
"People are fair","2012","no migration background","Male","","","","","2"
"People are fair","2012","no migration background","Female","","","","","2"
"People are fair","2012","direct migration background","Male","","","","","2"
