"plh0195","year","education","sex","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","lower secondary degree","Male","2073","0.54589949465184","0.530083773789201","0.561715215514479"
"People exploit","2003","lower secondary degree","Female","1915","0.470336150945049","0.454880156071736","0.485792145818361"
"People exploit","2003","secondary school degree","Male","1470","0.535916236383588","0.517280376327608","0.554552096439568"
"People exploit","2003","secondary school degree","Female","1750","0.476370761432636","0.4601458665267","0.492595656338573"
"People exploit","2003","college entrance qualification","Male","1151","0.402103457902784","0.38420222151284","0.420004694292729"
"People exploit","2003","college entrance qualification","Female","911","0.384156216521922","0.365024719922449","0.403287713121395"
"People exploit","2003","Other degree","Male","334","0.591310185820069","0.551440184092483","0.631180187547656"
"People exploit","2003","Other degree","Female","300","0.488539985110789","0.44916153059547","0.527918439626108"
"People exploit","2003","no degree/no degree yet","Male","172","0.469344906227652","0.420860385210926","0.517829427244379"
"People exploit","2003","no degree/no degree yet","Female","191","0.484469710196842","0.438948059304121","0.529991361089564"
"People are fair","2003","lower secondary degree","Male","1734","0.45410050534816","0.438284784485521","0.469916226210799"
"People are fair","2003","lower secondary degree","Female","2091","0.529663849054951","0.514207854181638","0.545119843928264"
"People are fair","2003","secondary school degree","Male","1281","0.464083763616412","0.445447903560432","0.482719623672392"
"People are fair","2003","secondary school degree","Female","1890","0.523629238567364","0.507404343661427","0.5398541334733"
"People are fair","2003","college entrance qualification","Male","1731","0.597896542097216","0.579995305707271","0.61579777848716"
"People are fair","2003","college entrance qualification","Female","1572","0.615843783478078","0.596712286878605","0.634975280077551"
"People are fair","2003","Other degree","Male","250","0.408689814179931","0.368819812452344","0.448559815907517"
"People are fair","2003","Other degree","Female","319","0.511460014889211","0.472081560373892","0.550838469404531"
"People are fair","2003","no degree/no degree yet","Male","235","0.530655093772348","0.482170572755621","0.579139614789074"
"People are fair","2003","no degree/no degree yet","Female","272","0.515530289803158","0.470008638910436","0.561051940695879"
"People exploit","2004","lower secondary degree","Male","","","",""
"People exploit","2004","lower secondary degree","Female","","","",""
"People exploit","2004","secondary school degree","Male","","","",""
"People exploit","2004","secondary school degree","Female","","","",""
"People exploit","2004","college entrance qualification","Male","","","",""
"People exploit","2004","college entrance qualification","Female","","","",""
"People exploit","2004","Other degree","Male","","","",""
"People exploit","2004","Other degree","Female","","","",""
"People exploit","2004","no degree/no degree yet","Male","","","",""
"People exploit","2004","no degree/no degree yet","Female","","","",""
"People are fair","2004","lower secondary degree","Male","","","",""
"People are fair","2004","lower secondary degree","Female","","","",""
"People are fair","2004","secondary school degree","Male","","","",""
"People are fair","2004","secondary school degree","Female","","","",""
"People are fair","2004","college entrance qualification","Male","","","",""
"People are fair","2004","college entrance qualification","Female","","","",""
"People are fair","2004","Other degree","Male","","","",""
"People are fair","2004","Other degree","Female","","","",""
"People are fair","2004","no degree/no degree yet","Male","","","",""
"People are fair","2004","no degree/no degree yet","Female","","","",""
"People exploit","2005","lower secondary degree","Male","","","",""
"People exploit","2005","lower secondary degree","Female","","","",""
"People exploit","2005","secondary school degree","Male","","","",""
"People exploit","2005","secondary school degree","Female","","","",""
"People exploit","2005","college entrance qualification","Male","","","",""
"People exploit","2005","college entrance qualification","Female","","","",""
"People exploit","2005","Other degree","Male","","","",""
"People exploit","2005","Other degree","Female","","","",""
"People exploit","2005","no degree/no degree yet","Male","","","",""
"People exploit","2005","no degree/no degree yet","Female","","","",""
"People are fair","2005","lower secondary degree","Male","","","",""
"People are fair","2005","lower secondary degree","Female","","","",""
"People are fair","2005","secondary school degree","Male","","","",""
"People are fair","2005","secondary school degree","Female","","","",""
"People are fair","2005","college entrance qualification","Male","","","",""
"People are fair","2005","college entrance qualification","Female","","","",""
"People are fair","2005","Other degree","Male","","","",""
"People are fair","2005","Other degree","Female","","","",""
"People are fair","2005","no degree/no degree yet","Male","","","",""
"People are fair","2005","no degree/no degree yet","Female","","","",""
"People exploit","2006","lower secondary degree","Male","","","",""
"People exploit","2006","lower secondary degree","Female","","","",""
"People exploit","2006","secondary school degree","Male","","","",""
"People exploit","2006","secondary school degree","Female","","","",""
"People exploit","2006","college entrance qualification","Male","","","",""
"People exploit","2006","college entrance qualification","Female","","","",""
"People exploit","2006","Other degree","Male","","","",""
"People exploit","2006","Other degree","Female","","","",""
"People exploit","2006","no degree/no degree yet","Male","","","",""
"People exploit","2006","no degree/no degree yet","Female","","","",""
"People are fair","2006","lower secondary degree","Male","","","",""
"People are fair","2006","lower secondary degree","Female","","","",""
"People are fair","2006","secondary school degree","Male","","","",""
"People are fair","2006","secondary school degree","Female","","","",""
"People are fair","2006","college entrance qualification","Male","","","",""
"People are fair","2006","college entrance qualification","Female","","","",""
"People are fair","2006","Other degree","Male","","","",""
"People are fair","2006","Other degree","Female","","","",""
"People are fair","2006","no degree/no degree yet","Male","","","",""
"People are fair","2006","no degree/no degree yet","Female","","","",""
"People exploit","2007","lower secondary degree","Male","","","",""
"People exploit","2007","lower secondary degree","Female","","","",""
"People exploit","2007","secondary school degree","Male","","","",""
"People exploit","2007","secondary school degree","Female","","","",""
"People exploit","2007","college entrance qualification","Male","","","",""
"People exploit","2007","college entrance qualification","Female","","","",""
"People exploit","2007","Other degree","Male","","","",""
"People exploit","2007","Other degree","Female","","","",""
"People exploit","2007","no degree/no degree yet","Male","","","",""
"People exploit","2007","no degree/no degree yet","Female","","","",""
"People are fair","2007","lower secondary degree","Male","","","",""
"People are fair","2007","lower secondary degree","Female","","","",""
