"plh0195","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","16-34 y.","1-pers.-HH","400","0.586625108639481","0.549309768657562","0.623940448621401","2"
"People are fair","2003","16-34 y.","(Married) couple without C. ","541","0.54774526129296","0.517004527270719","0.578485995315201","2"
"People are fair","2003","35-65 y.","Couple + C. GT 16 ","1134","0.477556845760333","0.456995364896126","0.498118326624541","2"
"People are fair","2003","16-34 y.","Single parent ","226","0.472602722936455","0.427078330903375","0.518127114969535","2"
"People are fair","2003","16-34 y.","Couple + C. LE 16 ","642","0.47711792787594","0.45063064040984","0.503605215342039","2"
"People are fair","2003","16-34 y.","Couple + C. GT 16 ","794","0.551570589561686","0.525928007023491","0.577213172099881","2"
"People are fair","2003","35-65 y.","Couple + C. LE and GT 16","570","0.438242627643706","0.409578275601223","0.46690697968619","2"
"People are fair","2003","66 and older","1-pers.-HH","676","0.646216345308631","0.61712878708065","0.675303903536613","2"
"People are fair","2003","66 and older","(Married) couple without C. ","1284","0.583660122392064","0.563052007685103","0.604268237099024","2"
"People are fair","2003","66 and older","Single parent ","43","0.606939889672677","0.494895790949547","0.718983988395807","2"
"People are fair","2003","16-34 y.","Couple + C. LE and GT 16","388","0.547450311032431","0.509619752162243","0.585280869902619","2"
"People are fair","2003","35-65 y.","1-pers.-HH","611","0.491142674464362","0.463181799428866","0.519103549499857","2"
"People are fair","2003","35-65 y.","(Married) couple without C. ","1962","0.455847922444782","0.440436676029505","0.471259168860059","2"
"People are fair","2003","35-65 y.","Single parent ","263","0.483449971312822","0.442171285902732","0.524728656722912","2"
"People are fair","2003","35-65 y.","Couple + C. LE 16 ","1567","0.515506517874275","0.497481428891701","0.533531606856849","2"
"People are fair","2003","66 and older","Couple + C. GT 16 ","97","0.488677246532723","0.414827267616586","0.56252722544886","2"
"People are fair","2003","66 and older","Couple + C. LE and GT 16","2","","","","2"
"People are fair","2003","66 and older","Couple + C. LE 16 ","1","","","","2"
