"plh0195","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Schleswig-Holstein","in school","3","","",""
"People exploit","2003","Schleswig-Holstein","inadequately","5","","",""
"People exploit","2003","Schleswig-Holstein","general elemantary","40","0.492444454362878","0.385531861524784","0.599357047200972"
"People exploit","2003","Schleswig-Holstein","middle vocational","167","0.496165868085124","0.443934188131639","0.54839754803861"
"People exploit","2003","Schleswig-Holstein","vocational + Abi","14","","",""
"People exploit","2003","Schleswig-Holstein","higher vocational","17","","",""
"People exploit","2003","Schleswig-Holstein","higher education","42","0.519314071247042","0.424200846122143","0.614427296371941"
"People exploit","2003","Hamburg","in school","5","","",""
"People exploit","2003","Hamburg","inadequately","2","","",""
"People exploit","2003","Hamburg","general elemantary","11","","",""
"People exploit","2003","Hamburg","middle vocational","54","0.426045649382887","0.344133029476953","0.507958269288821"
"People exploit","2003","Hamburg","vocational + Abi","4","","",""
"People exploit","2003","Hamburg","higher vocational","5","","",""
"People exploit","2003","Hamburg","higher education","22","","",""
"People exploit","2003","Lower Saxony","in school","15","","",""
"People exploit","2003","Lower Saxony","inadequately","11","","",""
"People exploit","2003","Lower Saxony","general elemantary","141","0.53829645676272","0.478273481595069","0.59831943193037"
"People exploit","2003","Lower Saxony","middle vocational","450","0.462482377442922","0.43134558126162","0.493619173624224"
"People exploit","2003","Lower Saxony","vocational + Abi","45","0.366370132744086","0.279066360097992","0.453673905390179"
"People exploit","2003","Lower Saxony","higher vocational","60","0.513580018790523","0.425250615202222","0.601909422378823"
"People exploit","2003","Lower Saxony","higher education","109","0.415101343894654","0.358292421519029","0.471910266270279"
"People exploit","2003","Bremen","in school","1","","",""
"People exploit","2003","Bremen","inadequately","","","",""
"People exploit","2003","Bremen","general elemantary","4","","",""
"People exploit","2003","Bremen","middle vocational","44","0.604358883101997","0.499789002400632","0.708928763803362"
"People exploit","2003","Bremen","vocational + Abi","7","","",""
"People exploit","2003","Bremen","higher vocational","4","","",""
"People exploit","2003","Bremen","higher education","7","","",""
"People exploit","2003","North Rhine-Westphalia","in school","52","0.327420981218697","0.248260920754998","0.406581041682396"
"People exploit","2003","North Rhine-Westphalia","inadequately","58","0.706185672115213","0.614588466544629","0.797782877685796"
"People exploit","2003","North Rhine-Westphalia","general elemantary","288","0.471790824147165","0.431268762834541","0.51231288545979"
"People exploit","2003","North Rhine-Westphalia","middle vocational","1062","0.471592502409636","0.450869103433134","0.492315901386138"
"People exploit","2003","North Rhine-Westphalia","vocational + Abi","144","0.404727157643315","0.352087377600751","0.45736693768588"
"People exploit","2003","North Rhine-Westphalia","higher vocational","154","0.430277309534268","0.376777021213492","0.483777597855044"
"People exploit","2003","North Rhine-Westphalia","higher education","301","0.379607784302949","0.346632605994105","0.412582962611792"
"People exploit","2003","Hesse","in school","9","","",""
"People exploit","2003","Hesse","inadequately","8","","",""
"People exploit","2003","Hesse","general elemantary","96","0.440810178573223","0.372173620278568","0.509446736867879"
"People exploit","2003","Hesse","middle vocational","325","0.466788071008797","0.429536183488908","0.504039958528687"
"People exploit","2003","Hesse","vocational + Abi","53","0.51554466485662","0.422573853390225","0.608515476323015"
"People exploit","2003","Hesse","higher vocational","45","0.486238314527464","0.385732373651158","0.586744255403771"
"People exploit","2003","Hesse","higher education","128","0.438106985291925","0.383660524431628","0.492553446152222"
"People exploit","2003","Rhineland-Palatinate,Saarland","in school","6","","",""
"People exploit","2003","Rhineland-Palatinate,Saarland","inadequately","7","","",""
"People exploit","2003","Rhineland-Palatinate,Saarland","general elemantary","100","0.405842524864583","0.342654663465734","0.469030386263432"
"People exploit","2003","Rhineland-Palatinate,Saarland","middle vocational","326","0.453680190219372","0.416479392370463","0.490880988068281"
"People exploit","2003","Rhineland-Palatinate,Saarland","vocational + Abi","21","","",""
"People exploit","2003","Rhineland-Palatinate,Saarland","higher vocational","59","0.605464534399695","0.512421784544397","0.698507284254994"
"People exploit","2003","Rhineland-Palatinate,Saarland","higher education","67","0.397581790224864","0.326868431205261","0.468295149244467"
"People exploit","2003","Baden-Württemberg","in school","18","","",""
"People exploit","2003","Baden-Württemberg","inadequately","27","","",""
"People exploit","2003","Baden-Württemberg","general elemantary","241","0.566952658636082","0.521171906806313","0.612733410465852"
"People exploit","2003","Baden-Württemberg","middle vocational","567","0.490192967543343","0.462502366927804","0.517883568158882"
"People exploit","2003","Baden-Württemberg","vocational + Abi","61","0.461270428069066","0.379279248761496","0.543261607376635"
"People exploit","2003","Baden-Württemberg","higher vocational","94","0.453729799692915","0.386233905604699","0.521225693781131"
"People exploit","2003","Baden-Württemberg","higher education","136","0.321829948822361","0.279503903171197","0.364155994473525"
"People exploit","2003","Bavaria","in school","16","","",""
"People exploit","2003","Bavaria","inadequately","18","","",""
"People exploit","2003","Bavaria","general elemantary","191","0.491180096952636","0.441564500887199","0.540795693018073"
"People exploit","2003","Bavaria","middle vocational","812","0.501750029318915","0.477372215438281","0.526127843199548"
"People exploit","2003","Bavaria","vocational + Abi","76","0.437167892457369","0.356429954924294","0.517905829990445"
"People exploit","2003","Bavaria","higher vocational","119","0.534045296721811","0.471581849826471","0.596508743617151"
"People exploit","2003","Bavaria","higher education","218","0.405463046138695","0.365505467718252","0.445420624559137"
"People exploit","2003","Berlin","in school","11","","",""
"People exploit","2003","Berlin","inadequately","8","","",""
"People exploit","2003","Berlin","general elemantary","45","0.611573174894915","0.501267900119284","0.721878449670546"
"People exploit","2003","Berlin","middle vocational","182","0.539465669152273","0.48694588254008","0.591985455764467"
"People exploit","2003","Berlin","vocational + Abi","22","","",""
"People exploit","2003","Berlin","higher vocational","32","0.57904644849296","0.45713300271641","0.70095989426951"
"People exploit","2003","Berlin","higher education","111","0.436771341408347","0.374917161377461","0.498625521439233"
"People exploit","2003","Brandenburg","in school","16","","",""
"People exploit","2003","Brandenburg","inadequately","","","",""
"People exploit","2003","Brandenburg","general elemantary","46","0.633890223540784","0.524864205828523","0.742916241253045"
"People exploit","2003","Brandenburg","middle vocational","285","0.660719546913907","0.617071293410836","0.704367800416977"
"People exploit","2003","Brandenburg","vocational + Abi","15","","",""
"People exploit","2003","Brandenburg","higher vocational","42","0.501772248015053","0.392207618704452","0.611336877325654"
"People exploit","2003","Brandenburg","higher education","139","0.53017817438448","0.469513072158283","0.590843276610677"
"People exploit","2003","Mecklenburg-Western Pomerania","in school","8","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","inadequately","2","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","general elemantary","22","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","middle vocational","159","0.600602971440391","0.542182862576258","0.659023080304524"
"People exploit","2003","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","higher vocational","22","","",""
"People exploit","2003","Mecklenburg-Western Pomerania","higher education","66","0.501497494499613","0.418076261550071","0.584918727449155"
"People exploit","2003","Saxony","in school","18","","",""
"People exploit","2003","Saxony","inadequately","2","","",""
"People exploit","2003","Saxony","general elemantary","58","0.474645323002209","0.384926097744648","0.564364548259771"
"People exploit","2003","Saxony","middle vocational","462","0.53549303037951","0.502390371608772","0.568595689150249"
"People exploit","2003","Saxony","vocational + Abi","18","","",""
"People exploit","2003","Saxony","higher vocational","69","0.572853867781537","0.489410587077573","0.656297148485501"
"People exploit","2003","Saxony","higher education","168","0.475664391076626","0.424982983058389","0.526345799094863"
"People exploit","2003","Saxony-Anhalt","in school","9","","",""
"People exploit","2003","Saxony-Anhalt","inadequately","3","","",""
"People exploit","2003","Saxony-Anhalt","general elemantary","44","0.505409322466734","0.393736545544095","0.617082099389373"
"People exploit","2003","Saxony-Anhalt","middle vocational","280","0.627030288032606","0.582692805202089","0.671367770863123"
"People exploit","2003","Saxony-Anhalt","vocational + Abi","18","","",""
"People exploit","2003","Saxony-Anhalt","higher vocational","55","0.56206309251695","0.463330502057372","0.660795682976529"
"People exploit","2003","Saxony-Anhalt","higher education","115","0.52347921616719","0.457631214504662","0.589327217829719"
"People exploit","2003","Thuringia","in school","14","","",""
"People exploit","2003","Thuringia","inadequately","1","","",""
"People exploit","2003","Thuringia","general elemantary","40","0.516475542323043","0.397699804173248","0.635251280472839"
"People exploit","2003","Thuringia","middle vocational","336","0.582205383470011","0.541610052190719","0.622800714749303"
"People exploit","2003","Thuringia","vocational + Abi","13","","",""
"People exploit","2003","Thuringia","higher vocational","47","0.656018098999378","0.549219144381503","0.762817053617252"
"People exploit","2003","Thuringia","higher education","91","0.507522154437008","0.433661592294201","0.581382716579814"
"People are fair","2003","Schleswig-Holstein","in school","12","","",""
"People are fair","2003","Schleswig-Holstein","inadequately","1","","",""
"People are fair","2003","Schleswig-Holstein","general elemantary","44","0.507555545637122","0.400642952799028","0.614468138475216"
"People are fair","2003","Schleswig-Holstein","middle vocational","185","0.503834131914876","0.451602451961391","0.556065811868361"
"People are fair","2003","Schleswig-Holstein","vocational + Abi","19","","",""
"People are fair","2003","Schleswig-Holstein","higher vocational","30","0.500207267708482","0.357262215019737","0.643152320397226"
"People are fair","2003","Schleswig-Holstein","higher education","64","0.480685928752958","0.385572703628059","0.575799153877857"
"People are fair","2003","Hamburg","in school","3","","",""
"People are fair","2003","Hamburg","inadequately","","","",""
"People are fair","2003","Hamburg","general elemantary","17","","",""
"People are fair","2003","Hamburg","middle vocational","86","0.573954350617113","0.492041730711179","0.655866970523047"
"People are fair","2003","Hamburg","vocational + Abi","14","","",""
"People are fair","2003","Hamburg","higher vocational","14","","",""
"People are fair","2003","Hamburg","higher education","51","0.616145118846997","0.504584298050239","0.727705939643755"
"People are fair","2003","Lower Saxony","in school","42","0.684930219972549","0.564333026189337","0.80552741375576"
"People are fair","2003","Lower Saxony","inadequately","14","","",""
"People are fair","2003","Lower Saxony","general elemantary","124","0.46170354323728","0.40168056806963","0.521726518404931"
"People are fair","2003","Lower Saxony","middle vocational","535","0.537517622557078","0.506380826375776","0.56865441873838"
"People are fair","2003","Lower Saxony","vocational + Abi","72","0.633629867255914","0.546326094609821","0.720933639902008"
"People are fair","2003","Lower Saxony","higher vocational","63","0.486419981209477","0.398090577621177","0.574749384797778"
"People are fair","2003","Lower Saxony","higher education","180","0.584898656105346","0.528089733729721","0.641707578480971"
"People are fair","2003","Bremen","in school","4","","",""
"People are fair","2003","Bremen","inadequately","","","",""
"People are fair","2003","Bremen","general elemantary","16","","",""
"People are fair","2003","Bremen","middle vocational","40","0.395641116898003","0.291071236196638","0.500210997599368"
"People are fair","2003","Bremen","vocational + Abi","7","","",""
"People are fair","2003","Bremen","higher vocational","6","","",""
"People are fair","2003","Bremen","higher education","31","0.78388378362743","0.653018090241893","0.914749477012968"
"People are fair","2003","North Rhine-Westphalia","in school","83","0.672579018781303","0.593418958317604","0.751739079245002"
"People are fair","2003","North Rhine-Westphalia","inadequately","37","0.293814327884787","0.202217122314204","0.38541153345537"
"People are fair","2003","North Rhine-Westphalia","general elemantary","295","0.528209175852835","0.48768711454021","0.568731237165459"
"People are fair","2003","North Rhine-Westphalia","middle vocational","1167","0.528407497590364","0.507684098613862","0.549130896566866"
"People are fair","2003","North Rhine-Westphalia","vocational + Abi","190","0.595272842356684","0.54263306231412","0.647912622399249"
"People are fair","2003","North Rhine-Westphalia","higher vocational","175","0.569722690465732","0.516222402144956","0.623222978786508"
"People are fair","2003","North Rhine-Westphalia","higher education","531","0.620392215697051","0.587417037388208","0.653367394005895"
"People are fair","2003","Hesse","in school","22","","",""
"People are fair","2003","Hesse","inadequately","7","","",""
"People are fair","2003","Hesse","general elemantary","105","0.559189821426777","0.490553263132121","0.627826379721432"
"People are fair","2003","Hesse","middle vocational","364","0.533211928991203","0.495960041471313","0.570463816511092"
"People are fair","2003","Hesse","vocational + Abi","58","0.48445533514338","0.391484523676985","0.577426146609775"
"People are fair","2003","Hesse","higher vocational","50","0.513761685472536","0.413255744596229","0.614267626348842"
"People are fair","2003","Hesse","higher education","191","0.561893014708075","0.507446553847778","0.616339475568372"
"People are fair","2003","Rhineland-Palatinate,Saarland","in school","30","0.831813352836715","0.709631827982648","0.953994877690782"
"People are fair","2003","Rhineland-Palatinate,Saarland","inadequately","12","","",""
"People are fair","2003","Rhineland-Palatinate,Saarland","general elemantary","132","0.594157475135417","0.530969613736568","0.657345336534266"
"People are fair","2003","Rhineland-Palatinate,Saarland","middle vocational","362","0.546319809780628","0.509119011931719","0.583520607629537"
"People are fair","2003","Rhineland-Palatinate,Saarland","vocational + Abi","34","0.615563672162021","0.487000835219034","0.744126509105009"
"People are fair","2003","Rhineland-Palatinate,Saarland","higher vocational","47","0.394535465600305","0.301492715745006","0.487578215455603"
"People are fair","2003","Rhineland-Palatinate,Saarland","higher education","117","0.602418209775136","0.531704850755533","0.673131568794739"
"People are fair","2003","Baden-Württemberg","in school","58","0.724246199772934","0.623774173603215","0.824718225942652"
"People are fair","2003","Baden-Württemberg","inadequately","17","","",""
"People are fair","2003","Baden-Württemberg","general elemantary","209","0.433047341363918","0.387266589534148","0.478828093193687"
"People are fair","2003","Baden-Württemberg","middle vocational","685","0.509807032456657","0.482116431841118","0.537497633072196"
"People are fair","2003","Baden-Württemberg","vocational + Abi","81","0.538729571930935","0.456738392623365","0.620720751238504"
"People are fair","2003","Baden-Württemberg","higher vocational","115","0.546270200307085","0.478774306218869","0.613766094395301"
"People are fair","2003","Baden-Württemberg","higher education","332","0.678170051177639","0.635844005526475","0.720496096828803"
"People are fair","2003","Bavaria","in school","51","0.734783612675679","0.629079813188888","0.84048741216247"
"People are fair","2003","Bavaria","inadequately","10","","",""
"People are fair","2003","Bavaria","general elemantary","199","0.508819903047364","0.459204306981927","0.558435499112801"
"People are fair","2003","Bavaria","middle vocational","804","0.498249970681086","0.473872156800452","0.522627784561719"
"People are fair","2003","Bavaria","vocational + Abi","69","0.562832107542631","0.482094170009555","0.643570045075706"
"People are fair","2003","Bavaria","higher vocational","126","0.465954703278189","0.403491256382849","0.528418150173529"
"People are fair","2003","Bavaria","higher education","362","0.594536953861305","0.554579375440863","0.634494532281748"
"People are fair","2003","Berlin","in school","21","","",""
"People are fair","2003","Berlin","inadequately","1","","",""
"People are fair","2003","Berlin","general elemantary","30","0.388426825105085","0.278121550329454","0.498732099880716"
"People are fair","2003","Berlin","middle vocational","164","0.460534330847727","0.408014544235533","0.51305411745992"
"People are fair","2003","Berlin","vocational + Abi","14","","",""
"People are fair","2003","Berlin","higher vocational","31","0.42095355150704","0.29904010573049","0.54286699728359"
"People are fair","2003","Berlin","higher education","136","0.563228658591653","0.501374478560767","0.625082838622539"
"People are fair","2003","Brandenburg","in school","12","","",""
"People are fair","2003","Brandenburg","inadequately","1","","",""
"People are fair","2003","Brandenburg","general elemantary","29","","",""
"People are fair","2003","Brandenburg","middle vocational","167","0.339280453086093","0.295632199583023","0.382928706589164"
"People are fair","2003","Brandenburg","vocational + Abi","13","","",""
"People are fair","2003","Brandenburg","higher vocational","38","0.498227751984947","0.388663122674346","0.607792381295548"
"People are fair","2003","Brandenburg","higher education","121","0.46982182561552","0.409156723389323","0.530486927841717"
"People are fair","2003","Mecklenburg-Western Pomerania","in school","6","","",""
"People are fair","2003","Mecklenburg-Western Pomerania","inadequately","1","","",""
"People are fair","2003","Mecklenburg-Western Pomerania","general elemantary","21","","",""
"People are fair","2003","Mecklenburg-Western Pomerania","middle vocational","111","0.399397028559609","0.340976919695476","0.457817137423742"
"People are fair","2003","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"People are fair","2003","Mecklenburg-Western Pomerania","higher vocational","16","","",""
"People are fair","2003","Mecklenburg-Western Pomerania","higher education","72","0.498502505500387","0.415081272550845","0.581923738449929"
"People are fair","2003","Saxony","in school","23","","",""
"People are fair","2003","Saxony","inadequately","","","",""
"People are fair","2003","Saxony","general elemantary","61","0.52535467699779","0.435635451740229","0.615073902255352"
"People are fair","2003","Saxony","middle vocational","410","0.46450696962049","0.431404310849751","0.497609628391228"
"People are fair","2003","Saxony","vocational + Abi","25","","",""
"People are fair","2003","Saxony","higher vocational","66","0.427146132218463","0.343702851514499","0.510589412922428"
"People are fair","2003","Saxony","higher education","205","0.524335608923374","0.473654200905137","0.575017016941611"
"People are fair","2003","Saxony-Anhalt","in school","23","","",""
"People are fair","2003","Saxony-Anhalt","inadequately","","","",""
"People are fair","2003","Saxony-Anhalt","general elemantary","33","0.494590677533266","0.382917900610627","0.606263454455905"
"People are fair","2003","Saxony-Anhalt","middle vocational","177","0.372969711967394","0.328632229136877","0.417307194797911"
"People are fair","2003","Saxony-Anhalt","vocational + Abi","16","","",""
"People are fair","2003","Saxony-Anhalt","higher vocational","42","0.43793690748305","0.339204317023471","0.536669497942628"
"People are fair","2003","Saxony-Anhalt","higher education","106","0.47652078383281","0.410672782170281","0.542368785495338"
"People are fair","2003","Thuringia","in school","11","","",""
