"plh0195","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"People are fair","2003","Full Time","Male","2933","0.478312376290471","0.465572581111315","0.491052171469627","2"
"People are fair","2003","Full Time","Female","1511","0.501697074383336","0.483530664899965","0.519863483866708","2"
"People are fair","2003","Not Working","Male","1619","0.511484475679674","0.493989414031816","0.528979537327532","2"
"People are fair","2003","Not Working","Female","2720","0.558965627507322","0.545046524054549","0.572884730960095","2"
"People are fair","2003","Part Time","Male","755","0.495681457942251","0.470571155474366","0.520791760410136","2"
"People are fair","2003","Part Time","Female","1983","0.54645956728699","0.530071528119652","0.562847606454328","2"
"People exploit","2003","Full Time","Male","2973","0.521687623709529","0.508947828530373","0.534427418888685","1"
"People exploit","2003","Full Time","Female","1399","0.498302925616664","0.480136516133292","0.516469335100035","1"
"People exploit","2003","Part Time","Male","768","0.504318542057749","0.479208239589864","0.529428844525634","1"
"People exploit","2003","Part Time","Female","1562","0.45354043271301","0.437152393545672","0.469928471880348","1"
"People exploit","2003","Not Working","Male","1517","0.488515524320326","0.471020462672468","0.506010585968184","1"
"People exploit","2003","Not Working","Female","2168","0.441034372492678","0.427115269039905","0.454953475945451","1"
"People are fair","2004","Full Time","Male","","","","","2"
"People are fair","2004","Full Time","Female","","","","","2"
"People are fair","2004","Not Working","Male","","","","","2"
"People are fair","2004","Not Working","Female","","","","","2"
"People are fair","2004","Part Time","Male","","","","","2"
"People are fair","2004","Part Time","Female","","","","","2"
"People exploit","2004","Full Time","Male","","","","","1"
"People exploit","2004","Full Time","Female","","","","","1"
"People exploit","2004","Part Time","Male","","","","","1"
"People exploit","2004","Part Time","Female","","","","","1"
"People exploit","2004","Not Working","Male","","","","","1"
"People exploit","2004","Not Working","Female","","","","","1"
"People are fair","2005","Full Time","Male","","","","","2"
"People are fair","2005","Full Time","Female","","","","","2"
"People are fair","2005","Not Working","Male","","","","","2"
"People are fair","2005","Not Working","Female","","","","","2"
"People are fair","2005","Part Time","Male","","","","","2"
"People are fair","2005","Part Time","Female","","","","","2"
"People exploit","2005","Full Time","Male","","","","","1"
"People exploit","2005","Full Time","Female","","","","","1"
"People exploit","2005","Part Time","Male","","","","","1"
"People exploit","2005","Part Time","Female","","","","","1"
"People exploit","2005","Not Working","Male","","","","","1"
"People exploit","2005","Not Working","Female","","","","","1"
"People are fair","2006","Not Working","Male","","","","","2"
"People are fair","2006","Not Working","Female","","","","","2"
"People are fair","2006","Full Time","Male","","","","","2"
"People are fair","2006","Full Time","Female","","","","","2"
"People are fair","2006","Part Time","Male","","","","","2"
"People are fair","2006","Part Time","Female","","","","","2"
"People exploit","2006","Full Time","Male","","","","","1"
"People exploit","2006","Full Time","Female","","","","","1"
"People exploit","2006","Part Time","Male","","","","","1"
"People exploit","2006","Part Time","Female","","","","","1"
"People exploit","2006","Not Working","Male","","","","","1"
"People exploit","2006","Not Working","Female","","","","","1"
"People are fair","2007","Not Working","Male","","","","","2"
"People are fair","2007","Not Working","Female","","","","","2"
"People are fair","2007","Full Time","Male","","","","","2"
"People are fair","2007","Full Time","Female","","","","","2"
"People are fair","2007","Part Time","Male","","","","","2"
"People are fair","2007","Part Time","Female","","","","","2"
"People exploit","2007","Full Time","Male","","","","","1"
"People exploit","2007","Full Time","Female","","","","","1"
"People exploit","2007","Part Time","Male","","","","","1"
"People exploit","2007","Part Time","Female","","","","","1"
"People exploit","2007","Not Working","Male","","","","","1"
"People exploit","2007","Not Working","Female","","","","","1"
"People are fair","2008","Not Working","Male","1621","0.517149460759682","0.499350913582394","0.53494800793697","2"
"People are fair","2008","Not Working","Female","2456","0.562270563072049","0.547490373127825","0.577050753016273","2"
"People are fair","2008","Full Time","Male","2448","0.479230550870285","0.465237178730184","0.493223923010385","2"
"People are fair","2008","Full Time","Female","1368","0.511305730279377","0.491722847715091","0.530888612843662","2"
"People are fair","2008","Part Time","Male","601","0.486296758992114","0.457911095450401","0.514682422533827","2"
"People are fair","2008","Part Time","Female","1793","0.559676470706443","0.542362507137334","0.576990434275552","2"
"People exploit","2008","Full Time","Male","2448","0.520769449129715","0.506776076989615","0.534762821269816","1"
"People exploit","2008","Full Time","Female","1135","0.488694269720623","0.469111387156338","0.508277152284909","1"
"People exploit","2008","Part Time","Male","590","0.513703241007886","0.485317577466173","0.542088904549599","1"
"People exploit","2008","Part Time","Female","1365","0.440323529293557","0.423009565724448","0.457637492862666","1"
"People exploit","2008","Not Working","Male","1407","0.482850539240318","0.46505199206303","0.500649086417606","1"
"People exploit","2008","Not Working","Female","1872","0.437729436927951","0.422949246983727","0.452509626872175","1"
"People are fair","2009","Not Working","Male","","","","","2"
"People are fair","2009","Not Working","Female","","","","","2"
"People are fair","2009","Full Time","Male","","","","","2"
"People are fair","2009","Full Time","Female","","","","","2"
"People are fair","2009","Part Time","Male","","","","","2"
"People are fair","2009","Part Time","Female","","","","","2"
"People exploit","2009","Full Time","Male","","","","","1"
"People exploit","2009","Full Time","Female","","","","","1"
"People exploit","2009","Part Time","Male","","","","","1"
"People exploit","2009","Part Time","Female","","","","","1"
"People exploit","2009","Not Working","Male","","","","","1"
"People exploit","2009","Not Working","Female","","","","","1"
"People are fair","2010","Full Time","Male","","","","","2"
"People are fair","2010","Not Working","Male","","","","","2"
"People are fair","2010","Not Working","Female","","","","","2"
"People are fair","2010","Full Time","Female","","","","","2"
"People are fair","2010","Part Time","Male","","","","","2"
"People are fair","2010","Part Time","Female","","","","","2"
"People exploit","2010","Part Time","Male","","","","","1"
"People exploit","2010","Part Time","Female","","","","","1"
"People exploit","2010","Full Time","Male","","","","","1"
"People exploit","2010","Full Time","Female","","","","","1"
"People exploit","2010","Not Working","Male","","","","","1"
"People exploit","2010","Not Working","Female","","","","","1"
"People are fair","2011","Full Time","Male","","","","","2"
"People are fair","2011","Full Time","Female","","","","","2"
"People are fair","2011","Not Working","Male","","","","","2"
