"plh0195","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","1-pers.-HH","in school","1","","",""
"People exploit","2003","1-pers.-HH","inadequately","15","","",""
"People exploit","2003","1-pers.-HH","general elemantary","177","0.392917209788654","0.346754812998801","0.439079606578507"
"People exploit","2003","1-pers.-HH","middle vocational","684","0.448444366299842","0.423645444573543","0.473243288026142"
"People exploit","2003","1-pers.-HH","vocational + Abi","64","0.395257297527138","0.321979011532448","0.468535583521828"
"People exploit","2003","1-pers.-HH","higher vocational","102","0.516159691409986","0.449515196367057","0.582804186452916"
"People exploit","2003","1-pers.-HH","higher education","197","0.366528594378154","0.325505577577247","0.407551611179061"
"People exploit","2003","(Married) couple without C. ","in school","","","",""
"People exploit","2003","(Married) couple without C. ","inadequately","36","0.542380217630914","0.423967608574552","0.660792826687275"
"People exploit","2003","(Married) couple without C. ","general elemantary","385","0.483563852800567","0.448403561767558","0.518724143833576"
"People exploit","2003","(Married) couple without C. ","middle vocational","1915","0.507861198363586","0.491974115631302","0.52374828109587"
"People exploit","2003","(Married) couple without C. ","vocational + Abi","149","0.443855460016905","0.39033144099422","0.49737947903959"
"People exploit","2003","(Married) couple without C. ","higher vocational","267","0.492417254714347","0.451446861411349","0.533387648017345"
"People exploit","2003","(Married) couple without C. ","higher education","663","0.432634566182887","0.408619639957022","0.456649492408752"
"People exploit","2003","Single parent ","in school","14","","",""
"People exploit","2003","Single parent ","inadequately","12","","",""
"People exploit","2003","Single parent ","general elemantary","131","0.548895021895233","0.484305194584628","0.613484849205838"
"People exploit","2003","Single parent ","middle vocational","289","0.532220408206999","0.489900583547364","0.574540232866634"
"People exploit","2003","Single parent ","vocational + Abi","24","","",""
"People exploit","2003","Single parent ","higher vocational","25","","",""
"People exploit","2003","Single parent ","higher education","57","0.467947476773097","0.37829745098506","0.557597502561134"
"People exploit","2003","Couple + C. LE 16 ","in school","","","",""
"People exploit","2003","Couple + C. LE 16 ","inadequately","27","","",""
"People exploit","2003","Couple + C. LE 16 ","general elemantary","191","0.608331887039334","0.554513094694423","0.662150679384245"
"People exploit","2003","Couple + C. LE 16 ","middle vocational","1123","0.519240241906642","0.498208914813846","0.540271568999438"
