"plh0195","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"People exploit","2003","Schleswig-Holstein","Urban Area","129","0.499128502373077","0.440458604259654","0.557798400486499"
"People exploit","2003","Schleswig-Holstein","Rural Area","162","0.487429978585903","0.436839920701277","0.538020036470528"
"People exploit","2003","Hamburg","Urban Area","104","0.408626911199532","0.351951662987537","0.465302159411528"
"People exploit","2003","Hamburg","Rural Area","","","",""
"People exploit","2003","Lower Saxony","Urban Area","414","0.463996474981885","0.432515314187111","0.49547763577666"
"People exploit","2003","Lower Saxony","Rural Area","423","0.46136546726087","0.429117942156841","0.493612992364899"
"People exploit","2003","Bremen","Urban Area","68","0.475041291576702","0.400627524209827","0.549455058943576"
"People exploit","2003","Bremen","Rural Area","","","",""
"People exploit","2003","North Rhine-Westphalia","Urban Area","2036","0.45326290306865","0.438684098338169","0.46784170779913"
"People exploit","2003","North Rhine-Westphalia","Rural Area","43","0.446604249421685","0.349166459104461","0.544042039738908"
"People exploit","2003","Hesse","Urban Area","546","0.457355338126158","0.429250628684427","0.485460047567888"
"People exploit","2003","Hesse","Rural Area","122","0.465723649796659","0.405665454829225","0.525781844764093"
"People exploit","2003","Rhineland-Palatinate,Saarland","Urban Area","454","0.454309206018764","0.42366289563605","0.484955516401478"
"People exploit","2003","Rhineland-Palatinate,Saarland","Rural Area","135","0.396087011713064","0.342247520681078","0.44992650274505"
"People exploit","2003","Baden-Württemberg","Urban Area","1046","0.456731142284358","0.437006789276851","0.476455495291866"
"People exploit","2003","Baden-Württemberg","Rural Area","107","0.527476988356165","0.462815813615611","0.592138163096718"
"People exploit","2003","Bavaria","Urban Area","717","0.49386882655681","0.468987155595397","0.518750497518223"
"People exploit","2003","Bavaria","Rural Area","748","0.475168906991716","0.450267858466489","0.500069955516943"
"People exploit","2003","Berlin","Urban Area","419","0.527476938874388","0.493389236591681","0.561564641157094"
"People exploit","2003","Berlin","Rural Area","","","",""
"People exploit","2003","Brandenburg","Urban Area","31","0.437505287500292","0.319596951623239","0.555413623377345"
"People exploit","2003","Brandenburg","Rural Area","516","0.617556773738929","0.585151689763818","0.64996185771404"
"People exploit","2003","Mecklenburg-Western Pomerania","Urban Area","36","0.512934967934899","0.395843918035707","0.630026017834091"
"People exploit","2003","Mecklenburg-Western Pomerania","Rural Area","249","0.574471053726519","0.528789542432999","0.620152565020039"
"People exploit","2003","Saxony","Urban Area","390","0.507134761539317","0.471981682868743","0.542287840209891"
"People exploit","2003","Saxony","Rural Area","417","0.532358301179567","0.498290577568782","0.566426024790352"
"People exploit","2003","Saxony-Anhalt","Urban Area","143","0.577663266909063","0.515432204956839","0.639894328861286"
"People exploit","2003","Saxony-Anhalt","Rural Area","386","0.576041188691358","0.539060530632111","0.613021846750605"
"People exploit","2003","Thuringia","Urban Area","138","0.425402606600891","0.367800711444751","0.48300450175703"
"People exploit","2003","Thuringia","Rural Area","408","0.619646691217395","0.582748681985467","0.656544700449323"
"People are fair","2003","Schleswig-Holstein","Urban Area","150","0.500871497626923","0.442201599513501","0.559541395740346"
"People are fair","2003","Schleswig-Holstein","Rural Area","213","0.512570021414097","0.461979963529472","0.563160079298723"
"People are fair","2003","Hamburg","Urban Area","185","0.591373088800468","0.534697840588472","0.648048337012463"
"People are fair","2003","Hamburg","Rural Area","","","",""
"People are fair","2003","Lower Saxony","Urban Area","550","0.536003525018115","0.50452236422334","0.567484685812889"
"People are fair","2003","Lower Saxony","Rural Area","495","0.53863453273913","0.506387007635101","0.570882057843159"
"People are fair","2003","Bremen","Urban Area","105","0.524958708423298","0.450544941056424","0.599372475790172"
"People are fair","2003","Bremen","Rural Area","","","",""
"People are fair","2003","North Rhine-Westphalia","Urban Area","2443","0.54673709693135","0.53215829220087","0.561315901661831"
"People are fair","2003","North Rhine-Westphalia","Rural Area","57","0.553395750578315","0.455957960261092","0.650833540895539"
"People are fair","2003","Hesse","Urban Area","661","0.542644661873842","0.514539952432112","0.570749371315573"
"People are fair","2003","Hesse","Rural Area","143","0.534276350203341","0.474218155235907","0.594334545170775"
"People are fair","2003","Rhineland-Palatinate,Saarland","Urban Area","560","0.545690793981236","0.515044483598522","0.57633710436395"
"People are fair","2003","Rhineland-Palatinate,Saarland","Rural Area","182","0.603912988286936","0.55007349725495","0.657752479318922"
"People are fair","2003","Baden-Württemberg","Urban Area","1404","0.543268857715642","0.523544504708134","0.56299321072315"
"People are fair","2003","Baden-Württemberg","Rural Area","122","0.472523011643835","0.407861836903282","0.537184186384389"
"People are fair","2003","Bavaria","Urban Area","834","0.50613117344319","0.481249502481777","0.531012844404603"
"People are fair","2003","Bavaria","Rural Area","797","0.524831093008284","0.499930044483056","0.549732141533511"
"People are fair","2003","Berlin","Urban Area","405","0.472523061125612","0.438435358842906","0.506610763408319"
"People are fair","2003","Berlin","Rural Area","","","",""
"People are fair","2003","Brandenburg","Urban Area","37","0.562494712499708","0.444586376622655","0.680403048376761"
"People are fair","2003","Brandenburg","Rural Area","348","0.382443226261071","0.35003814228596","0.414848310236182"
"People are fair","2003","Mecklenburg-Western Pomerania","Urban Area","34","0.487065032065101","0.369973982165909","0.604156081964293"
"People are fair","2003","Mecklenburg-Western Pomerania","Rural Area","201","0.425528946273481","0.379847434979961","0.471210457567001"
"People are fair","2003","Saxony","Urban Area","387","0.492865238460683","0.457712159790109","0.528018317131257"
"People are fair","2003","Saxony","Rural Area","407","0.467641698820433","0.433573975209648","0.501709422431218"
"People are fair","2003","Saxony-Anhalt","Urban Area","99","0.422336733090937","0.360105671138714","0.484567795043161"
"People are fair","2003","Saxony-Anhalt","Rural Area","300","0.423958811308642","0.386978153249395","0.460939469367889"
"People are fair","2003","Thuringia","Urban Area","145","0.574597393399109","0.51699549824297","0.632199288555249"
"People are fair","2003","Thuringia","Rural Area","257","0.380353308782605","0.343455299550677","0.417251318014533"
"People exploit","2004","Schleswig-Holstein","Urban Area","","","",""
"People exploit","2004","Schleswig-Holstein","Rural Area","","","",""
"People exploit","2004","Hamburg","Urban Area","","","",""
"People exploit","2004","Hamburg","Rural Area","","","",""
"People exploit","2004","Lower Saxony","Urban Area","","","",""
"People exploit","2004","Lower Saxony","Rural Area","","","",""
"People exploit","2004","Bremen","Urban Area","","","",""
"People exploit","2004","Bremen","Rural Area","","","",""
"People exploit","2004","North Rhine-Westphalia","Urban Area","","","",""
"People exploit","2004","North Rhine-Westphalia","Rural Area","","","",""
"People exploit","2004","Hesse","Urban Area","","","",""
"People exploit","2004","Hesse","Rural Area","","","",""
"People exploit","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"People exploit","2004","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"People exploit","2004","Baden-Württemberg","Urban Area","","","",""
"People exploit","2004","Baden-Württemberg","Rural Area","","","",""
"People exploit","2004","Bavaria","Urban Area","","","",""
"People exploit","2004","Bavaria","Rural Area","","","",""
"People exploit","2004","Berlin","Urban Area","","","",""
"People exploit","2004","Berlin","Rural Area","","","",""
"People exploit","2004","Brandenburg","Urban Area","","","",""
"People exploit","2004","Brandenburg","Rural Area","","","",""
"People exploit","2004","Mecklenburg-Western Pomerania","Urban Area","","","",""
"People exploit","2004","Mecklenburg-Western Pomerania","Rural Area","","","",""
"People exploit","2004","Saxony","Urban Area","","","",""
"People exploit","2004","Saxony","Rural Area","","","",""
"People exploit","2004","Saxony-Anhalt","Urban Area","","","",""
"People exploit","2004","Saxony-Anhalt","Rural Area","","","",""
"People exploit","2004","Thuringia","Urban Area","","","",""
"People exploit","2004","Thuringia","Rural Area","","","",""
"People are fair","2004","Schleswig-Holstein","Urban Area","","","",""
"People are fair","2004","Schleswig-Holstein","Rural Area","","","",""
"People are fair","2004","Hamburg","Urban Area","","","",""
"People are fair","2004","Hamburg","Rural Area","","","",""
"People are fair","2004","Lower Saxony","Urban Area","","","",""
"People are fair","2004","Lower Saxony","Rural Area","","","",""
"People are fair","2004","Bremen","Urban Area","","","",""
"People are fair","2004","Bremen","Rural Area","","","",""
"People are fair","2004","North Rhine-Westphalia","Urban Area","","","",""
"People are fair","2004","North Rhine-Westphalia","Rural Area","","","",""
"People are fair","2004","Hesse","Urban Area","","","",""
"People are fair","2004","Hesse","Rural Area","","","",""
"People are fair","2004","Rhineland-Palatinate,Saarland","Urban Area","","","",""
