"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1990","direct migration background","Female","7.77","8","79","5","7","9","10","7.38","8.16","7","8"
"1990","direct migration background","Male","7.47","8","63","5","5","9","10","6.92","8.02","7","8"
"1990","indirect migration background","Female","","","","","","","","","","",""
"1990","indirect migration background","Male","","","","","","","","","","",""
"1990","no migration background","Female","7.36","8","2236","5","6","9","10","7.28","7.44","8","8"
"1990","no migration background","Male","7.46","8","2027","5","6","9","10","7.38","7.54","8","8"
"1991","direct migration background","Female","7.16","8","1242","5","6","8","10","7.05","7.27","8","8"
"1991","direct migration background","Male","7.24","8","1356","5","6","9","10","7.14","7.34","8","8"
"1991","indirect migration background","Female","7.7","8","168","5","7","9","10","7.46","7.94","8","8"
"1991","indirect migration background","Male","7.9","8","169","5","7","9","10","7.69","8.11","8","9"
"1991","no migration background","Female","7.11","8","5401","5","6","8","9","7.06","7.16","8","8"
"1991","no migration background","Male","7.27","8","5011","5","6","8","9","7.22","7.32","8","8"
"1992","direct migration background","Female","7.02","7","1208","4","6","8","10","6.91","7.13","7","8"
"1992","direct migration background","Male","7.07","8","1310","4","6","8","9","6.97","7.17","7","8"
"1992","indirect migration background","Female","7.55","8","198","5","7","9","10","7.31","7.79","8","8"
"1992","indirect migration background","Male","7.52","8","200","4","7","9","9","7.28","7.76","8","8"
"1992","no migration background","Female","6.89","7","5336","4","6","8","9","6.84","6.94","7","8"
"1992","no migration background","Male","7.02","7","4864","4","6","8","9","6.97","7.07","7","8"
"1993","direct migration background","Female","6.76","7","1177","4","5","8","9","6.64","6.88","7","7"
"1993","direct migration background","Male","6.76","7","1280","4","5","8","9","6.65","6.87","7","7"
"1993","indirect migration background","Female","7.16","8","229","4","6","9","10","6.9","7.42","8","8"
"1993","indirect migration background","Male","7.57","8","236","5","7","9","10","7.34","7.8","8","8"
"1993","no migration background","Female","6.75","7","5251","4","5","8","9","6.7","6.8","7","7"
"1993","no migration background","Male","6.84","7","4792","4","6","8","9","6.78","6.9","7","7"
"1994","direct migration background","Female","6.7","7","1138","4","5","8","9","6.58","6.82","7","7"
"1994","direct migration background","Male","6.74","7","1205","4","5","8","9","6.63","6.85","7","7"
"1994","indirect migration background","Female","7.34","8","241","5","6","9","10","7.12","7.56","8","8"
"1994","indirect migration background","Male","7.76","8","242","5","7","9","10","7.57","7.95","8","8"
"1994","no migration background","Female","6.77","7","5202","4","5","8","9","6.72","6.82","7","7"
"1994","no migration background","Male","6.86","7","4708","4","6","8","9","6.81","6.91","7","7"
"1995","direct migration background","Female","7.07","8","1368","4","6","9","9","6.96","7.18","7","8"
"1995","direct migration background","Male","6.99","8","1399","4","6","8","9","6.89","7.09","8","8"
"1995","indirect migration background","Female","7.36","8","251","5","7","9","10","7.15","7.57","8","8"
"1995","indirect migration background","Male","7.42","8","253","5","7","9","9","7.22","7.62","8","8"
"1995","no migration background","Female","6.77","7","5188","4","5","8","9","6.72","6.82","7","7"
"1995","no migration background","Male","6.87","7","4700","4","6","8","9","6.82","6.92","7","7"
"1996","direct migration background","Female","6.79","7","1278","4","5","8","9","6.68","6.9","7","7"
"1996","direct migration background","Male","6.65","7","1299","4","5","8","9","6.54","6.76","7","7"
"1996","indirect migration background","Female","7.07","8","275","3","6","9","9","6.84","7.3","8","8"
"1996","indirect migration background","Male","7.69","8","265","5","7","9","10","7.5","7.88","8","8"
"1996","no migration background","Female","6.71","7","5165","4","5","8","9","6.66","6.76","7","7"
"1996","no migration background","Male","6.74","7","4700","4","5","8","9","6.68","6.8","7","7"
"1997","direct migration background","Female","6.74","7","1218","4","5","8","9","6.63","6.85","7","7"
"1997","direct migration background","Male","6.55","7","1244","4","5","8","9","6.44","6.66","7","7"
"1997","indirect migration background","Female","7.32","8","275","5","6","9","10","7.1","7.54","8","8"
"1997","indirect migration background","Male","7.47","8","288","5","6","9","9","7.28","7.66","8","8"
"1997","no migration background","Female","6.51","7","5093","4","5","8","9","6.45","6.57","7","7"
"1997","no migration background","Male","6.52","7","4651","3","5","8","9","6.46","6.58","7","7"
"1998","direct migration background","Female","6.95","7","1183","4","5","8","9","6.84","7.06","7","8"
"1998","direct migration background","Male","6.93","7","1207","4","5","8","9","6.82","7.04","7","8"
"1998","indirect migration background","Female","7.61","8","291","5","7","9","10","7.42","7.8","8","8"
"1998","indirect migration background","Male","7.81","8","309","5","7","9","10","7.64","7.98","8","8"
"1998","no migration background","Female","6.79","7","5822","4","5","8","9","6.74","6.84","7","7"
"1998","no migration background","Male","6.83","7","5334","4","6","8","9","6.78","6.88","7","7"
"1999","direct migration background","Female","7","7","1089","4","6","8","9","6.89","7.11","7","8"
"1999","direct migration background","Male","6.9","7","1108","4","5","8","9","6.78","7.02","7","8"
"1999","indirect migration background","Female","7.43","8","297","5","6","9","10","7.22","7.64","8","8"
"1999","indirect migration background","Male","7.6","8","308","5","7","9","9","7.43","7.77","8","8"
"1999","no migration background","Female","6.94","7","5605","4","6","8","9","6.89","6.99","7","8"
"1999","no migration background","Male","6.99","7","5164","4","6","8","9","6.94","7.04","7","8"
"2000","direct migration background","Female","7.2","8","1660","5","6","9","9","7.11","7.29","7","8"
"2000","direct migration background","Male","7.15","8","1609","5","6","9","9","7.06","7.24","7","8"
"2000","indirect migration background","Female","7.77","8","407","5","7","9","10","7.61","7.93","8","8"
"2000","indirect migration background","Male","7.89","8","401","6","7","9","9","7.74","8.04","8","8"
"2000","no migration background","Female","7.03","7","10216","5","6","8","9","6.99","7.07","7","8"
"2000","no migration background","Male","7.08","8","9420","5","6","8","9","7.04","7.12","7","8"
"2001","direct migration background","Female","7.27","8","1454","5","6","9","9","7.18","7.36","8","8"
"2001","direct migration background","Male","7.2","8","1414","5","6","9","9","7.1","7.3","8","8"
"2001","indirect migration background","Female","7.92","8","385","6","7","9","10","7.75","8.09","8","8"
"2001","indirect migration background","Male","8.02","8","376","6","7","9","10","7.87","8.17","8","8"
"2001","no migration background","Female","7.09","8","9318","5","6","8","9","7.05","7.13","8","8"
"2001","no migration background","Male","7.14","8","8563","5","6","8","9","7.1","7.18","8","8"
"2002","direct migration background","Female","6.99","7","1407","5","6","8","9","6.89","7.09","7","8"
"2002","direct migration background","Male","6.96","7","1318","4","6","8","9","6.86","7.06","7","8"
"2002","indirect migration background","Female","7.57","8","400","5","7","9","9","7.4","7.74","8","8"
"2002","indirect migration background","Male","7.78","8","364","5","7","9","9","7.64","7.92","8","8"
"2002","no migration background","Female","6.86","7","9792","4","6","8","9","6.82","6.9","7","8"
"2002","no migration background","Male","6.89","7","9202","4","6","8","9","6.85","6.93","7","8"
"2003","direct migration background","Female","6.89","7","1326","4","6","8","9","6.78","7","7","8"
"2003","direct migration background","Male","6.78","7","1224","4","5","8","9","6.66","6.9","7","7"
"2003","indirect migration background","Female","7.3","8","402","5","6","9","10","7.13","7.47","8","8"
"2003","indirect migration background","Male","7.59","8","371","5","7","9","10","7.42","7.76","8","8"
"2003","no migration background","Female","6.76","7","9528","4","5","8","9","6.72","6.8","7","7"
"2003","no migration background","Male","6.77","7","8904","4","5","8","9","6.73","6.81","7","7"
"2004","direct migration background","Female","6.67","7","1293","4","5","8","9","6.56","6.78","7","7"
"2004","direct migration background","Male","6.71","7","1189","4","5","8","9","6.6","6.82","7","7"
"2004","indirect migration background","Female","7.14","8","411","5","6","9","10","6.96","7.32","8","8"
"2004","indirect migration background","Male","7.36","8","384","5","6","9","10","7.18","7.54","8","8"
"2004","no migration background","Female","6.58","7","9282","4","5","8","9","6.54","6.62","7","7"
"2004","no migration background","Male","6.57","7","8623","4","5","8","9","6.53","6.61","7","7"
"2005","direct migration background","Female","","","","","","","","","","",""
"2005","direct migration background","Male","","","","","","","","","","",""
"2005","indirect migration background","Female","","","","","","","","","","",""
"2005","indirect migration background","Male","","","","","","","","","","",""
"2005","no migration background","Female","","","","","","","","","","",""
"2005","no migration background","Male","","","","","","","","","","",""
"2006","direct migration background","Female","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","",""
