"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1990","college entrance qualification","direct migration background","","","","","","","","","","",""
"1990","college entrance qualification","indirect migration background","","","","","","","","","","",""
"1990","college entrance qualification","no migration background","7.28","8","511","5","6","9","9","7.12","7.44","8","8"
"1990","lower secondary degree","direct migration background","7.77","8","80","5","7","10","10","7.33","8.21","7","9"
"1990","lower secondary degree","indirect migration background","","","","","","","","","","",""
"1990","lower secondary degree","no migration background","7.26","8","1651","5","6","9","10","7.16","7.36","8","8"
"1990","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"1990","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"1990","no degree/no degree yet","no migration background","8.21","8","41","6","8","10","10","7.58","8.84","8","9"
"1990","Other degree","direct migration background","","","","","","","","","","",""
"1990","Other degree","indirect migration background","","","","","","","","","","",""
"1990","Other degree","no migration background","7.63","8","50","5","7","10","10","7.01","8.25","7","8"
"1990","secondary school degree","direct migration background","","","","","","","","","","",""
"1990","secondary school degree","indirect migration background","","","","","","","","","","",""
"1990","secondary school degree","no migration background","7.6","8","1997","5","7","9","10","7.52","7.68","8","8"
"1991","college entrance qualification","direct migration background","7.55","8","144","6","7","9","9","7.28","7.82","8","8"
"1991","college entrance qualification","indirect migration background","7.71","8","34","5","7","9","10","7.23","8.19","8","9"
"1991","college entrance qualification","no migration background","7.49","8","1537","5","7","9","9","7.41","7.57","8","8"
"1991","lower secondary degree","direct migration background","7.2","8","649","5","6","8","10","7.05","7.35","8","8"
"1991","lower secondary degree","indirect migration background","7.45","8","149","5","7","9","10","7.21","7.69","8","8"
"1991","lower secondary degree","no migration background","6.99","7","5112","5","6","8","9","6.94","7.04","7","8"
"1991","no degree/no degree yet","direct migration background","6.97","7","607","4","6","8","10","6.82","7.12","7","8"
"1991","no degree/no degree yet","indirect migration background","7.92","8","50","6","7","9","10","7.36","8.48","8","9"
"1991","no degree/no degree yet","no migration background","7.71","8","192","6","7","9","9","7.49","7.93","8","8"
"1991","Other degree","direct migration background","7.05","8","924","4","6","8","9","6.93","7.17","7","8"
"1991","Other degree","indirect migration background","","","","","","","","","","",""
"1991","Other degree","no migration background","6.78","7","81","4","5","8","9","6.33","7.23","7","8"
"1991","secondary school degree","direct migration background","7.37","8","183","5","6","9","10","7.1","7.64","8","8"
"1991","secondary school degree","indirect migration background","8.5","8","66","7","8","10","10","8.21","8.79","8","9"
"1991","secondary school degree","no migration background","7.39","8","3362","5","7","9","9","7.33","7.45","8","8"
"1992","college entrance qualification","direct migration background","7.6","8","145","5","7","9","9","7.29","7.91","8","8"
"1992","college entrance qualification","indirect migration background","7.97","8.09","34","4","7","9","9","7.45","8.49","8","9"
"1992","college entrance qualification","no migration background","7.44","8","1537","5","7","9","9","7.36","7.52","8","8"
"1992","lower secondary degree","direct migration background","6.97","7","634","4","5","8","10","6.82","7.12","8","8"
"1992","lower secondary degree","indirect migration background","7.52","8","174","5","7","9","9","7.27","7.77","8","8"
"1992","lower secondary degree","no migration background","6.67","7","4934","4","5","8","9","6.61","6.73","7","7"
"1992","no degree/no degree yet","direct migration background","6.93","7","572","4","6","8","9","6.77","7.09","7","7"
"1992","no degree/no degree yet","indirect migration background","8.22","8.17","70","7","8","9","10","7.8","8.64","8","9"
"1992","no degree/no degree yet","no migration background","7.29","8","201","5","6","9","9","7.01","7.57","8","8"
"1992","Other degree","direct migration background","6.97","7","903","4","6","8","9","6.85","7.09","7","8"
"1992","Other degree","indirect migration background","","","","","","","","","","",""
"1992","Other degree","no migration background","6.6","7","77","3","5","8","9","6.12","7.08","7","8"
