"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","7.64","8","142","5","7","9","10","10","7.32","7.96","0","10","7","8"
"1990","indirect migration background","","","","","","","","","","","","","",""
"1990","no migration background","7.41","8","4263","5","6","9","10","10","7.35","7.47","0","10","8","8"
"1991","direct migration background","7.2","8","2598","5","6","8","10","10","7.13","7.27","0","10","8","8"
"1991","indirect migration background","7.8","8","337","5","7","9","10","10","7.64","7.96","2","10","8","8"
"1991","no migration background","7.19","8","10412","5","6","8","9","10","7.15","7.23","0","10","8","8"
"1992","direct migration background","7.04","7.34","2518","4","6","8","9","10","6.97","7.11","0","10","7","8"
"1992","indirect migration background","7.54","8","398","5","7","9","10","10","7.37","7.71","0","10","8","8"
"1992","no migration background","6.95","7","10200","4","6","8","9","10","6.91","6.99","0","10","7","8"
"1993","direct migration background","6.76","7","2457","4","5","8","9","10","6.68","6.84","0","10","7","7"
"1993","indirect migration background","7.36","8","465","5","7","9","10","10","7.19","7.53","0","10","8","8"
"1993","no migration background","6.79","7","10043","4","5","8","9","10","6.75","6.83","0","10","7","7"
"1994","direct migration background","6.72","7","2343","4","5","8","9","10","6.64","6.8","0","10","7","7"
"1994","indirect migration background","7.55","8","483","5","7","9","10","10","7.4","7.7","1","10","8","8"
"1994","no migration background","6.81","7","9910","4","5","8","9","10","6.77","6.85","0","10","7","7"
"1995","direct migration background","7.03","8","2767","4","6","8","9","10","6.96","7.1","0","10","8","8"
"1995","indirect migration background","7.39","8","504","5","7","9","9","10","7.24","7.54","0","10","8","8"
"1995","no migration background","6.81","7","9888","4","5","8","9","10","6.77","6.85","0","10","7","7"
"1996","direct migration background","6.72","7","2577","4","5","8","9","10","6.64","6.8","0","10","7","7"
"1996","indirect migration background","7.38","8","540","5","6","9","9","10","7.23","7.53","0","10","8","8"
"1996","no migration background","6.72","7","9865","4","5","8","9","10","6.68","6.76","0","10","7","7"
"1997","direct migration background","6.65","7","2462","4","5","8","9","10","6.57","6.73","0","10","7","7"
"1997","indirect migration background","7.4","8","563","5","6","9","10","10","7.25","7.55","0","10","8","8"
"1997","no migration background","6.51","7","9744","4","5","8","9","10","6.47","6.55","0","10","7","7"
"1998","direct migration background","6.94","7","2390","4","5","8","9","10","6.86","7.02","0","10","7","8"
"1998","indirect migration background","7.71","8","600","5","7","9","10","10","7.58","7.84","2","10","8","8"
