"plh0178","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Schleswig-Holstein","in school","","","","","0"
"0 Completely dissatisfied","1984","Schleswig-Holstein","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Schleswig-Holstein","general elemantary","1","","","","0"
"0 Completely dissatisfied","1984","Schleswig-Holstein","middle vocational","1","","","","0"
"0 Completely dissatisfied","1984","Schleswig-Holstein","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Schleswig-Holstein","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Schleswig-Holstein","higher education","","","","","0"
"0 Completely dissatisfied","1984","Hamburg","in school","","","","","0"
"0 Completely dissatisfied","1984","Hamburg","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Hamburg","general elemantary","2","","","","0"
"0 Completely dissatisfied","1984","Hamburg","middle vocational","1","","","","0"
"0 Completely dissatisfied","1984","Hamburg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Hamburg","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Hamburg","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","in school","","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","inadequately","1","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","general elemantary","5","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","middle vocational","17","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Lower Saxony","higher education","","","","","0"
"0 Completely dissatisfied","1984","Bremen","in school","","","","","0"
"0 Completely dissatisfied","1984","Bremen","inadequately","1","","","","0"
"0 Completely dissatisfied","1984","Bremen","general elemantary","3","","","","0"
"0 Completely dissatisfied","1984","Bremen","middle vocational","7","","","","0"
"0 Completely dissatisfied","1984","Bremen","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Bremen","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Bremen","higher education","","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","in school","1","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","inadequately","5","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","general elemantary","15","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","middle vocational","26","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","higher vocational","4","","","","0"
"0 Completely dissatisfied","1984","North Rhine-Westphalia","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Hesse","in school","1","","","","0"
"0 Completely dissatisfied","1984","Hesse","inadequately","7","","","","0"
"0 Completely dissatisfied","1984","Hesse","general elemantary","3","","","","0"
"0 Completely dissatisfied","1984","Hesse","middle vocational","9","","","","0"
"0 Completely dissatisfied","1984","Hesse","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","Hesse","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Hesse","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","in school","","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","inadequately","1","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","middle vocational","7","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","higher vocational","2","","","","0"
"0 Completely dissatisfied","1984","Rhineland-Palatinate,Saarland","higher education","","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","in school","","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","inadequately","10","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","general elemantary","21","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","middle vocational","17","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Baden-Württemberg","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Bavaria","in school","","","","","0"
"0 Completely dissatisfied","1984","Bavaria","inadequately","4","","","","0"
"0 Completely dissatisfied","1984","Bavaria","general elemantary","16","","","","0"
"0 Completely dissatisfied","1984","Bavaria","middle vocational","20","","","","0"
"0 Completely dissatisfied","1984","Bavaria","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Bavaria","higher vocational","2","","","","0"
"0 Completely dissatisfied","1984","Bavaria","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Berlin","in school","","","","","0"
"0 Completely dissatisfied","1984","Berlin","inadequately","3","","","","0"
"0 Completely dissatisfied","1984","Berlin","general elemantary","7","","","","0"
"0 Completely dissatisfied","1984","Berlin","middle vocational","5","","","","0"
"0 Completely dissatisfied","1984","Berlin","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Berlin","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Berlin","higher education","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","in school","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","middle vocational","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Brandenburg","higher education","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","in school","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Mecklenburg-Western Pomerania","higher education","","","","","0"
"0 Completely dissatisfied","1984","Saxony","in school","","","","","0"
"0 Completely dissatisfied","1984","Saxony","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Saxony","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","Saxony","middle vocational","","","","","0"
"0 Completely dissatisfied","1984","Saxony","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Saxony","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Saxony","higher education","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","in school","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","middle vocational","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Saxony-Anhalt","higher education","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","in school","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","inadequately","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","general elemantary","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","middle vocational","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Thuringia","higher education","","","","","0"
"1 on Scale 1 to 10","1984","Lower Saxony","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Lower Saxony","in school","","","","","1"
"1 on Scale 1 to 10","1984","Lower Saxony","middle vocational","6","","","","1"
"1 on Scale 1 to 10","1984","Lower Saxony","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Lower Saxony","general elemantary","3","","","","1"
"1 on Scale 1 to 10","1984","Bremen","in school","","","","","1"
"1 on Scale 1 to 10","1984","Lower Saxony","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Lower Saxony","inadequately","1","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Bremen","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Bremen","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Bremen","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Bremen","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Bremen","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","vocational + Abi","3","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","middle vocational","4","","","","1"
"1 on Scale 1 to 10","1984","Bremen","higher education","","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","in school","","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","inadequately","5","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","general elemantary","9","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","middle vocational","10","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","in school","","","","","1"
"1 on Scale 1 to 10","1984","Hamburg","inadequately","1","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","middle vocational","1","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","in school","","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Schleswig-Holstein","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","North Rhine-Westphalia","higher education","3","","","","1"
"1 on Scale 1 to 10","1984","Hesse","in school","","","","","1"
"1 on Scale 1 to 10","1984","Hesse","inadequately","1","","","","1"
"1 on Scale 1 to 10","1984","Hesse","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1984","Hesse","middle vocational","4","","","","1"
"1 on Scale 1 to 10","1984","Hesse","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Hesse","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1984","Hesse","higher education","1","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","in school","","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","general elemantary","2","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","middle vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","in school","","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","inadequately","6","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","general elemantary","8","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","middle vocational","12","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","higher vocational","4","","","","1"
"1 on Scale 1 to 10","1984","Baden-Württemberg","higher education","3","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","in school","","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","inadequately","1","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","general elemantary","7","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","middle vocational","9","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Bavaria","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Berlin","in school","","","","","1"
"1 on Scale 1 to 10","1984","Berlin","inadequately","2","","","","1"
"1 on Scale 1 to 10","1984","Berlin","general elemantary","2","","","","1"
"1 on Scale 1 to 10","1984","Berlin","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Berlin","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1984","Berlin","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Berlin","higher education","2","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","in school","","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Brandenburg","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","in school","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Thuringia","in school","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","in school","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Saxony","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","in school","","","","","1"
"1 on Scale 1 to 10","1984","Saxony-Anhalt","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Thuringia","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Thuringia","general elemantary","","","","","1"
"1 on Scale 1 to 10","1984","Thuringia","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Thuringia","vocational + Abi","","","","","1"
