"plh0178","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","Full Time","51","0.0162372206028845","0.0109738704292694","0.0215005707764997","0"
"0 Completely dissatisfied","1984","16-34 y.","Part Time","19","","","","0"
"0 Completely dissatisfied","1984","16-34 y.","Not Working","23","","","","0"
"0 Completely dissatisfied","1984","35-65 y.","Full Time","93","0.0244856398355331","0.0193043889300402","0.029666890741026","0"
"0 Completely dissatisfied","1984","35-65 y.","Part Time","29","","","","0"
"0 Completely dissatisfied","1984","35-65 y.","Not Working","25","","","","0"
"0 Completely dissatisfied","1984","66 and older","Full Time","","","","","0"
"0 Completely dissatisfied","1984","66 and older","Part Time","","","","","0"
"0 Completely dissatisfied","1984","66 and older","Not Working","10","","","","0"
"1 on Scale 1 to 10","1984","66 and older","Not Working","8","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","Not Working","11","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","Part Time","6","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","Full Time","24","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Full Time","48","0.0141210470521376","0.0101654931274532","0.0180766009768221","1"
"1 on Scale 1 to 10","1984","66 and older","Full Time","1","","","","1"
"1 on Scale 1 to 10","1984","66 and older","Part Time","","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Part Time","12","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Not Working","17","","","","1"
"10 Completely satisfied","1984","16-34 y.","Full Time","475","0.224060701717315","0.206696375127457","0.241425028307172","10"
"10 Completely satisfied","1984","35-65 y.","Full Time","814","0.250152588466629","0.235633110209569","0.264672066723689","10"
"10 Completely satisfied","1984","35-65 y.","Part Time","220","0.250754983503029","0.223090092555057","0.278419874451001","10"
"10 Completely satisfied","1984","16-34 y.","Part Time","212","0.232704288248789","0.205005363501732","0.260403212995847","10"
"10 Completely satisfied","1984","16-34 y.","Not Working","339","0.221073669623382","0.199882085619545","0.242265253627219","10"
"10 Completely satisfied","1984","35-65 y.","Not Working","558","0.310068144382251","0.28953939658467","0.330596892179833","10"
"10 Completely satisfied","1984","66 and older","Full Time","9","","","","10"
"10 Completely satisfied","1984","66 and older","Part Time","24","","","","10"
"10 Completely satisfied","1984","66 and older","Not Working","524","0.43940720331396","0.411337751578247","0.467476655049674","10"
"2 on Scale 1 to 10","1984","35-65 y.","Not Working","49","0.0219725620238293","0.0154660737071229","0.0284790503405358","2"
"2 on Scale 1 to 10","1984","16-34 y.","Not Working","50","0.0353963000074787","0.0259600353492302","0.0448325646657273","2"
"2 on Scale 1 to 10","1984","35-65 y.","Full Time","119","0.0354298197169759","0.0292323637634882","0.0416272756704635","2"
"2 on Scale 1 to 10","1984","66 and older","Part Time","","","","","2"
