"plh0178","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","inadequately","1","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","general elemantary","3","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","middle vocational","3","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","higher vocational","2","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","higher education","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","inadequately","1","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","general elemantary","8","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","middle vocational","24","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","higher vocational","2","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","higher education","2","","","","0"
"0 Completely dissatisfied","1984","Single parent ","in school","","","","","0"
"0 Completely dissatisfied","1984","Single parent ","inadequately","3","","","","0"
"0 Completely dissatisfied","1984","Single parent ","general elemantary","4","","","","0"
"0 Completely dissatisfied","1984","Single parent ","middle vocational","10","","","","0"
"0 Completely dissatisfied","1984","Single parent ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Single parent ","higher vocational","2","","","","0"
"0 Completely dissatisfied","1984","Single parent ","higher education","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","inadequately","9","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","general elemantary","20","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","middle vocational","37","0.0198951803531254","0.0128426362981893","0.0269477244080615","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","higher vocational","3","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","higher education","5","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","in school","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","inadequately","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","general elemantary","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","middle vocational","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","higher education","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","in school","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","inadequately","11","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","general elemantary","17","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","middle vocational","16","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","higher education","1","","","","0"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","in school","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher education","1","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher vocational","2","","","","1"
