"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","direct migration background","(0) in school","5.42","5.71","61","0","5","7","8","10","4.83","6.01","0","10","5","6"
"2004","direct migration background","(1a) inadequately completed","2.3","2","172","0","0","4","6","8","1.94","2.66","0","10","1","2"
"2004","direct migration background","(1b) general elementary school","2.72","2","568","0","1","5","6","10","2.52","2.92","0","10","2","3"
"2004","direct migration background","(1c) basic vocational qualification","3.77","4","722","0","2","5","7","10","3.58","3.96","0","10","3","4"
"2004","direct migration background","(2a) intermediate vocational","4.38","5","156","1","3","5","7","9","4.03","4.73","0","10","4","5"
"2004","direct migration background","(2b) intermediate general qualification","5.05","5","47","2","3","8","9","9","4.3","5.8","0","9","4","6"
"2004","direct migration background","(2c_gen) general maturity certificate","4.53","5","116","0","3","7","8","10","4.04","5.02","0","10","4","5"
"2004","direct migration background","(2c_voc) vocational maturity certificate","4.14","5","282","0","2","6","7","8","3.85","4.43","0","10","4","5"
"2004","direct migration background","(3a) lower tertiary education","3.79","4","80","0","3","5","7","8","3.26","4.32","0","9","3","5"
"2004","direct migration background","(3b) higher tertiary education","4.26","5","279","1","2","6","7","9","3.99","4.53","0","10","4","5"
"2004","indirect migration background","(0) in school","4.77","5","79","1","3","6","8","10","4.23","5.31","0","10","5","6"
"2004","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2004","indirect migration background","(1b) general elementary school","4.77","5","120","1","3","7","8","10","4.3","5.24","0","10","4","5"
"2004","indirect migration background","(1c) basic vocational qualification","4.57","5","134","1","3","6","8","10","4.12","5.02","0","10","4","5"
"2004","indirect migration background","(2a) intermediate vocational","4.52","5","132","1","2","6","8","10","4.09","4.95","0","10","4","5"
"2004","indirect migration background","(2b) intermediate general qualification","5.09","5","71","2","3","8","8","8","4.55","5.63","0","9","4","6"
"2004","indirect migration background","(2c_gen) general maturity certificate","5.6","6","87","3","5","7","8","10","5.14","6.06","0","10","5","6"
