"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","college entrance qualification","5.18","5","1660","3","4","7","8","9","5.08","5.28","0","10","5","5"
"2004","16-34 y.","lower secondary degree","4.9","5","1040","1","3","7","8","10","4.75","5.05","0","10","5","5"
"2004","16-34 y.","no degree/no degree yet","5.37","5","676","2","4","7","8","10","5.2","5.54","0","10","5","6"
"2004","16-34 y.","Other degree","4.43","5","182","1","3","6","8","10","4.03","4.83","0","10","4","5"
"2004","16-34 y.","secondary school degree","5.12","5","1768","2","4","7","8","9","5.02","5.22","0","10","5","5"
"2004","35-65 y.","college entrance qualification","4.95","5","3168","2","3","7","8","10","4.88","5.02","0","10","5","5"
"2004","35-65 y.","lower secondary degree","4.14","5","4060","1","2","6","7","9","4.07","4.21","0","10","4","5"
"2004","35-65 y.","no degree/no degree yet","2.8","3","155","0","0","5","6","8","2.4","3.2","0","10","2","3"
"2004","35-65 y.","Other degree","3.47","3","825","0","1","5","7","10","3.29","3.65","0","10","3","4"
"2004","35-65 y.","secondary school degree","4.51","5","3973","2","3","6","7","9","4.44","4.58","0","10","5","5"
"2004","66 and older","college entrance qualification","4.21","4","540","0","2","6","8","10","4.01","4.41","0","10","4","5"
"2004","66 and older","lower secondary degree","2.91","3","2449","0","1","5","6","8","2.82","3","0","10","3","3"
"2004","66 and older","no degree/no degree yet","2.11","2","65","0","0","3","5","7","1.61","2.61","0","7","0","2"
"2004","66 and older","Other degree","2.38","2","173","0","1","4","5","8","2.06","2.7","0","9","2","2"
"2004","66 and older","secondary school degree","3.83","4","540","0","2","5","7","10","3.63","4.03","0","10","4","5"
"2005","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2005","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2005","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2005","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2005","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2005","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2005","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2005","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2005","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2005","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2005","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","66 and older","Other degree","","","","","","","","","","","","","",""
"2005","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2006","16-34 y.","college entrance qualification","5.37","5","1625","3","4","7","8","10","5.27","5.47","0","10","5","5"
"2006","16-34 y.","lower secondary degree","5.34","5","906","2","4","7","8","10","5.19","5.49","0","10","5","5"
"2006","16-34 y.","no degree/no degree yet","5.58","6","426","2","4","7","8","10","5.38","5.78","0","10","6","6"
"2006","16-34 y.","Other degree","5.08","5","177","2","4","7","9","10","4.7","5.46","0","10","5","5"
"2006","16-34 y.","secondary school degree","5.45","5","1598","3","4","7","8","10","5.35","5.55","0","10","5","6"
"2006","35-65 y.","college entrance qualification","5.08","5","3307","2","3","7","8","10","5.01","5.15","0","10","5","5"
"2006","35-65 y.","lower secondary degree","4.55","5","3877","1","3","6","8","10","4.48","4.62","0","10","5","5"
"2006","35-65 y.","no degree/no degree yet","4","4","139","0","2","6","7","10","3.57","4.43","0","10","3","5"
"2006","35-65 y.","Other degree","4.45","5","798","1","3","6","8","10","4.28","4.62","0","10","4","5"
"2006","35-65 y.","secondary school degree","4.83","5","4196","2","3","6","8","10","4.76","4.9","0","10","5","5"
"2006","66 and older","college entrance qualification","4.99","5","672","2","3","7","8","10","4.82","5.16","0","10","5","5"
"2006","66 and older","lower secondary degree","3.56","3","2801","0","2","5","7","9","3.47","3.65","0","10","3","4"
"2006","66 and older","no degree/no degree yet","3.05","2.89","82","0","1","5","7","8","2.52","3.58","0","8","2","3"
"2006","66 and older","Other degree","3.02","3","215","0","0","5","7","9","2.69","3.35","0","10","3","3"
"2006","66 and older","secondary school degree","4.35","5","665","0","3","6","7","10","4.17","4.53","0","10","5","5"
"2007","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","4.91","5","1441","2","3","7","8","9","4.8","5.02","0","10","5","5"
"2008","16-34 y.","lower secondary degree","5.24","5","671","2","3","7","8","10","5.06","5.42","0","10","5","5"
"2008","16-34 y.","no degree/no degree yet","5.06","5","391","2","3","7","8","9","4.84","5.28","0","10","5","6"
"2008","16-34 y.","Other degree","4.65","5","118","1","3","6","8","9","4.18","5.12","0","10","4","5"
"2008","16-34 y.","secondary school degree","4.98","5","1297","2","3","7","8","10","4.86","5.1","0","10","5","5"
"2008","35-65 y.","college entrance qualification","4.69","5","2971","2","3","6","8","9","4.61","4.77","0","10","5","5"
"2008","35-65 y.","lower secondary degree","4.27","4","3175","1","3","6","8","10","4.19","4.35","0","10","4","5"
"2008","35-65 y.","no degree/no degree yet","3.81","3","101","0","2","5","8","9","3.33","4.29","0","10","3","4"
